Site,Transect,Subsection,Stage,Soil Type,Horizon,Horizon Depth (cm),Rock-adjusted Volume (cm3),Coarse weight (g dry coarse),Soil Wt (g dry soil),Soil Bulk Density (g cm3),Coarse material density (g coarse cm3),Soil C(%),Soil N(%),g dry soil (m-2),Soil C (g C m-2),Coarse C (g C m-2),Soil & Coarse (g C m-2),Soil N (g N m-2),Coarse N (g N m-2),Soil & Coarse (g N m-2),C check,CN
MF81,3,60,Mid,1_OM,5_Total OM,6.00,592.42,0.60,37.96,0.064,0.001,37.21,1.39,8073.63,3004.22,77.37,3081.60,112.13,0.39,112.51,3004.22,27.39
MF81,3,60,Mid,2_MS,1_0-5,5.00,192.42,0.00,67.04,0.348,0.000,10.76,0.42,17419.71,1873.69,0.00,1873.69,73.37,0.00,73.37,1873.69,25.54
MF81,3,60,Mid,2_MS,2_5-10,5.00,,,,1.332,0.003,3.44,0.14,66592.02,2293.43,81.42,2374.85,89.90,0.41,90.31,2293.43,26.30
MF81,3,60,Mid,2_MS,4_Total,10.00,,,,,,,,84011.72,4167.12,81.42,4248.54,163.27,0.41,163.68,,25.96
MF81,3,60,Mid,3_Soil,6_Tot OM MS,16.00,592.42,0.60,37.96,,,,,92085.35,7171.34,158.79,7330.14,275.40,0.79,276.19,3004.22,26.54
MF81,3,80,Mid,1_OM,0_Litter,4.00,1600.00,,18.100,0.011,,50.73,1.31,452.50,229.57,0.00,229.57,5.91,0.00,5.91,229.57,38.88
MF81,3,80,Mid,1_OM,1_0-5,5.00,192.42,0.83,22.47,0.117,0.004,43.12,1.77,5839.41,2517.78,107.69,2625.47,103.59,0.54,104.13,2517.78,25.21
MF81,3,80,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,3,80,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,3,80,Mid,1_OM,4_Total,5.00,192.42,0.83,22.47,0.117,0.004,43.12,1.77,5839.41,2517.78,107.69,2625.47,103.59,0.54,104.13,2517.78,25.21
MF81,3,80,Mid,1_OM,5_Total OM,9.00,1792.42,0.83,40.57,0.023,0.000,43.66,1.74,6291.91,2747.34,107.69,2855.04,109.50,0.54,110.03,2747.34,25.95
MF81,3,80,Mid,2_MS,1_0-5,5.00,192.42,0.00,8.41,0.044,0.000,18.55,0.77,2184.51,405.21,0.00,405.21,16.90,0.00,16.90,405.21,23.97
MF81,3,80,Mid,2_MS,2_5-10,5.00,,,,1.332,0.003,3.44,0.14,66592.02,2293.43,81.42,2374.85,89.90,0.41,90.31,2293.43,26.30
MF81,3,80,Mid,2_MS,4_Total,10.00,,,,,,,,68776.52,2698.64,81.42,2780.05,106.80,0.41,107.21,,25.93
MF81,3,80,Mid,3_Soil,6_Tot OM MS,19.00,1792.42,0.83,40.57,,,,,75068.43,5445.98,189.11,5635.09,216.30,0.95,217.25,2747.34,25.94
MF81,3,100,Mid,1_OM,0_Litter,0.50,200.00,,7.720,0.039,,49.42,1.58,193.00,95.38,0.00,95.38,3.06,0.00,3.06,95.38,31.22
MF81,3,100,Mid,1_OM,1_0-5,2.00,76.97,0.00,5.76,0.075,0.000,37.82,1.41,1497.76,566.41,0.00,566.41,21.07,0.00,21.07,566.41,26.88
MF81,3,100,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,3,100,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,3,100,Mid,1_OM,4_Total,2.00,76.97,0.00,5.76,0.075,0.000,37.82,1.41,1497.76,566.41,0.00,566.41,21.07,0.00,21.07,566.41,26.88
MF81,3,100,Mid,1_OM,5_Total OM,2.50,276.97,0.00,13.48,0.049,0.000,39.14,1.43,1690.76,661.79,0.00,661.79,24.13,0.00,24.13,661.79,27.43
MF81,3,100,Mid,2_MS,1_0-5,5.00,192.42,0.00,68.53,0.356,0.000,1.66,0.09,17806.70,295.41,0.00,295.41,16.03,0.00,16.03,295.41,18.43
MF81,3,100,Mid,2_MS,2_5-10,5.00,192.42,0.63,256.28,1.332,0.003,3.44,0.14,66592.02,2293.43,81.42,2374.85,89.90,0.41,90.31,2293.43,26.30
MF81,3,100,Mid,2_MS,4_Total,10.00,384.85,0.63,324.80,0.844,0.002,3.07,0.13,84398.72,2588.84,81.42,2670.26,105.93,0.41,106.33,2588.84,25.11
MF81,3,100,Mid,3_Soil,6_Tot OM MS,12.50,661.81,0.63,338.29,,,,,86089.48,3250.63,81.42,3332.05,130.05,0.41,130.46,3250.63,25.54
RF83,1,20,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,1,20,Mid,1_OM,1_0-5,5.00,192.42,1.13,7.90,0.041,0.006,44.02,1.32,2053.50,904.03,146.81,1050.84,27.04,0.73,27.78,904.03,37.83
RF83,1,20,Mid,1_OM,2_5-10,5.00,192.42,0.00,14.14,0.073,0.000,42.69,1.61,3674.15,1568.39,0.00,1568.39,59.15,0.00,59.15,1568.39,26.51
RF83,1,20,Mid,1_OM,3_10+,13.00,500.30,0.09,25.37,0.051,0.000,35.12,1.63,6591.90,2314.81,11.69,2326.50,107.45,0.06,107.51,2314.81,21.64
RF83,1,20,Mid,1_OM,4_Total,23.00,885.14,1.22,47.41,0.054,0.001,38.86,1.57,12319.55,4787.23,158.51,4945.73,193.65,0.79,194.44,4787.23,25.44
RF83,1,20,Mid,1_OM,5_Total OM,23.00,885.14,1.22,47.41,0.054,0.001,38.86,1.57,12319.55,4787.23,158.51,4945.73,193.65,0.79,194.44,4787.23,25.44
RF83,1,20,Mid,2_MS,1_0-5,5.00,.,.,.,0.552,0.003,7.02,0.35,27585.17,1937.62,63.68,2001.30,96.22,0.32,96.53,1937.62,20.73
RF83,1,20,Mid,2_MS,2_5-10,5.00,.,.,.,0.833,0.001,3.56,0.19,41640.80,1482.36,37.46,1519.82,77.67,0.19,77.86,1482.36,19.52
RF83,1,20,Mid,2_MS,4_Total,10.00,.,.,.,,,,,69225.96,3419.98,101.14,3521.12,173.89,0.51,174.39,0.00,20.19
RF83,1,20,Mid,3_Soil,6_Tot OM MS,33.00,,,,,,,,81545.51,8207.21,259.65,8466.86,367.53,1.30,368.83,4787.23,22.96
RF83,1,40,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,1,40,Mid,1_OM,1_0-5,5.00,192.42,0.10,12.27,0.064,0.001,42.75,1.70,3189.25,1363.31,12.99,1376.30,54.31,0.06,54.38,1363.31,25.31
RF83,1,40,Mid,1_OM,2_5-10,5.00,192.42,0.00,27.58,0.143,0.000,35.07,1.39,7166.20,2512.97,0.00,2512.97,99.90,0.00,99.90,2512.97,25.16
RF83,1,40,Mid,1_OM,3_10+,13.00,500.30,0.03,32.76,0.065,0.000,38.59,1.70,8513.69,3285.01,3.90,3288.90,144.73,0.02,144.75,3285.01,22.72
RF83,1,40,Mid,1_OM,4_Total,23.00,885.14,0.13,72.62,0.082,0.000,37.95,1.58,18869.14,7161.29,16.89,7178.18,298.94,0.08,299.03,7161.29,24.01
RF83,1,40,Mid,1_OM,5_Total OM,23.00,885.14,0.13,72.62,0.082,0.000,37.95,1.58,18869.14,7161.29,16.89,7178.18,298.94,0.08,299.03,7161.29,24.01
RF83,1,40,Mid,2_MS,1_0-5,5.00,.,.,.,0.552,0.003,7.02,0.35,27585.17,1937.62,63.68,2001.30,96.22,0.32,96.53,1937.62,20.73
RF83,1,40,Mid,2_MS,2_5-10,5.00,.,.,.,0.833,0.001,3.56,0.19,41640.80,1482.36,37.46,1519.82,77.67,0.19,77.86,1482.36,19.52
RF83,1,40,Mid,2_MS,4_Total,10.00,.,.,.,,,,,69225.96,3419.98,101.14,3521.12,173.89,0.51,174.39,0.00,20.19
RF83,1,40,Mid,3_Soil,6_Tot OM MS,33.00,,,,,,,,88095.10,10581.26,118.03,10699.30,472.83,0.59,473.42,7161.29,22.60
RF83,1,60,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,1,60,Mid,1_OM,1_0-5,5.00,192.42,0.79,9.74,0.051,0.004,44.37,1.05,2531.80,1123.28,102.65,1225.93,26.56,0.51,27.07,1123.28,45.28
RF83,1,60,Mid,1_OM,2_5-10,5.00,192.42,0.00,17.51,0.091,0.000,42.26,1.66,4550.75,1923.33,0.00,1923.33,75.54,0.00,75.54,1923.33,25.46
RF83,1,60,Mid,1_OM,3_10+,1.00,38.48,0.00,30.18,0.784,0.000,40.47,1.65,7842.26,3173.61,0.00,3173.61,129.16,0.00,129.16,3173.61,24.57
RF83,1,60,Mid,1_OM,4_Total,11.00,423.33,0.79,57.44,0.136,0.002,41.68,1.55,14924.81,6220.22,102.65,6322.87,231.26,0.51,231.78,6220.22,27.28
RF83,1,60,Mid,1_OM,5_Total OM,11.00,423.33,0.79,57.44,0.136,0.002,41.68,1.55,14924.81,6220.22,102.65,6322.87,231.26,0.51,231.78,6220.22,27.28
RF83,1,60,Mid,2_MS,1_0-5,5.00,.,.,.,0.552,0.003,7.02,0.35,27585.17,1937.62,63.68,2001.30,96.22,0.32,96.53,1937.62,20.73
RF83,1,60,Mid,2_MS,2_5-10,5.00,.,.,.,0.833,0.001,3.56,0.19,41640.80,1482.36,37.46,1519.82,77.67,0.19,77.86,1482.36,19.52
RF83,1,60,Mid,2_MS,4_Total,10.00,.,.,.,,,,,69225.96,3419.98,101.14,3521.12,173.89,0.51,174.39,0.00,20.19
RF83,1,60,Mid,3_Soil,6_Tot OM MS,21.00,,,,,,,,84150.77,9640.20,203.80,9843.99,405.15,1.02,406.17,6220.22,24.24
RF83,1,80,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,1,80,Mid,1_OM,1_0-5,5.00,192.42,0.36,6.28,0.033,0.002,43.20,1.33,1631.73,704.94,46.77,751.71,21.75,0.23,21.98,704.94,34.19
RF83,1,80,Mid,1_OM,2_5-10,5.00,192.42,0.00,16.14,0.084,0.000,36.87,1.50,4194.56,1546.41,0.00,1546.41,62.75,0.00,62.75,1546.41,24.64
RF83,1,80,Mid,1_OM,3_10+,7.50,288.63,0.01,46.70,0.162,0.000,39.21,1.80,12134.97,4757.76,1.30,4759.06,217.94,0.01,217.95,4757.76,21.84
RF83,1,80,Mid,1_OM,4_Total,17.50,673.48,0.37,69.12,0.103,0.001,39.02,1.68,17961.26,7009.11,48.07,7057.18,302.45,0.24,302.69,7009.11,23.32
RF83,1,80,Mid,1_OM,5_Total OM,17.50,673.48,0.37,69.12,0.103,0.001,39.02,1.68,17961.26,7009.11,48.07,7057.18,302.45,0.24,302.69,7009.11,23.32
RF83,1,80,Mid,2_MS,1_0-5,5.00,.,.,.,0.552,0.003,7.02,0.35,27585.17,1937.62,63.68,2001.30,96.22,0.32,96.53,1937.62,20.73
RF83,1,80,Mid,2_MS,2_5-10,5.00,.,.,.,0.833,0.001,3.56,0.19,41640.80,1482.36,37.46,1519.82,77.67,0.19,77.86,1482.36,19.52
RF83,1,80,Mid,2_MS,4_Total,10.00,.,.,.,,,,,69225.96,3419.98,101.14,3521.12,173.89,0.51,174.39,0.00,20.19
RF83,1,80,Mid,3_Soil,6_Tot OM MS,27.50,,,,,,,,87187.22,10429.09,149.22,10578.30,476.33,0.75,477.08,7009.11,22.17
RF83,1,100,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,1,100,Mid,1_OM,1_0-5,5.00,192.42,0.00,7.30,0.038,0.000,41.36,1.16,1896.26,784.37,0.00,784.37,22.00,0.00,22.00,784.37,35.66
RF83,1,100,Mid,1_OM,2_5-10,5.00,192.42,1.06,14.51,0.075,0.006,35.88,1.57,3771.40,1353.06,137.72,1490.78,59.17,0.69,59.86,1353.06,24.90
RF83,1,100,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,1,100,Mid,1_OM,4_Total,10.00,384.85,1.06,21.81,0.057,0.003,37.71,1.43,5667.66,2137.44,137.72,2275.15,81.17,0.69,81.86,2137.44,27.79
RF83,1,100,Mid,1_OM,5_Total OM,10.00,384.85,1.06,21.81,0.057,0.003,37.71,1.43,5667.66,2137.44,137.72,2275.15,81.17,0.69,81.86,2137.44,27.79
RF83,1,100,Mid,2_MS,1_0-5,5.00,.,.,.,0.552,0.003,7.02,0.35,27585.17,1937.62,63.68,2001.30,96.22,0.32,96.53,1937.62,20.73
RF83,1,100,Mid,2_MS,2_5-10,5.00,.,.,.,0.833,0.001,3.56,0.19,41640.80,1482.36,37.46,1519.82,77.67,0.19,77.86,1482.36,19.52
RF83,1,100,Mid,2_MS,4_Total,10.00,.,.,.,,,,,69225.96,3419.98,101.14,3521.12,173.89,0.51,174.39,0.00,20.19
RF83,1,100,Mid,3_Soil,6_Tot OM MS,20.00,,,,,,,,74893.63,5557.41,238.86,5796.28,255.06,1.19,256.25,2137.44,22.62
RF83,2,20,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,2,20,Mid,1_OM,1_0-5,5.00,192.42,0.13,6.19,0.032,0.001,39.93,1.52,1608.59,642.28,16.39,658.67,24.47,0.08,24.55,642.28,26.83
RF83,2,20,Mid,1_OM,2_5-10,5.00,192.42,0.81,13.52,0.070,0.004,35.61,1.21,3511.92,1250.52,105.14,1355.67,42.32,0.53,42.84,1250.52,31.64
RF83,2,20,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,2,20,Mid,1_OM,4_Total,10.00,384.85,0.94,19.71,0.051,0.002,36.97,1.30,5120.51,1892.80,121.53,2014.33,66.79,0.61,67.39,1892.80,29.89
RF83,2,20,Mid,1_OM,5_Total OM,10.00,384.85,0.94,19.71,0.051,0.002,36.97,1.30,5120.51,1892.80,121.53,2014.33,66.79,0.61,67.39,1892.80,29.89
RF83,2,20,Mid,2_MS,1_0-5,5.00,192.42,0.00,178.13,0.926,0.000,3.88,0.19,46285.85,1794.08,0.00,1794.08,86.06,0.00,86.06,1794.08,20.85
RF83,2,20,Mid,2_MS,2_5-10,5.00,192.42,0.00,231.97,1.206,0.000,1.16,0.11,60275.07,697.90,0.00,697.90,64.10,0.00,64.10,697.90,10.89
RF83,2,20,Mid,2_MS,4_Total,10.00,384.85,0.00,410.09,1.066,0.000,2.34,0.14,106560.92,2491.98,0.00,2491.98,150.16,0.00,150.16,2491.98,16.60
RF83,2,20,Mid,3_Soil,6_Tot OM MS,20.00,769.69,0.94,429.80,,,,,111681.43,4384.78,121.53,4506.31,216.94,0.61,217.55,4384.78,20.71
RF83,2,40,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,2,40,Mid,1_OM,1_0-5,5.00,192.42,0.06,1.88,0.010,0.000,42.01,1.43,489.76,205.75,7.19,212.95,6.98,0.04,7.02,205.75,30.36
RF83,2,40,Mid,1_OM,2_5-10,5.00,192.42,0.31,3.78,0.020,0.002,40.67,1.01,982.27,399.51,40.27,439.78,9.93,0.20,10.13,399.51,43.40
RF83,2,40,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,2,40,Mid,1_OM,4_Total,10.00,384.85,0.37,5.67,0.015,0.001,41.12,1.15,1472.04,605.26,47.46,652.73,16.91,0.24,17.15,605.26,38.07
RF83,2,40,Mid,1_OM,5_Total OM,10.00,384.85,0.37,5.67,0.015,0.001,41.12,1.15,1472.04,605.26,47.46,652.73,16.91,0.24,17.15,605.26,38.07
RF83,2,40,Mid,2_MS,1_0-5,5.00,192.42,0.00,162.62,0.845,0.000,4.28,0.23,42257.19,1808.61,0.00,1808.61,96.77,0.00,96.77,1808.61,18.69
RF83,2,40,Mid,2_MS,2_5-10,5.00,192.42,0.00,226.01,1.175,0.000,1.55,0.10,58727.10,910.27,0.00,910.27,56.97,0.00,56.97,910.27,15.98
RF83,2,40,Mid,2_MS,4_Total,10.00,384.85,0.00,388.63,1.010,0.000,2.69,0.15,100984.29,2718.88,0.00,2718.88,153.73,0.00,153.73,2718.88,17.69
RF83,2,40,Mid,3_Soil,6_Tot OM MS,20.00,769.69,0.37,394.30,,,,,102456.32,3324.14,47.46,3371.60,170.64,0.24,170.88,3324.14,19.73
RF83,2,60,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,2,60,Mid,1_OM,1_0-5,5.00,192.42,0.00,4.87,0.025,0.000,42.70,1.11,1264.69,540.02,0.00,540.02,14.09,0.00,14.09,540.02,38.33
RF83,2,60,Mid,1_OM,2_5-10,5.00,192.42,0.12,11.25,0.058,0.001,41.78,0.93,2923.40,1221.37,15.03,1236.40,27.19,0.08,27.26,1221.37,45.35
RF83,2,60,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,2,60,Mid,1_OM,4_Total,10.00,384.85,0.12,16.12,0.042,0.000,42.06,0.99,4188.09,1761.39,15.03,1776.42,41.28,0.08,41.35,1761.39,42.96
RF83,2,60,Mid,1_OM,5_Total OM,10.00,384.85,0.12,16.12,0.042,0.000,42.06,0.99,4188.09,1761.39,15.03,1776.42,41.28,0.08,41.35,1761.39,42.96
RF83,2,60,Mid,2_MS,1_0-5,5.00,192.42,0.00,204.97,1.065,0.000,3.23,0.17,53259.50,1721.88,0.00,1721.88,88.94,0.00,88.94,1721.88,19.36
RF83,2,60,Mid,2_MS,2_5-10,5.00,192.42,0.00,213.39,1.109,0.000,2.39,0.11,55448.19,1325.77,0.00,1325.77,63.21,0.00,63.21,1325.77,20.97
RF83,2,60,Mid,2_MS,4_Total,10.00,384.85,0.00,418.36,1.087,0.000,2.80,0.14,108707.70,3047.65,0.00,3047.65,152.15,0.00,152.15,3047.65,20.03
RF83,2,60,Mid,3_Soil,6_Tot OM MS,20.00,769.69,0.12,434.47,,,,,112895.79,4809.04,15.03,4824.07,193.43,0.08,193.51,4809.04,24.93
RF83,2,80,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,2,80,Mid,1_OM,1_0-5,5.00,192.42,0.00,9.31,0.048,0.000,31.04,1.02,2417.87,750.60,0.00,750.60,24.69,0.00,24.69,750.60,30.41
RF83,2,80,Mid,1_OM,2_5-10,5.00,192.42,0.00,6.97,0.036,0.000,21.99,0.77,1810.90,398.25,0.00,398.25,14.00,0.00,14.00,398.25,28.45
RF83,2,80,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,2,80,Mid,1_OM,4_Total,10.00,384.85,0.00,16.27,0.042,0.000,27.17,0.91,4228.76,1148.86,0.00,1148.86,38.68,0.00,38.68,1148.86,29.70
RF83,2,80,Mid,1_OM,5_Total OM,10.00,384.85,0.00,16.27,0.042,0.000,27.17,0.91,4228.76,1148.86,0.00,1148.86,38.68,0.00,38.68,1148.86,29.70
RF83,2,80,Mid,2_MS,1_0-5,5.00,192.42,0.00,96.65,0.502,0.000,8.73,0.43,25114.30,2192.23,0.00,2192.23,107.49,0.00,107.49,2192.23,20.39
RF83,2,80,Mid,2_MS,2_5-10,5.00,192.42,0.00,251.59,1.307,0.000,8.73,0.43,65374.82,5706.57,0.00,5706.57,279.80,0.00,279.80,5706.57,20.39
RF83,2,80,Mid,2_MS,4_Total,10.00,384.85,0.00,348.24,0.905,0.000,8.73,0.43,90489.12,7898.80,0.00,7898.80,387.29,0.00,387.29,7898.80,20.39
RF83,2,80,Mid,3_Soil,6_Tot OM MS,20.00,769.69,0.00,364.52,,,,,94717.88,9047.65,0.00,9047.65,425.98,0.00,425.98,9047.65,21.24
RF83,2,100,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,2,100,Mid,1_OM,1_0-5,5.00,192.42,0.03,8.13,0.042,0.000,40.02,1.17,2112.37,845.39,4.06,849.45,24.61,0.02,24.63,845.39,34.49
RF83,2,100,Mid,1_OM,2_5-10,5.00,192.42,0.04,6.46,0.034,0.000,22.65,0.93,1677.75,380.04,5.39,385.43,15.55,0.03,15.58,380.04,24.74
RF83,2,100,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,2,100,Mid,1_OM,4_Total,10.00,384.85,0.07,14.59,0.038,0.000,32.33,1.06,3790.11,1225.43,9.45,1234.88,40.16,0.05,40.21,1225.43,30.71
RF83,2,100,Mid,1_OM,5_Total OM,10.00,384.85,0.07,14.59,0.038,0.000,32.33,1.06,3790.11,1225.43,9.45,1234.88,40.16,0.05,40.21,1225.43,30.71
RF83,2,100,Mid,2_MS,1_0-5,5.00,192.42,0.00,171.88,0.893,0.000,8.73,0.43,44662.07,3898.55,0.00,3898.55,191.15,0.00,191.15,3898.55,20.39
RF83,2,100,Mid,2_MS,2_5-10,5.00,192.42,0.00,203.53,1.058,0.000,8.73,0.43,52887.33,4616.53,0.00,4616.53,226.36,0.00,226.36,4616.53,20.39
RF83,2,100,Mid,2_MS,4_Total,10.00,384.85,0.00,375.41,0.975,0.000,8.73,0.43,97549.40,8515.09,0.00,8515.09,417.51,0.00,417.51,8515.09,20.39
RF83,2,100,Mid,3_Soil,6_Tot OM MS,20.00,769.69,0.07,390.00,,,,,101339.51,9740.52,9.45,9749.97,457.67,0.05,457.72,9740.52,21.30
RF83,3,20,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,3,20,Mid,1_OM,1_0-5,3.00,115.45,0.73,10.20,0.088,0.006,29.07,1.11,2649.54,770.20,95.38,865.57,29.30,0.48,29.78,770.20,29.06
RF83,3,20,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,3,20,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,3,20,Mid,1_OM,4_Total,3.00,115.45,0.73,10.20,0.088,0.006,29.07,1.11,2649.54,770.20,95.38,865.57,29.30,0.48,29.78,770.20,29.06
RF83,3,20,Mid,1_OM,5_Total OM,3.00,115.45,0.73,10.20,0.088,0.006,29.07,1.11,2649.54,770.20,95.38,865.57,29.30,0.48,29.78,770.20,29.06
RF83,3,20,Mid,2_MS,1_0-5,5.00,192.42,0.41,55.06,0.286,0.002,5.01,0.20,14307.71,716.10,53.91,770.01,27.90,0.27,28.17,716.10,27.33
RF83,3,20,Mid,2_MS,2_5-10,5.00,192.42,0.06,173.81,0.903,0.000,2.19,0.09,45163.66,989.08,7.60,996.69,42.45,0.04,42.49,989.08,23.46
RF83,3,20,Mid,2_MS,4_Total,10.00,384.85,0.47,228.87,0.595,0.001,2.87,0.12,59471.38,1705.19,61.52,1766.70,70.35,0.31,70.66,1705.19,25.00
RF83,3,20,Mid,3_Soil,6_Tot OM MS,13.00,500.30,1.21,239.07,,,,,62120.92,2475.38,156.89,2632.28,99.66,0.78,100.44,2475.38,26.21
RF83,3,40,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,3,40,Mid,1_OM,1_0-5,5.00,192.42,0.00,14.62,0.076,0.000,29.21,1.13,3799.79,1109.88,0.00,1109.88,43.09,0.00,43.09,1109.88,25.76
RF83,3,40,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,3,40,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,3,40,Mid,1_OM,4_Total,5.00,192.42,0.00,14.62,0.076,0.000,29.21,1.13,3799.79,1109.88,0.00,1109.88,43.09,0.00,43.09,1109.88,25.76
RF83,3,40,Mid,1_OM,5_Total OM,5.00,192.42,0.00,14.62,0.076,0.000,29.21,1.13,3799.79,1109.88,0.00,1109.88,43.09,0.00,43.09,1109.88,25.76
RF83,3,40,Mid,2_MS,1_0-5,5.00,192.42,0.81,128.58,0.668,0.004,3.77,0.16,33410.43,1259.24,104.97,1364.21,52.79,0.52,53.31,1259.24,25.59
RF83,3,40,Mid,2_MS,2_5-10,5.00,192.42,0.00,291.67,1.516,0.000,1.42,0.08,75790.12,1072.43,0.00,1072.43,56.84,0.00,56.84,1072.43,18.87
RF83,3,40,Mid,2_MS,4_Total,10.00,384.85,0.81,420.25,1.092,0.002,2.14,0.10,109200.56,2331.67,104.97,2436.64,109.63,0.52,110.16,2331.67,22.12
RF83,3,40,Mid,3_Soil,6_Tot OM MS,15.00,577.27,0.81,434.88,,,,,113000.34,3441.55,104.97,3546.52,152.72,0.52,153.25,3441.55,23.14
RF83,3,60,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,3,60,Mid,1_OM,1_0-5,5.00,192.42,0.10,9.54,0.050,0.001,31.90,1.20,2480.19,791.23,13.45,804.68,29.64,0.07,29.71,791.23,27.09
RF83,3,60,Mid,1_OM,2_5-10,5.00,192.42,0.71,20.39,0.106,0.004,22.06,0.73,5298.03,1168.85,92.78,1261.63,38.41,0.46,38.87,1168.85,32.45
RF83,3,60,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
RF83,3,60,Mid,1_OM,4_Total,10.00,384.85,0.82,29.93,0.078,0.002,25.20,0.87,7778.21,1960.08,106.23,2066.31,68.05,0.53,68.58,1960.08,30.13
RF83,3,60,Mid,1_OM,5_Total OM,10.00,384.85,0.82,29.93,0.078,0.002,25.20,0.87,7778.21,1960.08,106.23,2066.31,68.05,0.53,68.58,1960.08,30.13
RF83,3,60,Mid,2_MS,1_0-5,5.00,192.42,0.98,172.72,0.898,0.005,4.09,0.19,44880.71,1837.42,127.52,1964.94,85.27,0.64,85.91,1837.42,22.87
RF83,3,60,Mid,2_MS,2_5-10,5.00,192.42,0.00,262.74,1.365,0.000,2.63,0.08,68271.76,1794.86,0.00,1794.86,56.67,0.00,56.67,1794.86,31.67
RF83,3,60,Mid,2_MS,4_Total,10.00,384.85,0.98,435.46,1.132,0.003,3.21,0.13,113152.46,3632.28,127.52,3759.81,141.94,0.64,142.58,3632.28,26.37
RF83,3,60,Mid,3_Soil,6_Tot OM MS,20.00,769.69,1.80,465.40,,,,,120930.67,5592.36,233.76,5826.12,209.99,1.17,211.16,5592.36,27.59
RF83,3,80,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
