Site,Transect,Subsection,Stage,Soil Type,Horizon,Horizon Depth (cm),Rock-adjusted Volume (cm3),Coarse weight (g dry coarse),Soil Wt (g dry soil),Soil Bulk Density (g cm3),Coarse material density (g coarse cm3),Soil C(%),Soil N(%),g dry soil (m-2),Soil C (g C m-2),Coarse C (g C m-2),Soil & Coarse (g C m-2),Soil N (g N m-2),Coarse N (g N m-2),Soil & Coarse (g N m-2),C check,CN
MD58,3,40,Mid,2_MS,4_Total,10.00,.,.,.,,,,,69225.96,3419.98,101.14,3521.12,173.89,0.51,174.39,0.00,20.19
MD58,3,40,Mid,3_Soil,6_Tot OM MS,41.00,,,,,,,,107190.07,18376.09,101.14,18477.23,551.01,0.51,551.52,14956.11,33.50
MD58,3,60,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MD58,3,60,Mid,1_OM,1_0-5,5.00,192.42,0.00,5.17,0.027,0.000,41.54,0.40,1344.65,558.60,0.00,558.60,5.34,0.00,5.34,558.60,104.64
MD58,3,60,Mid,1_OM,2_5-10,5.00,192.42,0.00,10.20,0.053,0.000,44.81,0.86,2650.45,1187.66,0.00,1187.66,22.69,0.00,22.69,1187.66,52.35
MD58,3,60,Mid,1_OM,3_10+,10.00,384.85,0.00,32.98,0.086,0.000,43.92,1.04,8570.45,3764.14,0.00,3764.14,89.05,0.00,89.05,3764.14,42.27
MD58,3,60,Mid,1_OM,4_Total,20.00,769.69,0.00,48.36,0.063,0.000,43.85,0.93,12565.54,5510.40,0.00,5510.40,117.07,0.00,117.07,5510.40,47.07
MD58,3,60,Mid,1_OM,5_Total OM,20.00,769.69,0.00,48.36,0.063,0.000,43.85,0.93,12565.54,5510.40,0.00,5510.40,117.07,0.00,117.07,5510.40,47.07
MD58,3,60,Mid,2_MS,1_0-5,5.00,.,.,.,0.552,0.003,7.02,0.35,27585.17,1937.62,63.68,2001.30,96.22,0.32,96.53,1937.62,20.73
MD58,3,60,Mid,2_MS,2_5-10,5.00,.,.,.,0.833,0.001,3.56,0.19,41640.80,1482.36,37.46,1519.82,77.67,0.19,77.86,1482.36,19.52
MD58,3,60,Mid,2_MS,4_Total,10.00,.,.,.,,,,,69225.96,3419.98,101.14,3521.12,173.89,0.51,174.39,0.00,20.19
MD58,3,60,Mid,3_Soil,6_Tot OM MS,30.00,,,,,,,,81791.51,8930.38,101.14,9031.52,290.96,0.51,291.46,5510.40,30.99
MD58,3,80,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MD58,3,80,Mid,1_OM,1_0-5,5.00,192.42,0.00,2.77,0.014,0.000,42.30,0.45,720.61,304.83,0.00,304.83,3.24,0.00,3.24,304.83,94.21
MD58,3,80,Mid,1_OM,2_5-10,5.00,192.42,0.00,4.63,0.024,0.000,42.54,0.35,1204.18,512.23,0.00,512.23,4.23,0.00,4.23,512.23,121.19
MD58,3,80,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MD58,3,80,Mid,1_OM,4_Total,10.00,384.85,0.00,7.41,0.019,0.000,42.45,0.39,1924.79,817.07,0.00,817.07,7.46,0.00,7.46,817.07,109.49
MD58,3,80,Mid,1_OM,5_Total OM,10.00,384.85,0.00,7.41,0.019,0.000,42.45,0.39,1924.79,817.07,0.00,817.07,7.46,0.00,7.46,817.07,109.49
MD58,3,80,Mid,2_MS,1_0-5,5.00,.,.,.,0.552,0.003,7.02,0.35,27585.17,1937.62,63.68,2001.30,96.22,0.32,96.53,1937.62,20.73
MD58,3,80,Mid,2_MS,2_5-10,5.00,.,.,.,0.833,0.001,3.56,0.19,41640.80,1482.36,37.46,1519.82,77.67,0.19,77.86,1482.36,19.52
MD58,3,80,Mid,2_MS,4_Total,10.00,.,.,.,,,,,69225.96,3419.98,101.14,3521.12,173.89,0.51,174.39,0.00,20.19
MD58,3,80,Mid,3_Soil,6_Tot OM MS,20.00,,,,,,,,71150.76,4237.05,101.14,4338.19,181.35,0.51,181.85,817.07,23.86
MD58,3,100,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MD58,3,100,Mid,1_OM,1_0-5,5.00,192.42,0.00,3.38,0.018,0.000,41.55,0.50,878.07,364.81,0.00,364.81,4.41,0.00,4.41,364.81,82.76
MD58,3,100,Mid,1_OM,2_5-10,5.00,192.42,0.00,3.11,0.016,0.000,43.83,0.55,807.11,353.77,0.00,353.77,4.40,0.00,4.40,353.77,80.42
MD58,3,100,Mid,1_OM,3_10+,20.00,769.69,0.00,34.25,0.044,0.000,46.42,0.87,8899.25,4131.43,0.00,4131.43,77.69,0.00,77.69,4131.43,53.18
MD58,3,100,Mid,1_OM,4_Total,30.00,1154.54,0.00,40.73,0.035,0.000,45.82,0.82,10584.43,4850.02,0.00,4850.02,86.49,0.00,86.49,4850.02,56.07
MD58,3,100,Mid,1_OM,5_Total OM,30.00,1154.54,0.00,40.73,0.035,0.000,45.82,0.82,10584.43,4850.02,0.00,4850.02,86.49,0.00,86.49,4850.02,56.07
MD58,3,100,Mid,2_MS,1_0-5,5.00,.,.,.,0.552,0.003,7.02,0.35,27585.17,1937.62,63.68,2001.30,96.22,0.32,96.53,1937.62,20.73
MD58,3,100,Mid,2_MS,2_5-10,5.00,.,.,.,0.833,0.001,3.56,0.19,41640.80,1482.36,37.46,1519.82,77.67,0.19,77.86,1482.36,19.52
MD58,3,100,Mid,2_MS,4_Total,10.00,.,.,.,,,,,69225.96,3419.98,101.14,3521.12,173.89,0.51,174.39,0.00,20.19
MD58,3,100,Mid,3_Soil,6_Tot OM MS,40.00,,,,,,,,79810.39,8270.00,101.14,8371.14,260.38,0.51,260.89,4850.02,32.09
MF81,1,20,Mid,1_OM,0_Litter,1.00,400.00,,3.830,0.010,,48.69,1.42,95.75,46.62,0.00,46.62,1.36,0.00,1.36,46.62,34.33
MF81,1,20,Mid,1_OM,1_0-5,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,1,20,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,1,20,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,1,20,Mid,1_OM,4_Total,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,1,20,Mid,1_OM,5_Total OM,1.00,400.00,0.00,3.83,0.010,0.000,48.69,1.42,95.75,46.62,0.00,46.62,1.36,0.00,1.36,46.62,34.33
MF81,1,20,Mid,2_MS,1_0-5,5.00,180.89,0.00,77.06,0.426,0.000,6.85,0.33,21300.60,1458.26,0.00,1458.26,69.88,0.00,69.88,1458.26,20.87
MF81,1,20,Mid,2_MS,2_5-10,5.00,170.93,0.00,164.24,0.961,0.000,1.17,0.08,48041.85,561.70,0.00,561.70,40.30,0.00,40.30,561.70,13.94
MF81,1,20,Mid,2_MS,4_Total,10.00,351.82,0.00,241.30,0.686,0.000,2.91,0.16,69342.44,2019.96,0.00,2019.96,110.18,0.00,110.18,1997.91,18.33
MF81,1,20,Mid,3_Soil,6_Tot OM MS,11.00,751.82,0.00,245.13,,,,,69438.19,2066.58,0.00,2066.58,111.54,0.00,111.54,2044.53,18.53
MF81,1,40,Mid,1_OM,0_Litter,0.50,200.00,,6.760,0.034,,49.74,1.34,169.00,84.06,0.00,84.06,2.26,0.00,2.26,84.06,37.20
MF81,1,40,Mid,1_OM,1_0-5,3.00,115.45,0.00,21.18,0.183,0.000,27.96,0.85,5504.07,1539.05,0.00,1539.05,46.56,0.00,46.56,1539.05,33.05
MF81,1,40,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,1,40,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,1,40,Mid,1_OM,4_Total,3.00,115.45,0.00,21.18,0.183,0.000,27.96,0.85,5504.07,1539.05,0.00,1539.05,46.56,0.00,46.56,1539.05,33.05
MF81,1,40,Mid,1_OM,5_Total OM,3.50,315.45,0.00,27.94,0.089,0.000,28.61,0.86,5673.07,1623.10,0.00,1623.10,48.82,0.00,48.82,1623.10,33.24
MF81,1,40,Mid,2_MS,1_0-5,5.00,158.26,0.00,96.48,0.610,0.000,3.17,0.12,30482.12,965.98,0.00,965.98,36.88,0.00,36.88,965.98,26.19
MF81,1,40,Mid,2_MS,2_5-10,5.00,187.86,0.00,145.23,0.773,0.000,1.91,0.09,38652.07,739.80,0.00,739.80,35.95,0.00,35.95,739.80,20.58
MF81,1,40,Mid,2_MS,4_Total,10.00,346.13,0.00,241.71,0.698,0.000,2.47,0.11,69134.19,1705.78,0.00,1705.78,72.83,0.00,72.83,1723.02,23.42
MF81,1,40,Mid,3_Soil,6_Tot OM MS,13.50,661.58,0.00,269.65,,,,,74807.26,3328.88,0.00,3328.88,121.65,0.00,121.65,3346.12,27.36
MF81,1,60,Mid,1_OM,0_Litter,1.00,400.00,,14.490,0.036,,50.76,1.02,362.25,183.88,0.00,183.88,3.71,0.00,3.71,183.88,49.62
MF81,1,60,Mid,1_OM,1_0-5,2.00,76.97,0.00,8.08,0.105,0.000,32.75,1.42,2099.86,687.60,0.00,687.60,29.75,0.00,29.75,687.60,23.11
MF81,1,60,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,1,60,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,1,60,Mid,1_OM,4_Total,2.00,76.97,0.00,8.08,0.105,0.000,32.75,1.42,2099.86,687.60,0.00,687.60,29.75,0.00,29.75,687.60,23.11
MF81,1,60,Mid,1_OM,5_Total OM,3.00,476.97,0.00,22.57,0.047,0.000,35.40,1.36,2462.11,871.48,0.00,871.48,33.46,0.00,33.46,871.48,26.04
MF81,1,60,Mid,2_MS,1_0-5,5.00,170.80,0.00,41.44,0.243,0.000,5.90,0.27,12131.57,716.01,0.00,716.01,32.27,0.00,32.27,716.01,22.19
MF81,1,60,Mid,2_MS,2_5-10,5.00,144.90,0.00,120.62,0.832,0.000,1.56,0.11,41622.28,649.72,0.00,649.72,44.95,0.00,44.95,649.72,14.45
MF81,1,60,Mid,2_MS,4_Total,10.00,315.70,0.00,162.07,0.513,0.000,2.54,0.14,53753.86,1365.73,0.00,1365.73,77.22,0.00,77.22,1304.26,17.69
MF81,1,60,Mid,3_Soil,6_Tot OM MS,13.00,792.67,0.00,184.64,,,,,56215.96,2237.21,0.00,2237.21,110.68,0.00,110.68,2175.74,20.21
MF81,1,80,Mid,1_OM,0_Litter,2.00,800.00,,20.560,0.026,,49.58,1.25,514.00,254.82,0.00,254.82,6.44,0.00,6.44,254.82,39.60
MF81,1,80,Mid,1_OM,1_0-5,1.00,38.48,0.00,9.81,0.255,0.000,39.94,1.23,2548.56,1017.90,0.00,1017.90,31.37,0.00,31.37,1017.90,32.45
MF81,1,80,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,1,80,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,1,80,Mid,1_OM,4_Total,1.00,38.48,0.00,9.81,0.255,0.000,39.94,1.23,2548.56,1017.90,0.00,1017.90,31.37,0.00,31.37,1017.90,32.45
MF81,1,80,Mid,1_OM,5_Total OM,3.00,838.48,0.00,30.37,0.036,0.000,41.56,1.23,3062.56,1272.72,0.00,1272.72,37.81,0.00,37.81,1272.72,33.66
MF81,1,80,Mid,2_MS,1_0-5,5.00,192.42,0.00,69.97,0.364,0.000,7.23,0.22,18181.84,1315.09,0.00,1315.09,40.36,0.00,40.36,1315.09,32.58
MF81,1,80,Mid,2_MS,2_5-10,5.00,179.57,0.00,60.85,0.339,0.000,2.26,0.11,16941.92,383.06,0.00,383.06,19.14,0.00,19.14,383.06,20.01
MF81,1,80,Mid,2_MS,4_Total,10.00,372.00,0.00,130.82,0.352,0.000,4.83,0.17,35123.76,1698.15,0.00,1698.15,59.51,0.00,59.51,1700.22,28.54
MF81,1,80,Mid,3_Soil,6_Tot OM MS,13.00,1210.48,0.00,161.19,,,,,38186.33,2970.87,0.00,2970.87,97.32,0.00,97.32,2972.94,30.53
MF81,1,100,Mid,1_OM,0_Litter,1.00,400.00,,6.430,0.016,,49.75,1.29,160.75,79.97,0.00,79.97,2.07,0.00,2.07,79.97,38.57
MF81,1,100,Mid,1_OM,1_0-5,1.00,38.48,0.00,13.43,0.349,0.000,24.26,1.02,3489.46,846.44,0.00,846.44,35.63,0.00,35.63,846.44,23.76
MF81,1,100,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,1,100,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,1,100,Mid,1_OM,4_Total,1.00,38.48,0.00,13.43,0.349,0.000,24.26,1.02,3489.46,846.44,0.00,846.44,35.63,0.00,35.63,846.44,23.76
MF81,1,100,Mid,1_OM,5_Total OM,2.00,438.48,0.00,19.86,0.045,0.000,25.38,1.03,3650.21,926.41,0.00,926.41,37.70,0.00,37.70,926.41,24.57
MF81,1,100,Mid,2_MS,1_0-5,5.00,109.84,0.00,68.50,0.624,0.000,4.58,0.19,31179.67,1428.96,0.00,1428.96,57.68,0.00,57.68,1428.96,24.77
MF81,1,100,Mid,2_MS,2_5-10,5.00,190.98,0.00,150.94,0.790,0.000,1.43,0.10,39517.24,563.12,0.00,563.12,37.94,0.00,37.94,563.12,14.84
MF81,1,100,Mid,2_MS,4_Total,10.00,300.82,0.00,219.44,0.729,0.000,2.82,0.14,70696.91,1992.09,0.00,1992.09,95.62,0.00,95.62,2055.45,20.83
MF81,1,100,Mid,3_Soil,6_Tot OM MS,12.00,739.31,0.00,239.30,,,,,74347.12,2918.49,0.00,2918.49,133.32,0.00,133.32,2981.86,21.89
MF81,2,20,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,2,20,Mid,1_OM,1_0-5,5.00,192.42,0.00,20.08,0.104,0.000,49.92,0.65,5217.31,2604.53,0.00,2604.53,33.86,0.00,33.86,2604.53,76.92
MF81,2,20,Mid,1_OM,2_5-10,3.00,115.45,0.00,18.86,0.163,0.000,47.22,1.08,4900.14,2313.89,0.00,2313.89,53.12,0.00,53.12,2313.89,43.56
MF81,2,20,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,2,20,Mid,1_OM,4_Total,8.00,307.88,0.00,38.94,0.126,0.000,48.61,0.86,10117.44,4918.43,0.00,4918.43,86.98,0.00,86.98,4918.43,56.55
MF81,2,20,Mid,1_OM,5_Total OM,8.00,307.88,0.00,38.94,0.126,0.000,48.61,0.86,10117.44,4918.43,0.00,4918.43,86.98,0.00,86.98,4918.43,56.55
MF81,2,20,Mid,2_MS,1_0-5,5.00,188.00,0.00,63.70,0.339,0.000,18.55,0.69,16940.51,3142.63,0.00,3142.63,117.40,0.00,117.40,3142.63,26.77
MF81,2,20,Mid,2_MS,2_5-10,5.00,181.37,0.91,137.10,0.756,0.005,5.02,0.19,37795.44,1898.46,124.89,2023.36,73.32,0.62,73.95,1898.46,27.36
MF81,2,20,Mid,2_MS,4_Total,10.00,369.37,0.91,200.80,0.544,0.002,9.21,0.35,54735.94,5041.10,124.89,5165.99,190.72,0.62,191.35,5006.65,27.00
MF81,2,20,Mid,3_Soil,6_Tot OM MS,18.00,677.25,0.91,239.73,,,,,64853.39,9959.52,124.89,10084.42,277.70,0.62,278.32,9925.08,36.23
MF81,2,40,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,2,40,Mid,1_OM,1_0-5,5.00,192.42,0.00,31.93,0.166,0.000,36.33,1.24,8296.47,3014.27,0.00,3014.27,103.13,0.00,103.13,3014.27,29.23
MF81,2,40,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,2,40,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,2,40,Mid,1_OM,4_Total,5.00,192.42,0.00,31.93,0.166,0.000,36.33,1.24,8296.47,3014.27,0.00,3014.27,103.13,0.00,103.13,3014.27,29.23
MF81,2,40,Mid,1_OM,5_Total OM,5.00,192.42,0.00,31.93,0.166,0.000,36.33,1.24,8296.47,3014.27,0.00,3014.27,103.13,0.00,103.13,3014.27,29.23
MF81,2,40,Mid,2_MS,1_0-5,5.00,172.66,0.00,152.60,0.884,0.000,3.16,0.15,44191.39,1394.24,0.00,1394.24,66.73,0.00,66.73,1394.24,20.89
MF81,2,40,Mid,2_MS,2_5-10,5.00,180.95,0.00,215.44,1.191,0.000,1.96,0.09,59529.41,1168.56,0.00,1168.56,54.17,0.00,54.17,1168.56,21.57
MF81,2,40,Mid,2_MS,4_Total,10.00,353.62,0.00,368.05,1.041,0.000,2.47,0.12,103720.80,2562.80,0.00,2562.80,120.90,0.00,120.90,2571.69,21.20
MF81,2,40,Mid,3_Soil,6_Tot OM MS,15.00,546.04,0.00,399.98,,,,,112017.27,5577.07,0.00,5577.07,224.03,0.00,224.03,5585.96,24.89
MF81,2,60,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,2,60,Mid,1_OM,1_0-5,5.00,192.42,0.00,27.95,0.145,0.000,43.38,1.25,7261.39,3149.92,0.00,3149.92,91.06,0.00,91.06,3149.92,34.59
MF81,2,60,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,2,60,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,2,60,Mid,1_OM,4_Total,5.00,192.42,0.00,27.95,0.145,0.000,43.38,1.25,7261.39,3149.92,0.00,3149.92,91.06,0.00,91.06,3149.92,34.59
MF81,2,60,Mid,1_OM,5_Total OM,5.00,192.42,0.00,27.95,0.145,0.000,43.38,1.25,7261.39,3149.92,0.00,3149.92,91.06,0.00,91.06,3149.92,34.59
MF81,2,60,Mid,2_MS,1_0-5,5.00,179.41,0.00,154.68,0.862,0.000,4.74,0.24,43109.31,2045.11,0.00,2045.11,103.89,0.00,103.89,2045.11,19.68
MF81,2,60,Mid,2_MS,2_5-10,5.00,189.65,0.00,254.78,1.343,0.000,1.51,0.10,67171.06,1011.60,0.00,1011.60,64.48,0.00,64.48,1011.60,15.69
MF81,2,60,Mid,2_MS,4_Total,10.00,369.06,0.00,409.47,1.109,0.000,2.77,0.15,110280.37,3056.70,0.00,3056.70,168.38,0.00,168.38,3075.22,18.15
MF81,2,60,Mid,3_Soil,6_Tot OM MS,15.00,561.48,0.00,437.41,,,,,117541.76,6206.62,0.00,6206.62,259.44,0.00,259.44,6225.13,23.92
MF81,2,80,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,2,80,Mid,1_OM,1_0-5,5.00,192.42,0.00,11.64,0.061,0.000,42.99,1.33,3025.46,1300.76,0.00,1300.76,40.18,0.00,40.18,1300.76,32.38
MF81,2,80,Mid,1_OM,2_5-10,2.00,76.97,0.00,24.58,0.319,0.000,27.67,1.15,6386.63,1767.18,0.00,1767.18,73.19,0.00,73.19,1767.18,24.14
MF81,2,80,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,2,80,Mid,1_OM,4_Total,7.00,269.39,0.00,36.22,0.134,0.000,32.60,1.20,9412.08,3067.94,0.00,3067.94,113.37,0.00,113.37,3067.94,27.06
MF81,2,80,Mid,1_OM,5_Total OM,7.00,269.39,0.00,36.22,0.134,0.000,32.60,1.20,9412.08,3067.94,0.00,3067.94,113.37,0.00,113.37,3067.94,27.06
MF81,2,80,Mid,2_MS,1_0-5,5.00,.,.,.,0.755,0.000,5.18,0.24,37745.23,1956.15,0.00,1956.15,89.34,0.00,89.34,1956.15,21.90
MF81,2,80,Mid,2_MS,2_5-10,5.00,.,.,.,1.158,0.001,2.92,0.12,57915.29,1690.51,30.73,1721.24,70.14,0.15,70.30,1690.51,24.49
MF81,2,80,Mid,2_MS,4_Total,5.00,.,.,.,.,.,.,.,95660.52,3646.66,30.73,3677.39,159.48,0.15,159.63,,23.04
MF81,2,80,Mid,3_Soil,6_Tot OM MS,12.00,,,,,,,,105072.60,6714.61,30.73,6745.33,272.85,0.15,273.00,3067.94,24.71
MF81,2,100,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,2,100,Mid,1_OM,1_0-5,5.00,192.42,0.28,21.88,0.114,0.001,47.66,1.34,5685.54,2709.96,35.86,2745.82,76.19,0.18,76.37,2709.96,35.96
MF81,2,100,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,2,100,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,2,100,Mid,1_OM,4_Total,5.00,192.42,0.28,21.88,0.114,0.001,47.66,1.34,5685.54,2709.96,35.86,2745.82,76.19,0.18,76.37,2709.96,35.96
MF81,2,100,Mid,1_OM,5_Total OM,5.00,192.42,0.28,21.88,0.114,0.001,47.66,1.34,5685.54,2709.96,35.86,2745.82,76.19,0.18,76.37,2709.96,35.96
MF81,2,100,Mid,2_MS,1_0-5,5.00,160.89,0.00,158.18,0.983,0.000,2.78,0.15,49155.41,1367.81,0.00,1367.81,75.04,0.00,75.04,1367.81,18.23
MF81,2,100,Mid,2_MS,2_5-10,5.00,185.21,0.00,246.57,1.331,0.000,4.01,0.13,66563.27,2665.86,0.00,2665.86,87.86,0.00,87.86,2665.86,30.34
MF81,2,100,Mid,2_MS,4_Total,10.00,346.11,0.00,404.74,1.169,0.000,3.49,0.14,115718.68,4033.67,0.00,4033.67,162.90,0.00,162.90,4076.31,24.76
MF81,2,100,Mid,3_Soil,6_Tot OM MS,15.00,538.53,0.28,426.62,,,,,121404.22,6743.63,35.86,6779.49,239.09,0.18,239.27,6786.26,28.33
MF81,3,20,Mid,1_OM,0_Litter,0.50,200.00,,3.400,0.017,,50.03,1.00,85.00,42.53,0.00,42.53,0.85,0.00,0.85,42.53,50.13
MF81,3,20,Mid,1_OM,1_0-5,3.00,115.45,0.51,25.95,0.225,0.004,34.49,1.41,6743.33,2326.04,66.68,2392.72,95.01,0.33,95.35,2326.04,25.09
MF81,3,20,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,3,20,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,3,20,Mid,1_OM,4_Total,3.00,115.45,0.51,25.95,0.225,0.004,34.49,1.41,6743.33,2326.04,66.68,2392.72,95.01,0.33,95.35,2326.04,25.09
MF81,3,20,Mid,1_OM,5_Total OM,3.50,315.45,0.51,29.35,0.093,0.002,34.69,1.40,6828.33,2368.57,66.68,2435.25,95.86,0.33,96.20,2368.57,25.32
MF81,3,20,Mid,2_MS,1_0-5,5.00,.,.,.,0.249,0.000,6.88,0.28,12470.30,858.10,0.00,858.10,35.43,0.00,35.43,858.10,24.22
MF81,3,20,Mid,2_MS,2_5-10,5.00,.,.,.,1.332,0.003,3.44,0.14,66592.02,2293.43,81.42,2374.85,89.90,0.41,90.31,2293.43,26.30
MF81,3,20,Mid,2_MS,4_Total,10.00,.,.,.,.,.,.,.,79062.32,3151.53,81.42,3232.95,125.33,0.41,125.74,,25.71
MF81,3,20,Mid,3_Soil,6_Tot OM MS,13.50,,,,,,,,85890.65,5520.10,148.10,5668.20,221.19,0.74,221.94,2368.57,25.54
MF81,3,40,Mid,1_OM,0_Litter,0.50,200.00,,8.280,0.041,,49.55,1.27,207.00,102.56,0.00,102.56,2.62,0.00,2.62,102.56,39.17
MF81,3,40,Mid,1_OM,1_0-5,3.00,115.45,0.00,31.24,0.271,0.000,36.29,1.47,8116.44,2945.13,0.00,2945.13,119.07,0.00,119.07,2945.13,24.73
MF81,3,40,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,3,40,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,3,40,Mid,1_OM,4_Total,3.00,115.45,0.00,31.24,0.271,0.000,36.29,1.47,8116.44,2945.13,0.00,2945.13,119.07,0.00,119.07,2945.13,24.73
MF81,3,40,Mid,1_OM,5_Total OM,3.50,315.45,0.00,39.52,0.125,0.000,36.62,1.46,8323.44,3047.69,0.00,3047.69,121.69,0.00,121.69,3047.69,25.05
MF81,3,40,Mid,2_MS,1_0-5,5.00,.,.,.,0.249,0.000,6.88,0.28,12470.30,858.10,0.00,858.10,35.43,0.00,35.43,858.10,24.22
MF81,3,40,Mid,2_MS,2_5-10,5.00,.,.,.,1.332,0.003,3.44,0.14,66592.02,2293.43,81.42,2374.85,89.90,0.41,90.31,2293.43,26.30
MF81,3,40,Mid,2_MS,4_Total,10.00,.,.,.,.,.,.,.,79062.32,3151.53,81.42,3232.95,125.33,0.41,125.74,,25.71
MF81,3,40,Mid,3_Soil,6_Tot OM MS,13.50,,,,,,,,87385.76,6199.22,81.42,6280.64,247.02,0.41,247.43,3047.69,25.38
MF81,3,60,Mid,1_OM,0_Litter,1.00,400.00,,7.620,0.019,,49.31,1.59,190.50,93.93,0.00,93.93,3.03,0.00,3.03,93.93,31.05
MF81,3,60,Mid,1_OM,1_0-5,5.00,192.42,0.60,30.34,0.158,0.003,36.92,1.38,7883.13,2910.29,77.37,2987.67,109.10,0.39,109.49,2910.29,27.29
MF81,3,60,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,3,60,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MF81,3,60,Mid,1_OM,4_Total,5.00,192.42,0.60,30.34,0.158,0.003,36.92,1.38,7883.13,2910.29,77.37,2987.67,109.10,0.39,109.49,2910.29,27.29
