Whirlpak_A_ID,LOI,site_id,_TO_Cores_forSectionsExport::RSN_name,core_number,bag_number,HorizonSection_ID,Section_top,Section_bottom,Horizon,Secondary_Horizon,Secondary_Horizon_Orientation,organic_material,Burned,Ice_primary,Ice_secondary,Ice_thickness,MacroFossilBagID,Notes,timestamp_creation,thickness,diameter_whole,segment_width,WetMass,DryMass,Whirlpak_B_ID,RootClass,MunsellColor,SoilTexture,_TO_Cores_forSectionsExport::Date,Device::Device_name,UUID
6788,93.21484328,Tatalina River 2,TRM3,3,1,98,0,3.5,F,NA,Vertical,Woody debris,No,Onv,NA,NA,NA,"Break at 8 cm by SIPRE core
Lichen on surface",04/05/2017 13:53:01,3.5,6,3.32,30.2826,4.2181,6789,NA,NA,NA,04/22/2015,BNZ-3,D4C9C420-39BD-4C3B-A86B-F9316F5CB108
6790,90.2991933,Tatalina River 2,TRM3,3,1,NA,3.5,8.07,F,NA,Vertical,Woody debris,No,Onv,NA,NA,NA,"Break at 8 cm by SIPRE core
Lichen on surface",04/05/2017 15:18:00,4.57,7,4.57,46.7439,7.5089,6791,NA,NA,NA,04/22/2015,BNZ-3,86939731-F3F0-4819-9343-CE5529B0A812
6792,89.79243959,Tatalina River 2,TRM3,3,2,NA,8.07,11.86,F,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,"Break at 29.5 cm by SIPRE core
",04/05/2017 15:18:03,3.79,7.47,3.79,64.3807,8.1019,6793,NA,NA,NA,04/22/2015,BNZ-3,3BAEDF0C-21B0-42A5-A2E1-DED84E4C3B38
6794,94.20079739,Tatalina River 2,TRM3,3,2,NA,11.86,15.36,F,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,"Break at 29.5 cm by SIPRE core
",04/05/2017 15:36:08,3.5,7.39,3.78,69.6945,7.1658,6795,NA,NA,NA,04/22/2015,BNZ-3,5CC81548-C7FB-490F-94DA-2D7071545A0C
6796,93.63082112,Tatalina River 2,TRM3,3,2,NA,15.36,19.21,F,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,"Break at 29.5 cm by SIPRE core
",04/05/2017 15:40:38,3.85,7.12,3.49,74.2359,7.4817,6797,NA,NA,NA,04/22/2015,BNZ-3,A1642610-5C38-41BA-B2D0-6BB8D2220904
6798,92.13833752,Tatalina River 2,TRM3,3,2,NA,19.21,23.07,F,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,"Break at 29.5 cm by SIPRE core
",04/05/2017 15:45:26,3.86,7.27,3.77,83.5713,10.6879,6799,NA,NA,NA,04/22/2015,BNZ-3,919A4F5A-8F79-4B55-A0AE-3265DBCD36D6
6800,94.03860712,Tatalina River 2,TRM3,3,2,NA,23.07,26.61,F,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,"Break at 29.5 cm by SIPRE core
",04/05/2017 15:49:56,3.54,7.24,3.27,62.0006,7.027,6801,NA,NA,NA,04/22/2015,BNZ-3,0B3FAE6E-51DF-4F99-83F9-700DC7A5F362
6802,94.21487603,Tatalina River 2,TRM3,3,2,NA,26.61,29.59,F,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,"Break at 29.5 cm by SIPRE core
",04/05/2017 15:53:49,2.98,7.24,4.05,44.5833,6.145,6803,NA,NA,NA,04/22/2015,BNZ-3,B92B5410-548D-457D-B563-9B453A2ED964
6804,94.04618584,Tatalina River 2,TRM3,3,3,NA,29.59,32.84,F,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,"Break at 59.79 cm by SIPRE core
",04/06/2017 13:21:53,3.25,7.113,3.342,26.2844,7.0366,6805,NA,NA,NA,04/22/2015,BNZ-3,02A83BEB-5DE8-49E9-B592-691D3F90A9FB
6806,94.69107332,Tatalina River 2,TRM3,3,3,NA,32.84,36.129,F,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,"Break at 59.79 cm by SIPRE core
",04/06/2017 13:57:30,3.289,6.916,3.556,64.2398,10.8776,6807,NA,NA,NA,04/22/2015,BNZ-3,CF9FAF57-F903-4BD2-91C9-7168DDE97C60
6808,91.89669939,Tatalina River 2,TRM3,3,3,NA,36.129,39.212,F,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,"Break at 59.79 cm by SIPRE core
",04/06/2017 14:07:24,3.083,7.185,3.934,66.1623,10.8762,6809,NA,NA,NA,04/22/2015,BNZ-3,C82E7DA2-6577-40F9-9FEA-3D5D905E2B6B
6810,91.87709157,Tatalina River 2,TRM3,3,3,NA,39.212,42.53,F,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,"Break at 59.79 cm by SIPRE core.
",04/06/2017 14:16:56,3.318,7.239,3.36,58.5769,7.3579,6811,NA,NA,NA,04/22/2015,BNZ-3,CDF8FC54-BCBA-4347-B9DA-28BDAB4F8905
6812,92.11356467,Tatalina River 2,TRM3,3,3,NA,42.53,46,F,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,"Break at 59.79 cm by SIPRE core.
",04/07/2017 13:35:25,3.47,7.4,3.519,64.9026,5.8643,6813,NA,NA,NA,04/22/2015,BNZ-3,48643FE7-6711-4E2D-B7CD-B98D68EE6CCE
6814,89.63110668,Tatalina River 2,TRM3,3,3,NA,46,49.366,F,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,"Break at 59.79 cm by SIPRE core.
",04/07/2017 14:57:20,3.366,7.25,3.933,73.0634,9.506,6815,NA,NA,NA,04/22/2015,BNZ-3,85C5C33D-5041-41DC-8F9A-EAEFEB4D7389
6816,93.92475852,Tatalina River 2,TRM3,3,3,NA,49.366,52.732,F,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,"Break at 59.79 cm by SIPRE core.
",04/07/2017 15:07:16,3.366,7.116,2.422,71.326,7.3433,6817,NA,NA,NA,04/22/2015,BNZ-3,5F38833A-816A-42AF-88A1-CD225BE41F28
6818,93.63159585,Tatalina River 2,TRM3,3,3,NA,52.732,55.609,F,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,"Break at 59.79 cm by SIPRE core.
",04/07/2017 15:12:31,2.877,7.071,3.628,52.3662,5.9299,6819,NA,NA,NA,04/22/2015,BNZ-3,9C0E609C-7CC3-4D79-95AC-D20BE8EC93C2
6820,93.26744445,Tatalina River 2,TRM3,3,3,NA,55.609,58.556,F,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,"Break at 59.79 cm by SIPRE core.
",04/07/2017 15:27:42,2.947,6.855,3.722,51.1632,7.2446,6821,NA,NA,NA,04/22/2015,BNZ-3,AE7C3BB8-88BE-49DE-80ED-4569D9015F51
6822,92.44066401,Tatalina River 2,TRM3,3,4,NA,58.556,61.583,F,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 77.876 cm by SIPRE core.,04/10/2017 10:39:52,3.027,6.579,3.418,49.2754,8.2451,6823,NA,NA,NA,04/22/2015,BNZ-3,C847E79F-4C54-43B3-B87A-2B81F1BF76AE
6824,94.05381626,Tatalina River 2,TRM3,3,4,NA,61.583,64.715,F,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 77.876 cm by SIPRE core.,04/10/2017 11:33:47,3.132,6.626,3.771,56.4433,9.8484,6825,NA,NA,NA,04/22/2015,BNZ-3,6326EAB6-4A90-48FC-BCD4-E4F4BAE3FFFB
6826,92.16680294,Tatalina River 2,TRM3,3,4,NA,64.715,67.896,F,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 77.876 cm by SIPRE core.,04/10/2017 11:40:39,3.181,6.767,3.436,54.9033,10.2844,6827,NA,NA,NA,04/22/2015,BNZ-3,CE5ED300-1E17-427B-95CF-3A22CBF2DE58
6828,89.72471803,Tatalina River 2,TRM3,3,4,NA,67.896,70.747,F,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 77.876 cm by SIPRE core.,04/10/2017 11:48:21,2.851,7.461,3.41,54.9905,11.086,6829,NA,NA,NA,04/22/2015,BNZ-3,DF4803A3-336A-47E3-B043-EBD263E02AF8
6830,92.3482166,Tatalina River 2,TRM3,3,4,NA,70.747,72.87,F,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 77.876 cm by SIPRE core.,04/10/2017 11:54:25,2.123,6.788,3.658,41.4005,8.3745,6831,NA,NA,NA,04/22/2015,BNZ-3,E8BF3F5C-3FFB-4A8D-8639-3CF5522F8778
6832,90.91808469,Tatalina River 2,TRM3,3,4,NA,72.87,76.497,F,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 77.876 cm by SIPRE core.,04/10/2017 11:59:47,3.627,6.308,2.99,57.5764,9.1086,6833,NA,NA,NA,04/22/2015,BNZ-3,CF711B69-E8F5-4D58-914D-3679D4DE55DD
6834,94.63831519,Tatalina River 2,TRM3,3,5,NA,76.49,79.83,M,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 104.647 and 120.1 cm by SIPRE core.,04/10/2017 12:05:03,3.34,6.561,3.837,57.4542,12.5219,6835,NA,NA,NA,04/22/2015,BNZ-3,062A7749-CF90-4E9B-AA9B-7369FEB87E6E
6836,43.63249681,Tatalina River 2,TRM3,3,5,NA,79.83,83.799,M,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 104.647 and 120.1 cm by SIPRE core.,04/10/2017 15:58:38,3.969,6.927,3.66,76.2349,16.3428,6837,NA,NA,NA,04/22/2015,BNZ-3,8215FB70-CD8B-45CD-9904-F23BD0E64B5C
6838,88.0881869,Tatalina River 2,TRM3,3,5,NA,83.799,87.406,M,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 104.647 and 120.1 cm by SIPRE core.,04/10/2017 16:02:40,3.607,7.312,4.259,80.6009,12.9975,6839,NA,NA,NA,04/22/2015,BNZ-3,01FD916B-7DF1-47D9-932C-1778A9CEDDF0
6840,83.58362093,Tatalina River 2,TRM3,3,5,NA,87.406,90.824,M,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 104.647 and 120.1 cm by SIPRE core.,04/10/2017 16:07:06,3.418,7.106,3.725,68.6125,13.6258,6841,NA,NA,NA,04/22/2015,BNZ-3,BD5D16D8-4F7F-457A-AC92-2B23F1FE720E
6842,85,Tatalina River 2,TRM3,3,5,NA,90.824,94.034,M,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 104.647 and 120.1 cm by SIPRE core.,04/10/2017 16:11:45,3.21,7.119,3.719,64.5925,13.0786,6843,NA,NA,NA,04/22/2015,BNZ-3,815F20BB-C2E8-44E2-B3E8-7ABC53157180
6844,84.49326195,Tatalina River 2,TRM3,3,5,NA,94.034,97.614,M,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 104.647 and 120.1 cm by SIPRE core.,04/10/2017 16:16:06,3.58,7.106,3.82,71.346,12.2893,6845,NA,NA,NA,04/22/2015,BNZ-3,8AC62262-C4E2-4E25-99E7-9F82D0EE7A37
6846,73.6132661,Tatalina River 2,TRM3,3,5,NA,97.614,100.832,M,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 104.647 and 120.1 cm by SIPRE core.,04/10/2017 16:19:50,3.218,6.748,3.948,66.9977,11.0821,6847,NA,NA,NA,04/22/2015,BNZ-3,E9050808-2674-4C21-BA41-7A43B5B97513
6848,84.76941748,Tatalina River 2,TRM3,3,5,NA,100.832,104.511,M,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 104.647 and 120.1 cm by SIPRE core.,04/10/2017 16:23:10,3.679,6.779,3.63,57.0609,8.6842,6849,NA,NA,NA,04/22/2015,BNZ-3,3F0185C5-19E6-4749-A84C-33A2DD0DCF70
6850,85.76118491,Tatalina River 2,TRM3,3,5,NA,104.511,108.218,M,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 104.647 and 120.1 cm by SIPRE core.,04/10/2017 16:26:46,3.707,6.937,3.733,68.7288,10.4845,6851,NA,NA,NA,04/22/2015,BNZ-3,7D41A7D5-0961-4DD8-AFF4-A12CE3C4CADC
6852,84.29076036,Tatalina River 2,TRM3,3,5,NA,108.218,111.464,M,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 104.647 and 120.1 cm by SIPRE core.,04/10/2017 16:31:52,3.246,7.016,4.032,68.5931,8.4937,6853,NA,NA,NA,04/22/2015,BNZ-3,957513D1-058E-4777-B5D0-046C44978EFF
6854,84.63704155,Tatalina River 2,TRM3,3,5,NA,111.464,114.965,M,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 104.647 and 120.1 cm by SIPRE core.,04/10/2017 16:34:31,3.501,6.983,3.943,74.4202,10.8627,6855,NA,NA,NA,04/22/2015,BNZ-3,1C8F743A-C766-407E-8093-779FC381F911
6856,81.18522706,Tatalina River 2,TRM3,3,5,NA,114.965,118.428,M,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 104.647 and 120.1 cm by SIPRE core.,04/10/2017 16:39:05,3.463,7.144,4.01,66.6592,11.2506,6857,NA,NA,NA,04/22/2015,BNZ-3,44328FEC-3BBB-4821-9966-7CD00AD87FA6
6858,87.46724073,Tatalina River 2,TRM3,3,6,NA,118.428,121.762,M,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 132.238 cm by SIPRE core. Bag 6 not sure top and bottom.u,04/10/2017 16:41:26,3.334,7.191,3.653,70.1504,15.1673,6859,NA,NA,NA,04/22/2015,BNZ-3,4DA0AA91-FE64-4674-8960-495DFCD2D0EC
6860,84.55529335,Tatalina River 2,TRM3,3,6,NA,121.762,124.569,M,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 132.238 cm by SIPRE core. Bag 6 not sure top and bottom.,04/11/2017 11:31:58,2.807,6.915,3.583,50.2769,11.0954,6861,NA,NA,NA,04/22/2015,BNZ-3,BDA7B9E8-F0A4-4941-89B8-BBA8CE42981F
6862,78.60435634,Tatalina River 2,TRM3,3,6,NA,124.569,128.364,M,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 132.238 cm by SIPRE core. Bag 6 not sure top and bottom.iii,04/11/2017 11:35:50,3.795,6.495,3.304,47.8913,11.5906,6863,NA,NA,NA,04/22/2015,BNZ-3,C4E3A918-B12A-4977-9A92-EA1EA5E79E5E
6864,87.62784232,Tatalina River 2,TRM3,3,6,NA,128.364,130.955,M,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 132.238 cm by SIPRE core. Bag 6 not sure top and bottom.,04/11/2017 11:39:00,2.591,6.561,3.659,38.4514,7.2074,6865,NA,NA,NA,04/22/2015,BNZ-3,DFDCD2A7-7D53-4BB0-9F77-931058052D3F
6866,51.54536972,Tatalina River 2,TRM3,3,7,NA,130.955,134.442,M,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 147.765 cm by SIPRE core. Bag 6 not sure top and bottom.,04/11/2017 11:42:28,3.487,7.04,3.572,751533,21.0356,6867,NA,NA,NA,04/22/2015,BNZ-3,8B624F56-0DE0-421B-B706-ECCF49725D88
6868,18.3877825,Tatalina River 2,TRM3,3,7,NA,134.442,138.055,M,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 147.765 cm by SIPRE core. Bag 6 not sure top and bottom.,04/12/2017 11:38:09,3.613,7.094,3.683,92.098,41.235,6869,NA,NA,NA,04/22/2015,BNZ-3,B7301D4E-AEB7-418A-AEBD-ED2C5C1D9DFC
6870,5.815076123,Tatalina River 2,TRM3,3,7,NA,138.055,142.15,M,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 147.765 cm by SIPRE core. Bag 6 not sure top and bottom.,04/12/2017 11:42:06,4.095,7.307,3.675,123.5365,76.4218,6871,NA,NA,NA,04/22/2015,BNZ-3,D575BFC7-A457-499A-B83B-8D813126EC0F
6872,4.9923409,Tatalina River 2,TRM3,3,7,NA,142.15,145.45,M,NA,Vertical,Sphagnum,No,Onv,NA,NA,NA,Break at 147.765 cm by SIPRE core. Bag 6 not sure top and bottom.,04/12/2017 11:45:58,3.3,6.834,3.159,83.7886,55.4029,6873,NA,NA,NA,04/22/2015,BNZ-3,F173B573-DF5B-4F83-BFD6-CB25A713418B
6874,11.79306508,Tatalina River 2,TRM3,3,8,NA,145.45,149.003,A,NA,Vertical,Sphagnum,No,Pnv,NA,NA,NA,Break at 163.86 cm by SIPRE core.,04/12/2017 11:47:55,3.553,7.273,4.455,142.1982,100.4177,6875,NA,NA,NA,04/22/2015,BNZ-3,8A5DF6A2-944E-4743-98CE-500FAEFF8E6E
6876,10.23899371,Tatalina River 2,TRM3,3,8,NA,149.003,151.979,A,NA,Vertical,Sphagnum,No,Pnv,NA,NA,NA,Break at 163.86 cm by SIPRE core.,04/17/2017 12:10:48,2.976,7.33,3.842,101.6927,73.9689,6877,NA,NA,NA,04/22/2015,BNZ-3,0DAC3C13-168E-42F2-BB53-94A7141931AE
6878,7.905843191,Tatalina River 2,TRM3,3,8,NA,151.979,155.587,A,NA,Vertical,Sphagnum,No,Pnv,Lwm,NA,NA,Break at 163.86 cm by SIPRE core.,04/17/2017 12:15:05,3.608,7.242,3.668,131.7026,98.9776,6879,NA,NA,NA,04/22/2015,BNZ-3,9CE9AFC1-553E-4DB7-912A-F3DA52F9B87F
6880,9.129967777,Tatalina River 2,TRM3,3,8,NA,155.587,158.601,A,NA,Vertical,Sphagnum,No,Lwm,NA,NA,NA,Break at 163.86 cm by SIPRE core.,04/17/2017 12:20:35,3.014,7.415,3.944,98.9586,65.7403,6881,NA,NA,NA,04/22/2015,BNZ-3,E3DE3929-EFAF-431F-A1BD-98C335108C80
6882,6.585056986,Tatalina River 2,TRM3,3,8,NA,158.601,161.14,A,NA,Vertical,Sphagnum,No,Lwm,NA,NA,NA,Break at 163.86 cm by SIPRE core.,04/17/2017 12:24:26,2.539,7.189,3.654,77.5239,51.2096,6883,NA,NA,NA,04/22/2015,BNZ-3,B96D72EF-50C2-4533-B231-364FAF12105E
6884,88.70752195,Tatalina River 1,TRM2,4,1,97,0,3.481,M,NA,Horizontal,NA,NA,Onv,NA,NA,NA,Break at 30.81 cm by SIPRE core. Bag 1 lab remark top and bottom.,09/29/2016 15:31:43,3.481,7.393,3.54,67.0026,11.3694,6885,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),7ADCF420-3C49-9E40-BD12-D6B78DC9E33D
6886,84.09573156,Tatalina River 1,TRM2,4,1,NA,3.481,7.145,M,NA,Horizontal,NA,NA,Onv,NA,NA,NA,Break at 30.81 cm by SIPRE core. Bag 1 lab remark top and bottom.,04/19/2017 13:46:22,3.664,7.582,3.853,80.3057,18.4774,6887,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),5F878F31-6812-4ECB-B5C5-9FA9B450EE65
6888,86.6705387,Tatalina River 1,TRM2,4,1,NA,7.145,11.105,M,NA,Horizontal,NA,NA,Onv,NA,NA,NA,Break at 30.81 cm by SIPRE core. Bag 1 lab remark top and bottom.,04/19/2017 13:53:45,3.96,7.45,3.638,79.4649,18.6486,6889,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),DE3BA3EF-A787-471B-AF61-6F82845E6CEB
6890,81.12607557,Tatalina River 1,TRM2,4,1,NA,11.105,15.313,M,NA,Horizontal,NA,NA,Onv,NA,NA,NA,Break at 30.81 cm by SIPRE core. Bag 1 lab remark top and bottom.,04/19/2017 13:57:56,4.208,7.529,3.627,82.5482,17.9725,6891,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),0E45C81F-BA7A-4651-9F37-5CF012482057
6892,83.37555566,Tatalina River 1,TRM2,4,1,NA,15.313,18.906,M,NA,Horizontal,NA,NA,Onv,NA,NA,NA,Break at 30.81 cm by SIPRE core. Bag 1 lab remark top and bottom.,04/19/2017 14:18:29,3.593,7.464,3.71,72.0269,15.4705,6893,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),3C0E098C-1E1D-48A4-B0EC-F3ADEEF7E439
6894,85.46730572,Tatalina River 1,TRM2,4,1,NA,18.906,22.765,M,NA,Horizontal,NA,NA,Onv,NA,NA,NA,Break at 30.81 cm by SIPRE core. Bag 1 lab remark top and bottom.,04/19/2017 14:23:39,3.859,7.452,3.557,78.0477,14.526,6895,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),A60B1C43-0AFC-4DFA-A11D-376EB1248CA8
6896,86.83340056,Tatalina River 1,TRM2,4,1,NA,22.765,26.185,M,NA,Horizontal,NA,NA,Onv,NA,NA,NA,Break at 30.81 cm by SIPRE core. Bag 1 lab remark top and bottom.,04/19/2017 14:29:32,3.42,7.243,3.771,76.285,13.149,6897,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),80EB012E-EE6E-4154-B847-EDEF80CA529F
6898,87.85583942,Tatalina River 1,TRM2,4,1,NA,26.185,29.918,M,NA,Horizontal,NA,NA,Onv,NA,NA,NA,Break at 30.81 cm by SIPRE core. Bag 1 lab remark top and bottom.,04/19/2017 14:34:26,3.733,7.381,3.938,79.2461,12.813,6899,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),43295945-6D57-4174-A6F5-083CD53A96F2
6900,84.55470012,Tatalina River 1,TRM2,4,2,NA,29.918,33.49,M,NA,Horizontal,NA,NA,Onv,NA,NA,NA,Break at 44.518 cm by SIPRE core. Bag 2 lab remark top and bottom.,04/19/2017 14:39:41,3.572,7.267,3.744,64.1819,9.0923,6901,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),EC8891E8-4A7A-4133-90A1-0095E0B001AC
6902,87.76714838,Tatalina River 1,TRM2,4,2,NA,33.49,36.792,M,NA,Horizontal,NA,NA,Onv,NA,NA,NA,Break at 44.518 cm by SIPRE core. Bag 2 lab remark top and bottom.,04/21/2017 11:03:12,3.302,7.492,3.856,69.611,10.4188,6903,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),3B762C28-1D55-41F8-9BC2-5A90BC742289
6904,88.1067436,Tatalina River 1,TRM2,4,2,NA,36.792,40.49,M,NA,Horizontal,NA,NA,Onv,NA,NA,NA,Break at 44.518 cm by SIPRE core. Bag 2 lab remark top and bottom.,04/21/2017 11:09:40,3.698,7.418,3.917,75.9357,11.1607,6905,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),37F05C03-EE09-4AB9-A457-86F56C8E09E1
6906,84.96431596,Tatalina River 1,TRM2,4,2,NA,40.49,42.375,M,NA,Horizontal,NA,NA,Onv,NA,NA,NA,Break at 44.518 cm by SIPRE core. Bag 2 lab remark top and bottom.,04/21/2017 11:15:53,1.885,7.085,3.751,41.4261,5.3095,6907,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),8B5746D7-D40A-4D35-AB30-F2F5A6C68583
6908,88.48996832,Tatalina River 1,TRM2,4,3,NA,42.375,46.203,M,NA,Horizontal,NA,NA,Onv,NA,NA,NA,Break at 64.685 cm by SIPRE core. Bag 3 lab remark top and bottom.,04/21/2017 11:20:45,3.828,7.543,3.674,79.1751,12.8958,6909,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),2D635817-F027-4747-91B4-1F9AC58062E6
6910,86.39181202,Tatalina River 1,TRM2,4,3,NA,46.203,49.624,M,NA,Horizontal,NA,NA,Onv,NA,NA,NA,Break at 64.685 cm by SIPRE core. Bag 3 lab remark top and bottom.,04/21/2017 12:06:18,3.421,7.465,3.861,74.5826,13.2693,6911,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),57E4DB25-5463-4F01-BA7E-DA024C7F1D92
6912,86.49710301,Tatalina River 1,TRM2,4,3,NA,49.624,52.765,M,NA,Horizontal,NA,NA,Onv,NA,NA,NA,Break at 64.685 cm by SIPRE core. Bag 3 lab remark top and bottom.,04/21/2017 12:15:43,3.141,7.431,3.719,65.4676,7.8496,6913,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),737A9B08-F2DC-42BC-BB76-DDBF6F646A29
6914,86.68478261,Tatalina River 1,TRM2,4,3,NA,52.765,57.61,M,NA,Horizontal,NA,NA,Onv,NA,NA,NA,Break at 64.685 cm by SIPRE core. Bag 3 lab remark top and bottom.ii,04/21/2017 12:20:53,4.845,7.592,4.003,96.2913,15.7348,6915,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),B2CC6011-8298-4F67-A0C9-55190C4638E1
6916,83.99834974,Tatalina River 1,TRM2,4,3,NA,57.61,61.839,M,NA,Horizontal,NA,NA,Onv,NA,NA,NA,Break at 64.685 cm by SIPRE core. Bag 3 lab remark top and bottom.,04/21/2017 12:28:40,4.229,7.56,4.071,91.2175,19.3011,6917,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),F92905A6-F3CC-47FD-B856-C2F5D8F65F5C
6918,84.95613097,Tatalina River 1,TRM2,4,4,NA,61.839,65.83,M,NA,Horizontal,NA,NA,Onv,NA,NA,NA,Break at 91.249 cm by SIPRE core. Bag 4 lab remark top and bottom.,04/21/2017 12:37:01,3.991,6.862,3.477,59.384,8.3193,6919,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),F359D03B-1124-4951-8526-ABDA7DE263EB
6920,23.9459408,Tatalina River 1,TRM2,4,4,NA,65.83,69.404,A,NA,Horizontal,NA,NA,Lwm,NA,NA,NA,Break at 91.249 cm by SIPRE core. Bag 4 lab remark top and bottom.,04/24/2017 12:15:16,3.574,7.24,3.545,88.4177,44.7958,6921,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),D8409F9E-5687-47AF-A91A-CD916F4E2542
6922,8.799111319,Tatalina River 1,TRM2,4,4,NA,69.404,73.83,M,NA,Horizontal,NA,NA,Lwm,NA,NA,NA,Break at 91.249 cm by SIPRE core. Bag 4 lab remark top and bottom.,04/24/2017 12:20:57,4.426,7.49,3.585,131.7439,88.854,6923,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),08A30ECC-5AFA-4BEB-BD1E-1A387D2B2368
6924,6.193657176,Tatalina River 1,TRM2,4,4,NA,73.83,77.858,I,NA,Horizontal,NA,NA,NA,NA,NA,NA,Break at 91.249 cm by SIPRE core. Bag 4 lab remark top and bottom.,04/24/2017 12:30:12,4.028,6.922,3.648,86.505,27.0054,6925,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),0520A5C8-33B2-4C56-AA37-CB1F7CECB030
6926,6.291495416,Tatalina River 1,TRM2,4,4,NA,77.858,81.627,I,NA,Horizontal,NA,NA,NA,NA,NA,NA,Break at 91.249 cm by SIPRE core. Bag 4 lab remark top and bottom.,04/24/2017 12:39:44,3.769,6.956,3.367,57.3713,4.7264,6927,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),B6DD8FEE-9698-4458-9465-552FA4A71B0E
6928,6.834669721,Tatalina River 1,TRM2,4,4,NA,81.627,85.863,I,NA,Horizontal,NA,NA,NA,NA,NA,NA,Break at 91.249 cm by SIPRE core. Bag 4 lab remark top and bottom.,04/24/2017 12:49:48,4.236,6.936,3.387,77.9333,17.7376,6929,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),A7D7C060-A664-4E16-ACF5-6BC04A3D5B62
6930,8.711017422,Tatalina River 1,TRM2,4,4,NA,85.863,90.062,I,A,Horizontal,NA,NA,NA,NA,NA,NA,Break at 91.249 cm by SIPRE core. Bag 4 lab remark top and bottom.,04/24/2017 12:56:55,4.199,7.359,3.509,106.5426,44.9488,6931,NA,NA,NA,04/22/2015,KONESS (Shalane's Desktop),CFB16FFE-79C9-45AD-852C-06145353AB06
