site,cover_code,LTER_code,USDA_code,genus,species,subspecies_var,year
GRI6,4,SALBEB,SABE2,Salix,bebbiana,,2011
GRI6,2,VACULI,VAUL,Vaccinium,uliginosum,,2011
GRI6,2,VACVIT,VAVI,Vaccinium,vitis-idaea,,2011
GRI7,7,BETNEO,BENE4,Betula,neoalaskana,,2011
GRI7,2,BRACHSP,BRACH10,Brachythecium,,,2011
GRI7,2,CALAMSP,CALAM,Calamagrostis,,,2011
GRI7,2,CHAANG,CHANA2,Chamerion,angustifolium,ssp. angustifolium,2011
GRI7,2,CLADISP,CLADI3,Cladina,,,2011
GRI7,2,CLADOSP,CLADO3,Cladonia,,,2011
GRI7,2,CLAGRA,CLGR13,Cladonia,gracilis,,2011
GRI7,2,DICRANUMSP,DICRA8,Dicranum,,,2011
GRI7,1,EMPNIG,EMNI,Empetrum,nigrum,,2011
GRI7,2,EQUPRA,EQPR,Equisetum,pratense,,2011
GRI7,2,GEOLIV,GELI2,Geocaulon,lividum,,2011
GRI7,6,HYLSPL,HYSP70,Hylocomium,splendens,,2011
GRI7,2,HYPNUSP,HYPNU2,Hypnum,,,2011
GRI7,2,LEDGRO,LEGR,Ledum,groenlandicum,,2011
GRI7,2,PELAPH,PEAP60,Peltigera,aphthosa,,2011
GRI7,2,PELRUF,PERU60,Peltigera,rufescens,,2011
GRI7,5,PICGLA,PIGL,Picea,glauca,,2011
GRI7,4,PICMAR,PIMA,Picea,mariana,,2011
GRI7,2,PLESCH,PLSC70,Pleurozium,schreberi,,2011
GRI7,8,POPTRE,POTR5,Populus,tremuloides,,2011
GRI7,1,PTICIL,PTCI,Ptilidium,ciliare,,2011
GRI7,1,PYROLSP,PYROL,Pyrola,,,2011
GRI7,3,ROSACI,ROAC,Rosa,acicularis,,2011
GRI7,2,SALBEB,SABE2,Salix,bebbiana,,2011
GRI7,1,VACULI,VAUL,Vaccinium,uliginosum,,2011
GRI7,6,VACVIT,VAVI,Vaccinium,vitis-idaea,,2011
GRM1,3,ARCRUB,ARRU,Arctostaphylos,rubra,,2001
GRM1,3,CALCAN,CACA4,Calamagrostis,canadensis,,2001
GRM1,2,CAREXSP,CAREX,Carex,,,2001
GRM1,2,CETISL,CEIS60,Cetraria,islandica,,2001
GRM1,6,CLAARB,CLAR60,Cladina,arbuscula,,2001
GRM1,2,CLACOR,CLCO19,Cladonia,cornuta,,2001
GRM1,2,CLACRI,CLCR5,Cladonia,crispata,,2001
GRM1,4,CLAGRA,CLGR13,Cladonia,gracilis,,2001
GRM1,2,CLASTE,CLST60,Cladina,stellaris,,2001
GRM1,5,CLASTY,CLST5,Cladina,stygia,,2001
GRM1,2,CORCAN,COCA13,Cornus,Canadensis,,2001
GRM1,2,DASFRU,DAFRF,Dasiphora,fruticosa,ssp. floribunda,2001
GRM1,2,DICELO,DIEL70,Dicranum,elongatum,,2001
GRM1,2,DICUND,DIUN8,Dicranum,undulatum,,2001
GRM1,5,EMPNIG,EMNI,Empetrum,nigrum,,2001
GRM1,2,EQUARV,EQAR,Equisetum,arvense,,2001
GRM1,2,EQUPRA,EQPR,Equisetum,pratense,,2001
GRM1,2,EQUSCI,EQSC,Equisetum,scirpoides,,2001
GRM1,2,FLACUC,FLCU,Flavocetraria,cucullata,,2001
GRM1,4,GEOLIV,GELI2,Geocaulon,lividum,,2001
GRM1,8,HYLSPL,HYSP70,Hylocomium,splendens,,2001
GRM1,6,LEDGRO,LEGR,Ledum,groenlandicum,,2001
GRM1,2,MERPAN,MEPA,Mertensia,paniculata,,2001
GRM1,1,MONOUNI,MOUN3,Monotropa,uniflora,,2001
GRM1,2,NEPARC,NEAR60,Nephroma,arcticum,,2001
GRM1,2,ORTSEC,ORSE,Orthilia,secunda,,2001
GRM1,2,PELAPH,PEAP60,Peltigera,aphthosa,,2001
GRM1,2,PELMAL,PEMA60,Peltigera,malacea,,2001
GRM1,2,PELTISP,PELTI2,Peltigera,,,2001
GRM1,3,PETFRI,PEFR5,Petasites,frigidus,,2001
GRM1,2,PICGLA,PIGL,Picea,glauca,,2001
GRM1,8,PICMAR,PIMA,Picea,mariana,,2001
GRM1,3,PLESCH,PLSC70,Pleurozium,schreberi,,2001
GRM1,2,POLCOM,POCO38,Polytrichum,commune,,2001
GRM1,2,ROSACI,ROAC,Rosa,acicularis,,2001
GRM1,5,RUBCHA,RUCH,Rubus,chamaemorus,,2001
GRM1,2,SALMYR,SAMY,Salix,myrtillifolia,,2001
GRM1,2,SPHCAP,SPCA70,Sphagnum,capillifolium,,2001
GRM1,2,SPHFUS,SPFU70,Sphagnum,fuscum,,2001
GRM1,2,SPHWAR,SPWA70,Sphagnum,warnstorfii,,2001
GRM1,2,TOMNIT,TONI70,Tomentypnum,nitens,,2001
GRM1,2,VACOXY,VAOX,Vaccinium,oxycoccos ,,2001
GRM1,2,VACULI,VAUL,Vaccinium,uliginosum,,2001
GRM1,2,VACVIT,VAVI,Vaccinium,vitis-idaea,,2001
GRM2,2,ARCRUB,ARRU,Arctostaphylos,rubra,,2011
GRM2,2,BETNEO,BENE4,Betula,neoalaskana,,2011
GRM2,2,CHAANG,CHANA2,Chamerion,angustifolium,ssp. angustifolium,2011
GRM2,2,CLAGRA,CLGR13,Cladonia,gracilis,,2011
GRM2,2,CORCAN,COCA13,Cornus,Canadensis,,2011
GRM2,2,DICRANUMSP,DICRA8,Dicranum,,,2011
GRM2,3,EMPNIG,EMNI,Empetrum,nigrum,,2011
GRM2,2,GOOREP,GORE2,Goodyera,repens,,2011
GRM2,8,HYLSPL,HYSP70,Hylocomium,splendens,,2011
GRM2,2,HYPNUSP,HYPNU2,Hypnum,,,2011
GRM2,5,LEDGRO,LEGR,Ledum,groenlandicum,,2011
GRM2,2,LYCANN,LYAN2,Lycopodium,annotinum,,2011
GRM2,3,PELAPH,PEAP60,Peltigera,aphthosa,,2011
GRM2,2,PELMAL,PEMA60,Peltigera,malacea,,2011
GRM2,2,PELRUF,PERU60,Peltigera,rufescens,,2011
GRM2,5,PICGLA,PIGL,Picea,glauca,,2011
GRM2,7,PICMAR,PIMA,Picea,mariana,,2011
GRM2,2,PLESCH,PLSC70,Pleurozium,schreberi,,2011
GRM2,2,RHYRUG,RHRU70,Rhytidium,rugosum,,2011
GRM2,2,ROSACI,ROAC,Rosa,acicularis,,2011
GRM2,3,SALBEB,SABE2,Salix,bebbiana,,2011
GRM2,2,VACULI,VAUL,Vaccinium,uliginosum,,2011
GRM2,3,VACVIT,VAVI,Vaccinium,vitis-idaea,,2011
GRM3,2,ALNINC,ALINT,Alnus,incana,ssp. tenuifolia,2001
GRM3,2,ARCRUB,ARRU,Arctostaphylos,rubra,,2001
GRM3,2,AULPAL,AUPA70,Aulacomnium,palustre,,2001
GRM3,2,AULTUR,AUTU70,Aulacomnium,turgidum,,2001
GRM3,2,CALCAN,CACA4,Calamagrostis,canadensis,,2001
GRM3,2,CARBIG,CABI5,Carex,bigelowii,,2001
GRM3,2,CARVAG,CAVA2,Carex,vaginata,,2001
GRM3,3,CLAARB,CLAR60,Cladina,arbuscula,,2001
GRM3,2,CLAGRA,CLGR13,Cladonia,gracilis,,2001
GRM3,2,CLAPHY,CLPH60,Cladonia,phyllophora,,2001
GRM3,2,CLAPYX,CLPY60,Cladonia,pyxidata,,2001
GRM3,2,DASFRU,DAFRF,Dasiphora,fruticosa,ssp. floribunda,2001
GRM3,5,EMPNIG,EMNI,Empetrum,nigrum,,2001
GRM3,3,EQUSYL,EQSY,Equisetum,sylvaticum,,2001
GRM3,9,ERIVAG,ERVA4,Eriophorum,vaginatum,,2001
GRM3,2,GEOLIV,GELI2,Geocaulon,lividum,,2001
GRM3,8,HYLSPL,HYSP70,Hylocomium,splendens,,2001
GRM3,4,LEDGRO,LEGR,Ledum,groenlandicum,,2001
GRM3,2,LEDPAL,LEPAD,Ledum,palustre,ssp. decumbens,2001
GRM3,2,LUPARC,LUAR2,Lupinus,arcticus,,2001
GRM3,2,PEDLAB,PELA,Pedicularis,labradorica,,2001
GRM3,2,PELNEO,PENE12,Peltigera,neopolydactyla,,2001
GRM3,4,PELTISP,PELTI2,Peltigera,,,2001
GRM3,7,PICMAR,PIMA,Picea,mariana,,2001
GRM3,2,RHYRUG,RHRU70,Rhytidium,rugosum,,2001
GRM3,2,ROSACI,ROAC,Rosa,acicularis,,2001
GRM3,2,RUBCHA,RUCH,Rubus,chamaemorus,,2001
GRM3,2,SALALA,SAAL,Salix,alaxensis,,2001
GRM3,2,SALFUS,SAFU,Salix,fuscescens,,2001
GRM3,2,SAUANG,SAAN3,Saussurea,angustifolia,,2001
GRM3,6,SPHWAR,SPWA70,Sphagnum,warnstorfii,,2001
GRM3,2,TOMNIT,TONI70,Tomentypnum,nitens,,2001
GRM3,2,VACOXY,VAOX,Vaccinium,oxycoccos ,,2001
GRM3,2,VACULI,VAUL,Vaccinium,uliginosum,,2001
GRM3,2,VACVIT,VAVI,Vaccinium,vitis-idaea,,2001
GRM4,2,ARCRUB,ARRU,Arctostaphylos,rubra,,2001
GRM4,3,AULTUR,AUTU70,Aulacomnium,turgidum,,2001
GRM4,2,CALCAN,CACA4,Calamagrostis,canadensis,,2001
GRM4,2,CAREXSP,CAREX,Carex,,,2001
GRM4,4,CLAARB,CLAR60,Cladina,arbuscula,,2001
GRM4,1,CLACOR,CLCO19,Cladonia,cornuta,,2001
GRM4,3,CLAGRA,CLGR13,Cladonia,gracilis,,2001
GRM4,2,CLAPHY,CLPH60,Cladonia,phyllophora,,2001
GRM4,1,CLAPYX,CLPY60,Cladonia,pyxidata,,2001
GRM4,2,CLARAN,CLRA60,Cladina,rangiferina,,2001
GRM4,2,EMPNIG,EMNI,Empetrum,nigrum,,2001
GRM4,2,EQUARV,EQAR,Equisetum,arvense,,2001
GRM4,9,EQUSYL,EQSY,Equisetum,sylvaticum,,2001
GRM4,2,ERIVAG,ERVA4,Eriophorum,vaginatum,,2001
GRM4,2,GEOLIV,GELI2,Geocaulon,lividum,,2001
GRM4,2,GOOREP,GORE2,Goodyera,repens,,2001
GRM4,6,HYLSPL,HYSP70,Hylocomium,splendens,,2001
GRM4,5,LEDGRO,LEGR,Ledum,groenlandicum,,2001
GRM4,1,MERPAN,MEPA,Mertensia,paniculata,,2001
GRM4,2,ORTSEC,ORSE,Orthilia,secunda,,2001
GRM4,4,PELAPH,PEAP60,Peltigera,aphthosa,,2001
GRM4,2,PELRUF,PERU60,Peltigera,rufescens,,2001
GRM4,2,PETFRI,PEFR5,Petasites,frigidus,,2001
GRM4,9,PICMAR,PIMA,Picea,mariana,,2001
GRM4,3,PLESCH,PLSC70,Pleurozium,schreberi,,2001
GRM4,7,RHYRUG,RHRU70,Rhytidium,rugosum,,2001
GRM4,2,ROSACI,ROAC,Rosa,acicularis,,2001
GRM4,3,RUBCHA,RUCH,Rubus,chamaemorus,,2001
GRM4,1,SALBAR,SABA3,Salix,barclayi,,2001
GRM4,2,SALGLA,SAGL,Salix,glauca,,2001
GRM4,2,SAUANG,SAAN3,Saussurea,angustifolia,,2001
GRM4,1,SPHGIR,SPGI70,Sphagnum,girgensohnii,,2001
GRM4,2,TOMNIT,TONI70,Tomentypnum,nitens,,2001
GRM4,3,VACULI,VAUL,Vaccinium,uliginosum,,2001
GRM4,5,VACVIT,VAVI,Vaccinium,vitis-idaea,,2001
GSI1,2,ARCRUB,ARRU,Arctostaphylos,rubra,,2012
GSI1,9,AULPAL,AUPA70,Aulacomnium,palustre,,2012
GSI1,2,CALCAN,CACA4,Calamagrostis,canadensis,,2012
GSI1,1,CHAANG,CHANA2,Chamerion,angustifolium,ssp. angustifolium,2012
GSI1,2,CLADISP,CLADI3,Cladina,,,2012
GSI1,2,CLADOSP,CLADO3,Cladonia,,,2012
GSI1,2,EQUPRA,EQPR,Equisetum,pratense,,2012
GSI1,3,HYLSPL,HYSP70,Hylocomium,splendens,,2012
GSI1,3,LEDGRO,LEGR,Ledum,groenlandicum,,2012
GSI1,1,MERPAN,MEPA,Mertensia,paniculata,,2012
GSI1,2,PELTISP,PELTI2,Peltigera,,,2012
GSI1,2,PICGLA,PIGL,Picea,glauca,,2012
GSI1,8,PICMAR,PIMA,Picea,mariana,,2012
GSI1,2,ROSACI,ROAC,Rosa,acicularis,,2012
GSI1,1,RUBCHA,RUCH,Rubus,chamaemorus,,2012
GSI1,3,SALARB,SAAR3,Salix,arbusculoides,,2012
GSI1,3,SALBEB,SABE2,Salix,bebbiana,,2012
GSI1,3,SALPUL,SAPU15,Salix,pulchra,,2012
GSI1,1,SAUANG,SAAN3,Saussurea,angustifolia,,2012
GSI1,2,TOMNIT,TONI70,Tomentypnum,nitens,,2012
GSI1,2,VACULI,VAUL,Vaccinium,uliginosum,,2012
GSI1,1,VACVIT,VAVI,Vaccinium,vitis-idaea,,2012
GSI2,3,AULPAL,AUPA70,Aulacomnium,palustre,,2012
GSI2,1,BETNEO,BENE4,Betula,neoalaskana,,2012
GSI2,2,CALCAN,CACA4,Calamagrostis,canadensis,,2012
GSI2,1,CHACAL,CHCA2,Chamaedaphne,calyculata,,2012
GSI2,2,CLADISP,CLADI3,Cladina,,,2012
GSI2,5,ERIVAG,ERVA4,Eriophorum,vaginatum,,2012
GSI2,3,LEDPAL,LEPAD,Ledum,palustre,ssp. decumbens,2012
GSI2,2,PEDICSP,PEDIC,Pedicularis,,,2012
GSI2,2,PETFRI,PEFR5,Petasites,frigidus,,2012
GSI2,5,PICMAR,PIMA,Picea,mariana,,2012
GSI2,3,PLESCH,PLSC70,Pleurozium,schreberi,,2012
GSI2,2,RUBCHA,RUCH,Rubus,chamaemorus,,2012
GSI2,1,RUMEXSP,RUMEX,Rumex,,,2012
GSI2,1,SALFUS,SAFU,Salix,fuscescens,,2012
GSI2,5,SALPUL,SAPU15,Salix,pulchra,,2012
GSI2,3,SOLIDSP,SOLID,Solidago,,,2012
GSI2,3,VACULI,VAUL,Vaccinium,uliginosum,,2012
GSI2,3,VACVIT,VAVI,Vaccinium,vitis-idaea,,2012
GSI3,1,ARCRUB,ARRU,Arctostaphylos,rubra,,2012
GSI3,2,AULPAL,AUPA70,Aulacomnium,palustre,,2012
GSI3,5,BETNEO,BENE4,Betula,neoalaskana,,2012
GSI3,1,CHAANG,CHANA2,Chamerion,angustifolium,ssp. angustifolium,2012
GSI3,1,CLADISP,CLADI3,Cladina,,,2012
GSI3,2,CLADOSP,CLADO3,Cladonia,,,2012
GSI3,1,CORCAN,COCA13,Cornus,Canadensis,,2012
GSI3,5,EQUPRA,EQPR,Equisetum,pratense,,2012
GSI3,3,EURPUL,EUPU15,Eurhynchium,pulchellum,,2012
GSI3,7,HYLSPL,HYSP70,Hylocomium,splendens,,2012
GSI3,2,LEDGRO,LEGR,Ledum,groenlandicum,,2012
GSI3,3,PELTISP,PELTI2,Peltigera,,,2012
GSI3,3,PICGLA,PIGL,Picea,glauca,,2012
GSI3,5,PICMAR,PIMA,Picea,mariana,,2012
GSI3,1,PLESCH,PLSC70,Pleurozium,schreberi,,2012
GSI3,2,POLYTSP,POLYT5,Polytrichum,,,2012
GSI3,1,ROSACI,ROAC,Rosa,acicularis,,2012
GSI3,1,SALARB,SAAR3,Salix,arbusculoides,,2012
GSI3,3,SALBEB,SABE2,Salix,bebbiana,,2012
GSI3,2,VACULI,VAUL,Vaccinium,uliginosum,,2012
GSI3,1,VACVIT,VAVI,Vaccinium,vitis-idaea,,2012
GSM1,2,AULPAL,AUPA70,Aulacomnium,palustre,,2001
GSM1,3,BETGLA,BEGL,Betula,glandulosa,,2001
GSM1,3,BETNAN,BENA,Betula,nana,,2001
GSM1,2,CALCAN,CACA4,Calamagrostis,canadensis,,2001
GSM1,2,CHACAL,CHCA2,Chamaedaphne,calyculata,,2001
GSM1,2,CLARAN,CLRA60,Cladina,rangiferina,,2001
GSM1,2,CLASTE,CLST60,Cladina,stellaris,,2001
GSM1,3,DICUND,DIUN8,Dicranum,undulatum,,2001
GSM1,5,ERIVAG,ERVA4,Eriophorum,vaginatum,,2001
GSM1,3,LEDGRO,LEGR,Ledum,groenlandicum,,2001
GSM1,5,LEDPAL,LEPAD,Ledum,palustre,ssp. decumbens,2001
GSM1,2,NEPARC,NEAR60,Nephroma,arcticum,,2001
GSM1,5,PICMAR,PIMA,Picea,mariana,,2001
GSM1,5,PLESCH,PLSC70,Pleurozium,schreberi,,2001
GSM1,2,PTICIL,PTCI,Ptilidium,ciliare,,2001
GSM1,3,RUBCHA,RUCH,Rubus,chamaemorus,,2001
GSM1,2,SALARB,SAAR3,Salix,arbusculoides,,2001
GSM1,2,SALGLA,SAGL,Salix,glauca,,2001
GSM1,3,SPHGIR,SPGI70,Sphagnum,girgensohnii,,2001
GSM1,3,SPHMAG,SPMA70,Sphagnum,magellanicum,,2001
GSM1,2,SPHWAR,SPWA70,Sphagnum,warnstorfii,,2001
GSM1,3,VACULI,VAUL,Vaccinium,uliginosum,,2001
GSM2,2,ARCRUB,ARRU,Arctostaphylos,rubra,,2001
GSM2,2,AULPAL,AUPA70,Aulacomnium,palustre,,2001
GSM2,7,AULTUR,AUTU70,Aulacomnium,turgidum,,2001
GSM2,1,BETGLA,BEGL,Betula,glandulosa,,2001
GSM2,4,CALCAN,CACA4,Calamagrostis,canadensis,,2001
GSM2,6,CARBIG,CABI5,Carex,bigelowii,,2001
GSM2,2,CETISL,CEIS60,Cetraria,islandica,,2001
GSM2,3,CLAARB,CLAR60,Cladina,arbuscula,,2001
GSM2,4,CLAGRA,CLGR13,Cladonia,gracilis,,2001
GSM2,3,CLARAN,CLRA60,Cladina,rangiferina,,2001
GSM2,3,CLASTE,CLST60,Cladina,stellaris,,2001
GSM2,2,DASFRU,DAFRF,Dasiphora,fruticosa,ssp. floribunda,2001
GSM2,2,DICELO,DIEL70,Dicranum,elongatum,,2001
GSM2,2,EMPNIG,EMNI,Empetrum,nigrum,,2001
GSM2,2,EQUARV,EQAR,Equisetum,arvense,,2001
GSM2,2,EQUPRA,EQPR,Equisetum,pratense,,2001
GSM2,2,EQUSCI,EQSC,Equisetum,scirpoides,,2001
GSM2,2,ERIVAG,ERVA4,Eriophorum,vaginatum,,2001
GSM2,2,GEOLIV,GELI2,Geocaulon,lividum,,2001
GSM2,7,HYLSPL,HYSP70,Hylocomium,splendens,,2001
GSM2,7,LEDGRO,LEGR,Ledum,groenlandicum,,2001
GSM2,2,MERPAN,MEPA,Mertensia,paniculata,,2001
GSM2,2,PELAPH,PEAP60,Peltigera,aphthosa,,2001
GSM2,2,PELSCA,PESC60,Peltigera,scabrosa,,2001
GSM2,2,PETFRI,PEFR5,Petasites,frigidus,,2001
GSM2,7,PICMAR,PIMA,Picea,mariana,,2001
GSM2,7,PLESCH,PLSC70,Pleurozium,schreberi,,2001
GSM2,2,PTICRI,PTCR70,Ptilium,crista-castrensis,,2001
GSM2,2,ROSACI,ROAC,Rosa,acicularis,,2001
GSM2,3,RUBCHA,RUCH,Rubus,chamaemorus,,2001
GSM2,3,SALBEB,SABE2,Salix,bebbiana,,2001
GSM2,2,SAUANG,SAAN3,Saussurea,angustifolia,,2001
GSM2,6,SPHCAP,SPCA70,Sphagnum,capillifolium,,2001
GSM2,2,SPHGIR,SPGI70,Sphagnum,girgensohnii,,2001
GSM2,3,SPHWAR,SPWA70,Sphagnum,warnstorfii,,2001
GSM2,2,VACULI,VAUL,Vaccinium,uliginosum,,2001
GSM2,3,VACVIT,VAVI,Vaccinium,vitis-idaea,,2001
GSM3,2,AULPAL,AUPA70,Aulacomnium,palustre,,2000
GSM3,4,BETNAN,BENA,Betula,nana,,2000
GSM3,5,CALCAN,CACA4,Calamagrostis,canadensis,,2000
GSM3,2,CARAQU,CAAQ,Carex,aquatilis,,2000
GSM3,2,CARBIG,CABI5,Carex,bigelowii,,2000
GSM3,2,CHACAL,CHCA2,Chamaedaphne,calyculata,,2000
GSM3,1,CLAGRA,CLGR13,Cladonia,gracilis,,2000
GSM3,2,COMPAL,COPA28,Comarum,palustre,,2000
GSM3,2,EMPNIG,EMNI,Empetrum,nigrum,,2000
GSM3,2,EQUSCI,EQSC,Equisetum,scirpoides,,2000
GSM3,3,ERIVAG,ERVA4,Eriophorum,vaginatum,,2000
GSM3,2,FESTUSP,FESTU,Festuca,,,2000
GSM3,2,HAMVER,HAVE70,Hamatocaulis,vernicosus,,2000
GSM3,4,HYLSPL,HYSP70,Hylocomium,splendens,,2000
GSM3,3,LARLAR,LALA,Larix,laricina,,2000
GSM3,2,LEDGRO,LEGR,Ledum,groenlandicum,,2000
GSM3,2,LEDPAL,LEPAD,Ledum,palustre,ssp. decumbens,2000
GSM3,2,PELLEU,PELE61,Peltigera,leucophlebia,,2000
GSM3,2,PELSCA,PESC60,Peltigera,scabrosa,,2000
GSM3,1,PICGLA,PIGL,Picea,glauca,,2000
GSM3,7,PICMAR,PIMA,Picea,mariana,,2000
GSM3,4,PLESCH,PLSC70,Pleurozium,schreberi,,2000
GSM3,2,RANLAP,RALA,Ranunculus,lapponicus,,2000
GSM3,2,RANNIV,RANI,Ranunculus,nivalis,,2000
GSM3,2,RUBCHA,RUCH,Rubus,chamaemorus,,2000
GSM3,2,SALPUL,SAPU15,Salix,pulchra,,2000
GSM3,7,SPHCAP,SPCA70,Sphagnum,capillifolium,,2000
GSM3,2,SPHFIM,SPFI4,Sphagnum,fimbriatum,,2000
GSM3,4,SPHMAG,SPMA70,Sphagnum,magellanicum,,2000
GSM3,3,SPHOBT,SPOB70,Sphagnum,obtusum,,2000
GSM3,2,SPHRUB,SPRU4,Sphagnum,rubellum,,2000
GSM3,5,SPHRUS,SPRU6,Sphagnum,russowii,,2000
GSM3,2,SPLVAS,SPVA3,Splachnum,vasculosum,,2000
GSM3,2,TOMNIT,TONI70,Tomentypnum,nitens,,2000
GSM3,2,VACOXY,VAOX,Vaccinium,oxycoccos ,,2000
GSM3,2,VACULI,VAUL,Vaccinium,uliginosum,,2000
GSM3,2,VACVIT,VAVI,Vaccinium,vitis-idaea,,2000
GSM4,2,ALNVIR,ALVIF,Alnus,viridis,ssp. fruticosa,2000
GSM4,2,BETNEO,BENE4,Betula,neoalaskana,,2000
GSM4,2,CALCAN,CACA4,Calamagrostis,canadensis,,2000
GSM4,2,CETISL,CEIS60,Cetraria,islandica,,2000
GSM4,3,CLAARB,CLAR60,Cladina,arbuscula,,2000
GSM4,2,CLACRI,CLCR5,Cladonia,crispata,,2000
GSM4,1,CLADEF,CLDE60,Cladonia,deformis,,2000
GSM4,2,CLAGRA,CLGR13,Cladonia,gracilis,,2000
GSM4,2,CLASTE,CLST60,Cladina,stellaris,,2000
GSM4,2,CLASUL,CLSU64,Cladonia,sulphurina,,2000
GSM4,2,CORCAN,COCA13,Cornus,Canadensis,,2000
GSM4,2,DICFUS,DIFU5,Dicranum,fuscescens,,2000
GSM4,2,FLACUC,FLCU,Flavocetraria,cucullata,,2000
GSM4,2,GEOLIV,GELI2,Geocaulon,lividum,,2000
GSM4,6,HYLSPL,HYSP70,Hylocomium,splendens,,2000
GSM4,2,ICMERI,ICER,Icmadophila,ericetorum,,2000
GSM4,6,LEDGRO,LEGR,Ledum,groenlandicum,,2000
GSM4,2,LEDPAL,LEPAD,Ledum,palustre,ssp. decumbens,2000
GSM4,1,LYCANN,LYAN2,Lycopodium,annotinum,,2000
GSM4,2,NEPARC,NEAR60,Nephroma,arcticum,,2000
GSM4,2,PELLEU,PELE61,Peltigera,leucophlebia,,2000
GSM4,2,PELSCA,PESC60,Peltigera,scabrosa,,2000
GSM4,8,PICMAR,PIMA,Picea,mariana,,2000
GSM4,7,PLESCH,PLSC70,Pleurozium,schreberi,,2000
GSM4,1,POASPEC,POA,Poa,,,2000
GSM4,2,POLCOM,POCO38,Polytrichum,commune,,2000
GSM4,2,POLSTR,POST70,Polytrichum,strictum,,2000
GSM4,1,ROSACI,ROAC,Rosa,acicularis,,2000
GSM4,2,RUBCHA,RUCH,Rubus,chamaemorus,,2000
GSM4,3,SPHCAP,SPCA70,Sphagnum,capillifolium,,2000
GSM4,4,SPHGIR,SPGI70,Sphagnum,girgensohnii,,2000
GSM4,2,SPHRUB,SPRU4,Sphagnum,rubellum,,2000
GSM4,2,SPHRUS,SPRU6,Sphagnum,russowii,,2000
GSM4,2,SPISTE,SPST3,Spiraea,stevenii,,2000
GSM4,2,VACOXY,VAOX,Vaccinium,oxycoccos ,,2000
GSM4,2,VACULI,VAUL,Vaccinium,uliginosum,,2000
GSM4,2,VACVIT,VAVI,Vaccinium,vitis-idaea,,2000
GSM5,5,ALNVIR,ALVIF,Alnus,viridis,ssp. fruticosa,2000
GSM5,2,ANDPOL,ANPO,Andromeda,polifolia,,2000
GSM5,2,AULPAL,AUPA70,Aulacomnium,palustre,,2000
GSM5,2,CALCAN,CACA4,Calamagrostis,canadensis,,2000
GSM5,2,CETISL,CEIS60,Cetraria,islandica,,2000
GSM5,3,CLAARB,CLAR60,Cladina,arbuscula,,2000
GSM5,1,CLACHL,CLCH3,Cladonia,chlorophaea,,2000
GSM5,2,CLACOR,CLCO19,Cladonia,cornuta,,2000
GSM5,2,CLADEF,CLDE60,Cladonia,deformis,,2000
GSM5,2,CLAGRA,CLGR13,Cladonia,gracilis,,2000
GSM5,2,CLARAN,CLRA60,Cladina,rangiferina,,2000
GSM5,2,CLASTE,CLST60,Cladina,stellaris,,2000
GSM5,2,DICFUS,DIFU5,Dicranum,fuscescens,,2000
GSM5,2,EMPNIG,EMNI,Empetrum,nigrum,,2000
GSM5,3,EQUSYL,EQSY,Equisetum,sylvaticum,,2000
GSM5,2,ERIVAG,ERVA4,Eriophorum,vaginatum,,2000
GSM5,2,FLACUC,FLCU,Flavocetraria,cucullata,,2000
GSM5,2,GEOLIV,GELI2,Geocaulon,lividum,,2000
GSM5,8,HYLSPL,HYSP70,Hylocomium,splendens,,2000
GSM5,2,LEDGRO,LEGR,Ledum,groenlandicum,,2000
GSM5,2,LYCANN,LYAN2,Lycopodium,annotinum,,2000
GSM5,2,PEDLAB,PELA,Pedicularis,labradorica,,2000
GSM5,2,PELLEU,PELE61,Peltigera,leucophlebia,,2000
GSM5,7,PICMAR,PIMA,Picea,mariana,,2000
GSM5,5,PLESCH,PLSC70,Pleurozium,schreberi,,2000
GSM5,2,POLALP,POAL11,Polygonum,alpinum,,2000
GSM5,3,POLCOM,POCO38,Polytrichum,commune,,2000
GSM5,2,RUBCHA,RUCH,Rubus,chamaemorus,,2000
GSM5,2,SPHANG,SPAN11,Sphagnum,angustifolium,,2000
GSM5,2,SPHCAP,SPCA70,Sphagnum,capillifolium,,2000
GSM5,3,SPHFUS,SPFU70,Sphagnum,fuscum,,2000
GSM5,2,SPHGIR,SPGI70,Sphagnum,girgensohnii,,2000
GSM5,2,SPHMAG,SPMA70,Sphagnum,magellanicum,,2000
GSM5,2,SPHRUS,SPRU6,Sphagnum,russowii,,2000
GSM5,1,SPISTE,SPST3,Spiraea,stevenii,,2000
GSM5,2,VACOXY,VAOX,Vaccinium,oxycoccos ,,2000
GSM5,2,VACULI,VAUL,Vaccinium,uliginosum,,2000
GSM5,2,VACVIT,VAVI,Vaccinium,vitis-idaea,,2000
LGI1,3,ANDPOL,ANPO,Andromeda,polifolia,,2012
LGI1,2,ARCRUB,ARRU,Arctostaphylos,rubra,,2012
LGI1,5,AULPAL,AUPA70,Aulacomnium,palustre,,2012
LGI1,5,BETNAN,BENA,Betula,nana,,2012
LGI1,2,BETNEO,BENE4,Betula,neoalaskana,,2012
LGI1,2,CALCAN,CACA4,Calamagrostis,canadensis,,2012
LGI1,2,CLADISP,CLADI3,Cladina,,,2012
LGI1,3,CLADOSP,CLADO3,Cladonia,,,2012
LGI1,1,EMPNIG,EMNI,Empetrum,nigrum,,2012
LGI1,3,EQUARV,EQAR,Equisetum,arvense,,2012
