site,cover_code,LTER_code,USDA_code,genus,species,subspecies_var,year
TRM4,5,LEDPAL,LEPAD,Ledum,palustre,ssp. decumbens,2001
TRM4,1,LYCANN,LYAN2,Lycopodium,annotinum,,2001
TRM4,3,NEPARC,NEAR60,Nephroma,arcticum,,2001
TRM4,2,PELAPH,PEAP60,Peltigera,aphthosa,,2001
TRM4,2,PELMAL,PEMA60,Peltigera,malacea,,2001
TRM4,2,PELSCA,PESC60,Peltigera,scabrosa,,2001
TRM4,2,PETFRI,PEFR5,Petasites,frigidus,,2001
TRM4,7,PICMAR,PIMA,Picea,mariana,,2001
TRM4,1,PINVIL,PIVI,Pinguicula,villosa,,2001
TRM4,7,PLESCH,PLSC70,Pleurozium,schreberi,,2001
TRM4,1,POLALP,POAL11,Polygonum,alpinum,,2001
TRM4,2,POLCOM,POCO38,Polytrichum,commune,,2001
TRM4,1,POLJUN,POJU70,Polytrichum,juniperinum,,2001
TRM4,2,RUBCHA,RUCH,Rubus,chamaemorus,,2001
TRM4,2,SALRIC,SARI4,Salix,richardsonii,,2001
TRM4,7,SPHFUS,SPFU70,Sphagnum,fuscum,,2001
TRM4,7,SPHGIR,SPGI70,Sphagnum,girgensohnii,,2001
TRM4,2,SPHRUB,SPRU4,Sphagnum,rubellum,,2001
TRM4,4,SPISTE,SPST3,Spiraea,stevenii,,2001
TRM4,2,VACOXY,VAOX,Vaccinium,oxycoccos ,,2001
TRM4,4,VACULI,VAUL,Vaccinium,uliginosum,,2001
TRM4,2,VACVIT,VAVI,Vaccinium,vitis-idaea,,2001
UP4D,7,BETGLA,BEGL,Betula,glandulosa,,2001
UP4D,4,CALCAN,CACA4,Calamagrostis,canadensis,,2001
UP4D,2,CARBIG,CABI5,Carex,bigelowii,,2001
UP4D,3,CETISL,CEIS60,Cetraria,islandica,,2001
UP4D,1,CETLAE,CELA60,Cetraria,laevigata,,2001
UP4D,2,CLAARB,CLAR60,Cladina,arbuscula,,2001
UP4D,2,CLACOR,CLCO19,Cladonia,cornuta,,2001
UP4D,1,CLACRI,CLCR5,Cladonia,crispata,,2001
UP4D,1,CLADEF,CLDE60,Cladonia,deformis,,2001
UP4D,4,CLAGRA,CLGR13,Cladonia,gracilis,,2001
UP4D,2,CLAPHY,CLPH60,Cladonia,phyllophora,,2001
UP4D,4,CLARAN,CLRA60,Cladina,rangiferina,,2001
UP4D,2,CLASTE,CLST60,Cladina,stellaris,,2001
UP4D,1,CLASUL,CLSU64,Cladonia,sulphurina,,2001
UP4D,2,CLAUNC,CLUN60,Cladonia,uncialis,,2001
UP4D,2,CORCAN,COCA13,Cornus,Canadensis,,2001
UP4D,1,DICFLE,DIFUF2,Dicranum,fuscescens,var. flexicaule,2001
UP4D,3,DICUND,DIUN8,Dicranum,undulatum,,2001
UP4D,2,EMPNIG,EMNI,Empetrum,nigrum,,2001
UP4D,2,FLACUC,FLCU,Flavocetraria,cucullata,,2001
UP4D,2,GEOLIV,GELI2,Geocaulon,lividum,,2001
UP4D,1,HYLSPL,HYSP70,Hylocomium,splendens,,2001
UP4D,3,LEDGRO,LEGR,Ledum,groenlandicum,,2001
UP4D,2,LYCANN,LYAN2,Lycopodium,annotinum,,2001
UP4D,2,LYCCLA,LYCL,Lycopodium,clavatum,,2001
UP4D,3,LYCCOM,LYCO3,Lycopodium,complanatum,,2001
UP4D,7,NEPARC,NEAR60,Nephroma,arcticum,,2001
UP4D,1,PEDLAB,PELA,Pedicularis,labradorica,,2001
UP4D,2,PELAPH,PEAP60,Peltigera,aphthosa,,2001
UP4D,2,PELSCA,PESC60,Peltigera,scabrosa,,2001
UP4D,7,PICMAR,PIMA,Picea,mariana,,2001
UP4D,7,PLESCH,PLSC70,Pleurozium,schreberi,,2001
UP4D,4,POLCOM,POCO38,Polytrichum,commune,,2001
UP4D,7,POLJUN,POJU70,Polytrichum,juniperinum,,2001
UP4D,1,POLYTSP,POLYT5,Polytrichum,,,2001
UP4D,1,POPTRE,POTR5,Populus,tremuloides,,2001
UP4D,2,SALGLA,SAGL,Salix,glauca,,2001
UP4D,3,SALSCO,SASC,Salix,scouleriana,,2001
UP4D,2,STETOM,STTO60,Stereocaulon,tomentosum,,2001
UP4D,4,VACULI,VAUL,Vaccinium,uliginosum,,2001
UP4D,2,VACVIT,VAVI,Vaccinium,vitis-idaea,,2001
WCM1,2,AULPAL,AUPA70,Aulacomnium,palustre,,2013
WCM1,2,AULTUR,AUTU70,Aulacomnium,turgidum,,2013
WCM1,3,BETGLA,BEGL,Betula,glandulosa,,2013
WCM1,2,CHACAL,CHCA2,Chamaedaphne,calyculata,,2013
WCM1,3,CLADISP,CLADI3,Cladina,,,2013
WCM1,2,CLADOSP,CLADO3,Cladonia,,,2013
WCM1,2,CLAMIT,CLMI60,Cladina,mitis,,2013
WCM1,2,CLARAN,CLRA60,Cladina,rangiferina,,2013
WCM1,2,CLASTE,CLST60,Cladina,stellaris,,2013
WCM1,3,DICUND,DIUN8,Dicranum,undulatum,,2013
WCM1,2,DITFLE,DIFL70,Ditrichum,flexicaule,,2013
WCM1,7,ERIVAG,ERVA4,Eriophorum,vaginatum,,2013
WCM1,7,HYLSPL,HYSP70,Hylocomium,splendens,,2013
WCM1,3,LEDGRO,LEGR,Ledum,groenlandicum,,2013
WCM1,2,NEPARC,NEAR60,Nephroma,arcticum,,2013
WCM1,2,NEPEXP,NEEX2,Nephroma,expallidum,,2013
WCM1,2,PELAPH,PEAP60,Peltigera,aphthosa,,2013
WCM1,2,PELLEU,PELE61,Peltigera,leucophlebia,,2013
WCM1,2,PELMAL,PEMA60,Peltigera,malacea,,2013
WCM1,2,PELVEN,PEVE60,Peltigera,venosa,,2013
WCM1,5,PLESCH,PLSC70,Pleurozium,schreberi,,2013
WCM1,2,PTICIL,PTCI,Ptilidium,ciliare,,2013
WCM1,2,PTICRI,PTCR70,Ptilium,crista-castrensis,,2013
WCM1,2,RUBCHA,RUCH,Rubus,chamaemorus,,2013
WCM1,3,SALPUL,SAPU15,Salix,pulchra,,2013
WCM1,2,SPHFUS,SPFU70,Sphagnum,fuscum,,2013
WCM1,2,SPHGIR,SPGI70,Sphagnum,girgensohnii,,2013
WCM1,4,SPHWAR,SPWA70,Sphagnum,warnstorfii,,2013
WCM1,2,VACOXY,VAOX,Vaccinium,oxycoccos ,,2013
WCM1,3,VACULI,VAUL,Vaccinium,uliginosum,,2013
WCM1,2,VACVIT,VAVI,Vaccinium,vitis-idaea,,2013
WCM2,2,ARCLAT,ARLA2,Arctagrostis,latifolia,,2013
WCM2,2,ARCRUB,ARRU,Arctostaphylos,rubra,,2013
WCM2,2,AULTUR,AUTU70,Aulacomnium,turgidum,,2013
WCM2,3,BETGLA,BEGL,Betula,glandulosa,,2013
WCM2,2,CETISL,CEIS60,Cetraria,islandica,,2013
WCM2,2,CLAAMA,CLAM60,Cladonia,amaurocraea,,2013
WCM2,3,CLADISP,CLADI3,Cladina,,,2013
WCM2,2,CLADOSP,CLADO3,Cladonia,,,2013
WCM2,2,CLAGRA,CLGR13,Cladonia,gracilis,,2013
WCM2,3,CLARAN,CLRA60,Cladina,rangiferina,,2013
WCM2,3,CLASTE,CLST60,Cladina,stellaris,,2013
WCM2,2,EMPNIG,EMNI,Empetrum,nigrum,,2013
WCM2,5,ERIVAG,ERVA4,Eriophorum,vaginatum,,2013
WCM2,2,FLACUC,FLCU,Flavocetraria,cucullata,,2013
WCM2,2,FLANIV,FLNI,Flavocetraria,nivalis,,2013
WCM2,7,HYLSPL,HYSP70,Hylocomium,splendens,,2013
WCM2,2,LEDGRO,LEGR,Ledum,groenlandicum,,2013
WCM2,2,PELVEN,PEVE60,Peltigera,venosa,,2013
WCM2,2,PETFRI,PEFR5,Petasites,frigidus,,2013
WCM2,5,PICMAR,PIMA,Picea,mariana,,2013
WCM2,3,PLESCH,PLSC70,Pleurozium,schreberi,,2013
WCM2,2,RUBCHA,RUCH,Rubus,chamaemorus,,2013
WCM2,3,SALPUL,SAPU15,Salix,pulchra,,2013
WCM2,3,VACULI,VAUL,Vaccinium,uliginosum,,2013
WCM2,3,VACVIT,VAVI,Vaccinium,vitis-idaea,,2013
WCM3,1,AULPAL,AUPA70,Aulacomnium,palustre,,2000
WCM3,3,AULTUR,AUTU70,Aulacomnium,turgidum,,2000
WCM3,2,BETNAN,BENA,Betula,nana,,2000
WCM3,2,CALCAN,CACA4,Calamagrostis,canadensis,,2000
WCM3,2,CETISL,CEIS60,Cetraria,islandica,,2000
WCM3,2,CETLAE,CELA60,Cetraria,laevigata,,2000
WCM3,5,CHACAL,CHCA2,Chamaedaphne,calyculata,,2000
WCM3,2,CLAAMA,CLAM60,Cladonia,amaurocraea,,2000
WCM3,3,CLAARB,CLAR60,Cladina,arbuscula,,2000
WCM3,2,CLACOR,CLCO19,Cladonia,cornuta,,2000
WCM3,1,CLADEF,CLDE60,Cladonia,deformis,,2000
WCM3,1,CLAGRA,CLGR13,Cladonia,gracilis,,2000
WCM3,2,CLARAN,CLRA60,Cladina,rangiferina,,2000
WCM3,2,CLASTE,CLST60,Cladina,stellaris,,2000
WCM3,2,CLASUL,CLSU64,Cladonia,sulphurina,,2000
WCM3,2,DICFUS,DIFU5,Dicranum,fuscescens,,2000
WCM3,2,DICUND,DIUN8,Dicranum,undulatum,,2000
WCM3,2,EMPNIG,EMNI,Empetrum,nigrum,,2000
WCM3,2,EQUPRA,EQPR,Equisetum,pratense,,2000
WCM3,2,EQUSYL,EQSY,Equisetum,sylvaticum,,2000
WCM3,2,ERIVAG,ERVA4,Eriophorum,vaginatum,,2000
WCM3,1,FLACUC,FLCU,Flavocetraria,cucullata,,2000
WCM3,2,HYLSPL,HYSP70,Hylocomium,splendens,,2000
WCM3,6,LEDGRO,LEGR,Ledum,groenlandicum,,2000
WCM3,2,LEDPAL,LEPAD,Ledum,palustre,ssp. decumbens,2000
WCM3,1,NEPARC,NEAR60,Nephroma,arcticum,,2000
WCM3,2,PELSCA,PESC60,Peltigera,scabrosa,,2000
WCM3,7,PICMAR,PIMA,Picea,mariana,,2000
WCM3,2,PLESCH,PLSC70,Pleurozium,schreberi,,2000
WCM3,2,POLSTR,POST70,Polytrichum,strictum,,2000
WCM3,2,RANLAP,RALA,Ranunculus,lapponicus,,2000
WCM3,5,RUBCHA,RUCH,Rubus,chamaemorus,,2000
WCM3,3,SALPUL,SAPU15,Salix,pulchra,,2000
WCM3,5,SPHANG,SPAN11,Sphagnum,angustifolium,,2000
WCM3,4,SPHCAP,SPCA70,Sphagnum,capillifolium,,2000
WCM3,3,SPHGIR,SPGI70,Sphagnum,girgensohnii,,2000
WCM3,1,SPHRUS,SPRU6,Sphagnum,russowii,,2000
WCM3,6,SPHWAR,SPWA70,Sphagnum,warnstorfii,,2000
WCM3,2,VACOXY,VAOX,Vaccinium,oxycoccos ,,2000
WCM3,2,VACULI,VAUL,Vaccinium,uliginosum,,2000
WCM3,2,VACVIT,VAVI,Vaccinium,vitis-idaea,,2000
WCM4,1,BETNEO,BENE4,Betula,neoalaskana,,2000
WCM4,2,CALCAN,CACA4,Calamagrostis,canadensis,,2000
WCM4,2,CETISL,CEIS60,Cetraria,islandica,,2000
WCM4,3,CLAARB,CLAR60,Cladina,arbuscula,,2000
WCM4,2,CLACOR,CLCO19,Cladonia,cornuta,,2000
WCM4,2,CLAGRA,CLGR13,Cladonia,gracilis,,2000
WCM4,3,CLARAN,CLRA60,Cladina,rangiferina,,2000
WCM4,2,CLASTE,CLST60,Cladina,stellaris,,2000
WCM4,2,CLASUL,CLSU64,Cladonia,sulphurina,,2000
WCM4,2,CORCAN,COCA13,Cornus,Canadensis,,2000
WCM4,1,DICFUS,DIFU5,Dicranum,fuscescens,,2000
WCM4,2,EMPNIG,EMNI,Empetrum,nigrum,,2000
WCM4,2,GEOLIV,GELI2,Geocaulon,lividum,,2000
WCM4,8,HYLSPL,HYSP70,Hylocomium,splendens,,2000
WCM4,2,LEDGRO,LEGR,Ledum,groenlandicum,,2000
WCM4,2,LYCANN,LYAN2,Lycopodium,annotinum,,2000
WCM4,2,LYCCOM,LYCO3,Lycopodium,complanatum,,2000
WCM4,2,NEPARC,NEAR60,Nephroma,arcticum,,2000
WCM4,2,PELAPH,PEAP60,Peltigera,aphthosa,,2000
WCM4,2,PELMAL,PEMA60,Peltigera,malacea,,2000
WCM4,7,PICMAR,PIMA,Picea,mariana,,2000
WCM4,6,PLESCH,PLSC70,Pleurozium,schreberi,,2000
WCM4,2,POLCOM,POCO38,Polytrichum,commune,,2000
WCM4,2,PTICRI,PTCR70,Ptilium,crista-castrensis,,2000
WCM4,2,SALBEB,SABE2,Salix,bebbiana,,2000
WCM4,2,SALMYR,SAMY,Salix,myrtillifolia,,2000
WCM4,2,SALPUL,SAPU15,Salix,pulchra,,2000
WCM4,2,SALSCO,SASC,Salix,scouleriana,,2000
WCM4,4,VACULI,VAUL,Vaccinium,uliginosum,,2000
WCM4,2,VACVIT,VAVI,Vaccinium,vitis-idaea,,2000
WDI1,2,ARCLAT,ARLA2,Arctagrostis,latifolia,,2011
WDI1,2,ARCRUB,ARRU,Arctostaphylos,rubra,,2011
WDI1,5,AULPAL,AUPA70,Aulacomnium,palustre,,2011
WDI1,6,BETNAN,BENA,Betula,nana,,2011
WDI1,2,BETNEO,BENE4,Betula,neoalaskana,,2011
WDI1,2,CALSTR,CASTI3,Calamagrostis,stricta ,ssp. inexpansa,2011
WDI1,2,CETISL,CEIS60,Cetraria,islandica,,2011
WDI1,6,CLAARB,CLAR60,Cladina,arbuscula,,2011
WDI1,2,CLACEN,CLCE2,Cladonia,cenotea,,2011
WDI1,4,CLACOR,CLCO19,Cladonia,cornuta,,2011
WDI1,2,CLACRI,CLCR5,Cladonia,crispata,,2011
WDI1,2,CLADEF,CLDE60,Cladonia,deformis,,2011
WDI1,2,CLADOSP,CLADO3,Cladonia,,,2011
WDI1,2,CLAGRA,CLGR13,Cladonia,gracilis,,2011
WDI1,2,CLARAN,CLRA60,Cladina,rangiferina,,2011
WDI1,4,DICRANUMSP,DICRA8,Dicranum,,,2011
WDI1,2,EQUARV,EQAR,Equisetum,arvense,,2011
WDI1,2,EQUSCI,EQSC,Equisetum,scirpoides,,2011
WDI1,2,EQUSYL,EQSY,Equisetum,sylvaticum,,2011
WDI1,2,LARLAR,LALA,Larix,laricina,,2011
WDI1,5,LEDGRO,LEGR,Ledum,groenlandicum,,2011
WDI1,2,NEPARC,NEAR60,Nephroma,arcticum,,2011
WDI1,3,PELLEU,PELE61,Peltigera,leucophlebia,,2011
WDI1,2,PELMAL,PEMA60,Peltigera,malacea,,2011
WDI1,5,PELNEO,PENE12,Peltigera,neopolydactyla,,2011
WDI1,2,PELRUF,PERU60,Peltigera,rufescens,,2011
WDI1,4,PELSCA,PESC60,Peltigera,scabrosa,,2011
WDI1,2,PETFRI,PEFR5,Petasites,frigidus,,2011
WDI1,2,PICGLA,PIGL,Picea,glauca,,2011
WDI1,5,PICMAR,PIMA,Picea,mariana,,2011
WDI1,2,POLSTR,POST70,Polytrichum,strictum,,2011
WDI1,2,SALPUL,SAPU15,Salix,pulchra,,2011
WDI1,2,SALSCO,SASC,Salix,scouleriana,,2011
WDI1,4,TOMNIT,TONI70,Tomentypnum,nitens,,2011
WDI1,5,VACULI,VAUL,Vaccinium,uliginosum,,2011
WDI1,2,VACVIT,VAVI,Vaccinium,vitis-idaea,,2011
WDI2,4,ALNVIR,ALVIF,Alnus,viridis,ssp. fruticosa,2011
WDI2,7,BETNEO,BENE4,Betula,neoalaskana,,2011
WDI2,2,BRYUMSP,BRYUM2,Bryum,,,2011
WDI2,2,CALCAN,CACA4,Calamagrostis,canadensis,,2011
WDI2,1,CHAANG,CHANA2,Chamerion,angustifolium,ssp. angustifolium,2011
WDI2,3,CLAGRA,CLGR13,Cladonia,gracilis,,2011
WDI2,2,CORCAN,COCA13,Cornus,Canadensis,,2011
WDI2,3,DICRANUMSP,DICRA8,Dicranum,,,2011
WDI2,2,EURPUL,EUPU15,Eurhynchium,pulchellum,,2011
WDI2,2,GEOLIV,GELI2,Geocaulon,lividum,,2011
WDI2,2,HYLSPL,HYSP70,Hylocomium,splendens,,2011
WDI2,2,LYCANN,LYAN2,Lycopodium,annotinum,,2011
WDI2,2,LYCCOM,LYCO3,Lycopodium,complanatum,,2011
WDI2,3,PELAPH,PEAP60,Peltigera,aphthosa,,2011
WDI2,3,PELLEU,PELE61,Peltigera,leucophlebia,,2011
WDI2,2,PELSCA,PESC60,Peltigera,scabrosa,,2011
WDI2,3,PICMAR,PIMA,Picea,mariana,,2011
WDI2,3,PLESCH,PLSC70,Pleurozium,schreberi,,2011
WDI2,3,POLCOM,POCO38,Polytrichum,commune,,2011
WDI2,3,POLJUN,POJU70,Polytrichum,juniperinum,,2011
WDI2,2,ROSACI,ROAC,Rosa,acicularis,,2011
WDI2,6,VACVIT,VAVI,Vaccinium,vitis-idaea,,2011
WDI3,4,ALNVIR,ALVIF,Alnus,viridis,ssp. fruticosa,2011
WDI3,2,AULPAL,AUPA70,Aulacomnium,palustre,,2011
WDI3,5,BETNEO,BENE4,Betula,neoalaskana,,2011
WDI3,2,CALCAN,CACA4,Calamagrostis,canadensis,,2011
WDI3,2,CETISL,CEIS60,Cetraria,islandica,,2011
WDI3,2,CHAANG,CHANA2,Chamerion,angustifolium,ssp. angustifolium,2011
WDI3,4,CLAARB,CLAR60,Cladina,arbuscula,,2011
WDI3,2,CLACRI,CLCR5,Cladonia,crispata,,2011
WDI3,2,CLADEF,CLDE60,Cladonia,deformis,,2011
WDI3,2,CLADOSP,CLADO3,Cladonia,,,2011
WDI3,2,CLAGRA,CLGR13,Cladonia,gracilis,,2011
WDI3,2,CORCAN,COCA13,Cornus,Canadensis,,2011
WDI3,2,DICRANUMSP,DICRA8,Dicranum,,,2011
WDI3,2,HYLSPL,HYSP70,Hylocomium,splendens,,2011
WDI3,2,LEDGRO,LEGR,Ledum,groenlandicum,,2011
WDI3,2,LYCANN,LYAN2,Lycopodium,annotinum,,2011
WDI3,3,PELAPH,PEAP60,Peltigera,aphthosa,,2011
WDI3,2,PELSCA,PESC60,Peltigera,scabrosa,,2011
WDI3,4,PICMAR,PIMA,Picea,mariana,,2011
WDI3,6,PLESCH,PLSC70,Pleurozium,schreberi,,2011
WDI3,2,POLJUN,POJU70,Polytrichum,juniperinum,,2011
WDI3,1,RIBESSP,RIBES,Ribes,,,2011
WDI3,2,ROSACI,ROAC,Rosa,acicularis,,2011
WDI3,7,VACULI,VAUL,Vaccinium,uliginosum,,2011
WDI3,2,VACVIT,VAVI,Vaccinium,vitis-idaea,,2011
WDI4,7,ALNVIR,ALVIF,Alnus,viridis,ssp. fruticosa,2015
WDI4,1,ARCLAT,ARLA2,Arctagrostis,latifolia,,2015
WDI4,5,BETNAN,BENA,Betula,nana,,2015
WDI4,1,CALCAN,CACA4,Calamagrostis,canadensis,,2015
WDI4,1,CLAMIT,CLMI60,Cladina,mitis,,2015
WDI4,3,CORCAN,COCA13,Cornus,Canadensis,,2015
WDI4,1,DICRANUMSP,DICRA8,Dicranum,,,2015
WDI4,1,EMPNIG,EMNI,Empetrum,nigrum,,2015
WDI4,5,EQUSYL,EQSY,Equisetum,sylvaticum,,2015
WDI4,1,GEOLIV,GELI2,Geocaulon,lividum,,2015
WDI4,3,HYLSPL,HYSP70,Hylocomium,splendens,,2015
WDI4,1,ORTSEC,ORSE,Orthilia,secunda,,2015
WDI4,1,PELAPH,PEAP60,Peltigera,aphthosa,,2015
WDI4,3,PELLEU,PELE61,Peltigera,leucophlebia,,2015
WDI4,1,PELMAL,PEMA60,Peltigera,malacea,,2015
WDI4,7,PICMAR,PIMA,Picea,mariana,,2015
WDI4,1,PLESCH,PLSC70,Pleurozium,schreberi,,2015
WDI4,3,POLCOM,POCO38,Polytrichum,commune,,2015
WDI4,1,POLSTR,POST70,Polytrichum,strictum,,2015
WDI4,3,ROSACI,ROAC,Rosa,acicularis,,2015
WDI4,3,RUBCHA,RUCH,Rubus,chamaemorus,,2015
WDI4,1,SANUNC,SAUN8,Sanionia,uncinata,,2015
WDI4,3,VACULI,VAUL,Vaccinium,uliginosum,,2015
WDI4,5,VACVIT,VAVI,Vaccinium,vitis-idaea,,2015
WDI5,3,ARCUVA,ARUV,Arctostaphylos,uva-ursi,,2011
WDI5,2,AULPAL,AUPA70,Aulacomnium,palustre,,2011
WDI5,2,BETNEO,BENE4,Betula,neoalaskana,,2011
WDI5,2,BRACHSP,BRACH10,Brachythecium,,,2011
WDI5,2,CALCAN,CACA4,Calamagrostis,canadensis,,2011
WDI5,2,CETISL,CEIS60,Cetraria,islandica,,2011
WDI5,2,CHAANG,CHANA2,Chamerion,angustifolium,ssp. angustifolium,2011
WDI5,2,CLAARB,CLAR60,Cladina,arbuscula,,2011
WDI5,3,CLACOR,CLCO19,Cladonia,cornuta,,2011
WDI5,2,CLACRI,CLCR5,Cladonia,crispata,,2011
WDI5,2,CLADEF,CLDE60,Cladonia,deformis,,2011
WDI5,2,CLADOSP,CLADO3,Cladonia,,,2011
WDI5,7,CLAGRA,CLGR13,Cladonia,gracilis,,2011
WDI5,2,CORCAN,COCA13,Cornus,Canadensis,,2011
WDI5,3,DICRANUMSP,DICRA8,Dicranum,,,2011
WDI5,3,EMPNIG,EMNI,Empetrum,nigrum,,2011
WDI5,2,FLACUC,FLCU,Flavocetraria,cucullata,,2011
WDI5,2,GEOLIV,GELI2,Geocaulon,lividum,,2011
WDI5,2,HYLSPL,HYSP70,Hylocomium,splendens,,2011
WDI5,2,LEDGRO,LEGR,Ledum,groenlandicum,,2011
WDI5,2,LINBOR,LIBO3,Linnaea,borealis,,2011
WDI5,1,LOBLIN,LOLI60,Lobaria,linita,,2011
WDI5,2,LYCANN,LYAN2,Lycopodium,annotinum,,2011
WDI5,2,LYCCLA,LYCL,Lycopodium,clavatum,,2011
WDI5,2,LYCDEN,LYDE,Lycopodium,dendroideum,,2011
WDI5,2,NEPARC,NEAR60,Nephroma,arcticum,,2011
WDI5,2,ORTSEC,ORSE,Orthilia,secunda,,2011
WDI5,3,PEDLAB,PELA,Pedicularis,labradorica,,2011
WDI5,4,PELAPH,PEAP60,Peltigera,aphthosa,,2011
WDI5,3,PELLEU,PELE61,Peltigera,leucophlebia,,2011
WDI5,3,PELMAL,PEMA60,Peltigera,malacea,,2011
WDI5,2,PELRUF,PERU60,Peltigera,rufescens,,2011
WDI5,2,PELTISP,PELTI2,Peltigera,,,2011
WDI5,2,PICGLA,PIGL,Picea,glauca,,2011
WDI5,4,PICMAR,PIMA,Picea,mariana,,2011
WDI5,3,PLESCH,PLSC70,Pleurozium,schreberi,,2011
WDI5,2,POHCRU,POCR15,Pohlia,cruda,,2011
WDI5,2,POLJUN,POJU70,Polytrichum,juniperinum,,2011
WDI5,3,POLSTR,POST70,Polytrichum,strictum,,2011
WDI5,4,POPTRE,POTR5,Populus,tremuloides,,2011
WDI5,2,SALHAS,SAHA,Salix,hastata,,2011
WDI5,2,STEALP,STAL60,Stereocaulon,alpinum,,2011
WDI5,4,VACULI,VAUL,Vaccinium,uliginosum,,2011
WDI5,3,VACVIT,VAVI,Vaccinium,vitis-idaea,,2011
WDI6,3,ALNVIR,ALVIF,Alnus,viridis,ssp. fruticosa,2011
WDI6,3,ARCUVA,ARUV,Arctostaphylos,uva-ursi,,2011
WDI6,4,BETNEO,BENE4,Betula,neoalaskana,,2011
WDI6,2,CALCAN,CACA4,Calamagrostis,canadensis,,2011
WDI6,2,CHAANG,CHANA2,Chamerion,angustifolium,ssp. angustifolium,2011
WDI6,2,CLAARB,CLAR60,Cladina,arbuscula,,2011
WDI6,2,CLAGRA,CLGR13,Cladonia,gracilis,,2011
WDI6,2,CORCAN,COCA13,Cornus,Canadensis,,2011
WDI6,2,DICRANUMSP,DICRA8,Dicranum,,,2011
WDI6,2,EMPNIG,EMNI,Empetrum,nigrum,,2011
WDI6,2,HYLSPL,HYSP70,Hylocomium,splendens,,2011
WDI6,2,LINBOR,LIBO3,Linnaea,borealis,,2011
WDI6,2,LYCDEN,LYDE,Lycopodium,dendroideum,,2011
WDI6,2,MOELAT,MOLA6,Moehringia,lateriflora,,2011
WDI6,1,PEDLAB,PELA,Pedicularis,labradorica,,2011
WDI6,2,PELAPH,PEAP60,Peltigera,aphthosa,,2011
WDI6,2,PELLEU,PELE61,Peltigera,leucophlebia,,2011
WDI6,2,PELMAL,PEMA60,Peltigera,malacea,,2011
WDI6,2,PELRUF,PERU60,Peltigera,rufescens,,2011
WDI6,2,PICGLA,PIGL,Picea,glauca,,2011
WDI6,2,PICMAR,PIMA,Picea,mariana,,2011
WDI6,2,PLESCH,PLSC70,Pleurozium,schreberi,,2011
WDI6,2,POHCRU,POCR15,Pohlia,cruda,,2011
WDI6,2,POLSTR,POST70,Polytrichum,strictum,,2011
WDI6,2,POPBAL,POBAB2,Populus,balsamifera,ssp. balsamifera,2011
WDI6,8,POPTRE,POTR5,Populus,tremuloides,,2011
WDI6,2,PTICRI,PTCR70,Ptilium,crista-castrensis,,2011
WDI6,2,ROSACI,ROAC,Rosa,acicularis,,2011
WDI6,2,VACULI,VAUL,Vaccinium,uliginosum,,2011
WDI6,2,VACVIT,VAVI,Vaccinium,vitis-idaea,,2011
YRM1,4,ALNVIR,ALVIF,Alnus,viridis,ssp. fruticosa,2001
YRM1,4,AULPAL,AUPA70,Aulacomnium,palustre,,2001
YRM1,7,AULTUR,AUTU70,Aulacomnium,turgidum,,2001
YRM1,2,BETNEO,BENE4,Betula,neoalaskana,,2001
YRM1,3,CALCAN,CACA4,Calamagrostis,canadensis,,2001
YRM1,2,CETISL,CEIS60,Cetraria,islandica,,2001
YRM1,2,CLAAMA,CLAM60,Cladonia,amaurocraea,,2001
YRM1,5,CLAARB,CLAR60,Cladina,arbuscula,,2001
YRM1,2,CLACOR,CLCO19,Cladonia,cornuta,,2001
YRM1,2,CLACRI,CLCR5,Cladonia,crispata,,2001
YRM1,2,CLAGRA,CLGR13,Cladonia,gracilis,,2001
YRM1,3,CLARAN,CLRA60,Cladina,rangiferina,,2001
YRM1,2,CLASTE,CLST60,Cladina,stellaris,,2001
YRM1,3,CLASTY,CLST5,Cladina,stygia,,2001
YRM1,2,DICUND,DIUN8,Dicranum,undulatum,,2001
YRM1,2,EMPNIG,EMNI,Empetrum,nigrum,,2001
YRM1,2,EQUSCI,EQSC,Equisetum,scirpoides,,2001
YRM1,2,EQUSYL,EQSY,Equisetum,sylvaticum,,2001
YRM1,2,FLACUC,FLCU,Flavocetraria,cucullata,,2001
YRM1,7,HYLSPL,HYSP70,Hylocomium,splendens,,2001
YRM1,6,LEDGRO,LEGR,Ledum,groenlandicum,,2001
YRM1,2,LEDPAL,LEPAD,Ledum,palustre,ssp. decumbens,2001
YRM1,2,MERPAN,MEPA,Mertensia,paniculata,,2001
YRM1,2,ORTSEC,ORSE,Orthilia,secunda,,2001
YRM1,2,PELLEU,PELE61,Peltigera,leucophlebia,,2001
YRM1,2,PELMAL,PEMA60,Peltigera,malacea,,2001
YRM1,2,PELSCA,PESC60,Peltigera,scabrosa,,2001
YRM1,2,PETFRI,PEFR5,Petasites,frigidus,,2001
YRM1,8,PICMAR,PIMA,Picea,mariana,,2001
YRM1,3,PLESCH,PLSC70,Pleurozium,schreberi,,2001
YRM1,2,POLJUN,POJU70,Polytrichum,juniperinum,,2001
YRM1,2,ROSACI,ROAC,Rosa,acicularis,,2001
YRM1,2,RUBCHA,RUCH,Rubus,chamaemorus,,2001
YRM1,2,SALPUL,SAPU15,Salix,pulchra,,2001
YRM1,2,SAUANG,SAAN3,Saussurea,angustifolia,,2001
YRM1,5,SPHGIR,SPGI70,Sphagnum,girgensohnii,,2001
