Site,Core,Bag,Top_cm,Bottom_cm,Horizon1,Horizon2,SiteAge,BurnYear,AvgPithYear,Orientation,Date_processed,Date_sampled,Burned,Ice1,Ice2,Ice_cm,Macrofossil_bag,Roots,Color,Texture,BagID_A,BagID_B,Bag_mass_g,Wet_g,Dry_g,%SoilMoisture,Thickness_cm,Diameter_cm,Height_cm,Volume_cm3,BulkDensity_g/cm3,Comments
TKN0040,2,5,124.6,127.7,A,H,Mature,NA,1834,Vertical,12/11/15 2:37,4/10/15,No,Pnv,Onv,0,M268,NA,2.5y 3/1,SiL,2094,2095,4.926,66.11,20.55,74.46,3.1,7.2,3.5,60.9,0.256650337,
TKN0040,2,5,127.7,130.7,A,NA,Mature,NA,1834,NA,12/11/15 2:39,4/10/15,No,Piv,NA,0.1,NA,NA,2.5y 3/1,SiL,2096,2097,4.955,70,34.347,54.81,3,7,3.7,61.9,0.474642676,
TKN0040,2,5,130.7,131.8,B,NA,Mature,NA,1834,NA,12/11/15 2:43,4/10/15,No,Piv,NA,0,M269,NA,2.5y 3/1,SiC,2098,2099,4.951,21.426,11.202,62.06,1.1,NA,NA,NA,NA,
TKN0040,2,6,131.8,133.6,B,NA,Mature,NA,1834,NA,12/11/15 2:44,4/10/15,No,Bhc,Piv,0.5,NA,NA,2.5y 3/2,SiCL,2100,2101,4.949,35.698,16.039,63.93,1.8,NA,NA,NA,NA,
TKN0040,2,6,133.6,136.6,B,NA,Mature,NA,1834,NA,12/11/15 4:24,4/10/15,No,Pim,NA,0.2,NA,NA,2.5y 3/2,SiL,2102,2103,4.938,79.876,40.542,52.49,3,7.1,3.5,58.3,0.61046329,
TKN0040,2,6,136.6,139.5,B,NA,Mature,NA,1834,NA,12/11/15 4:26,4/10/15,No,Vuc,Pif,0.3,NA,NA,2.5y 3/2,SiL,2104,2105,4.947,76.595,36.777,55.57,2.9,7.2,3.6,59.0,0.539155155,
TKN0040,2,6,139.5,142.3,B,NA,Mature,NA,1834,NA,12/11/15 4:28,4/10/15,No,Bhl,Vum,0.6,NA,NA,2.5y 3/2,SiL,2106,2107,5.003,64.124,26.104,64.31,2.8,NA,NA,NA,NA,
TKN0040,2,7,142.3,144.6,I,NA,Mature,NA,1834,NA,12/11/15 4:30,4/10/15,No,Bhe,NA,2.3,NA,NA,2.5y 3/2,SiL,2108,2109,5.019,34.759,6.702,94.34,2.3,NA,NA,NA,NA,
TKN0040,2,7,144.6,147.6,B,NA,Mature,NA,1834,NA,12/11/15 4:33,4/10/15,No,Pif,Vuf,0.1,NA,NA,2.5y 3/2,SiL,2110,2111,5.028,75.657,30.9,63.37,3,7.1,3.6,60.5,0.427969919,
TKN0040,2,7,147.6,150.8,B,NA,Mature,NA,1834,NA,12/11/15 4:35,4/10/15,No,Pif,Vuf,0.1,NA,NA,2.5y 3/2,SiL,2112,2113,5.062,82.146,37.376,58.08,3.2,7.1,3.5,62.2,0.519424891,
TKN0040,2,7,150.8,153.7,B,NA,Mature,NA,1834,NA,12/11/15 4:40,4/10/15,No,Pif,Vuf,0.1,NA,NA,2.5y 3/2,SiCL,2114,2115,5.054,77.397,38.558,53.69,2.9,7.2,3.6,59.0,0.567510346,
TKN0040,2,7,153.8,157,B,NA,Mature,NA,1834,NA,12/11/15 4:41,4/10/15,No,Pif,Vuf,0.1,NA,NA,2.5y 3/2,SiL,2116,2117,5.042,78.247,42.388,48.98,3.2,NA,NA,NA,NA,
TKN0040,3,1,0,2.2,L,NA,Mature,NA,1834,NA,12/12/15 1:16,4/10/15,No,Standing water,NA,0,NA,NA,NA,NA,2118,2119,5.018,30.23,5.506,98.06,2.2,NA,NA,NA,NA,"Core from emergent zone of a pond. Top of core with some individual sphagna stalks and lots of litter. First 20 cm frozen standing water, not PF."
TKN0040,3,1,2.2,5.1,L,NA,Mature,NA,1834,NA,12/12/15 2:01,4/10/15,No,Standing water,NA,0,NA,NA,NA,NA,2120,2121,4.996,54.459,5.27,99.45,2.9,NA,NA,NA,NA,
TKN0040,3,1,5.1,8.1,D,NA,Mature,NA,1834,NA,12/12/15 2:03,4/10/15,No,Standing water,NA,0,M270,NA,NA,NA,2122,2123,4.992,56.068,5.332,99.33,3,7.1,3.6,60.5,0.005624218,
TKN0040,3,1,8.1,10.2,D,NA,Mature,NA,1834,NA,12/12/15 2:05,4/10/15,No,Standing water,NA,0,NA,1v,NA,NA,2124,2125,5.005,39.403,5.397,98.86,2.1,NA,NA,NA,NA,
TKN0040,3,2,10.2,11.8,D,NA,Mature,NA,1834,NA,12/12/15 2:06,4/10/15,No,Standing water,NA,0,NA,1v,NA,NA,2126,2127,5.035,28.789,5.244,99.12,1.6,NA,NA,NA,NA,
TKN0040,3,2,11.8,15.2,D,NA,Mature,NA,1834,NA,12/12/15 2:07,4/10/15,No,Standing water,NA,0,NA,2v,NA,NA,2128,2129,5.001,63.632,5.826,98.59,3.4,6.9,3.4,62.4,0.013222253,
TKN0040,3,2,15.2,18.3,D,NA,Mature,NA,1834,NA,12/12/15 2:09,4/10/15,No,Standing water,NA,0,NA,3v,NA,NA,2130,2131,5.007,62.576,5.773,98.67,3.1,7.1,3.7,64.7,0.011845117,
TKN0040,3,2,18.3,21.5,D,NA,Mature,NA,1834,NA,12/12/15 2:10,4/10/15,No,Standing water,NA,0,NA,3v,NA,NA,2132,2133,5.015,62.41,5.648,98.90,3.2,7.1,3.5,62.2,0.010175031,
TKN0040,3,2,21.5,24.7,D,NA,Mature,NA,1834,NA,12/12/15 2:11,4/10/15,No,Standing water,NA,0,NA,3v,NA,NA,2134,2135,5.016,57.655,5.922,98.28,3.2,7,3.5,61.6,0.014713712,
TKN0040,3,2,24.7,27.8,D,NA,Mature,NA,1834,NA,12/12/15 2:13,4/10/15,No,Onv,NA,0,NA,2v,NA,NA,2136,2137,5,60.847,6.18,97.89,3.1,7,3.5,59.7,0.019781734,
TKN0040,3,2,27.8,30.9,D,NA,Mature,NA,1834,NA,12/12/15 2:15,4/10/15,No,Onv,NA,0,NA,2v,NA,NA,2138,2139,4.995,67.197,6.525,97.54,3.1,7.1,3.7,64.7,0.023659308,
TKN0040,3,2,30.9,34.1,D,NA,Mature,NA,1834,NA,12/12/15 2:18,4/10/15,No,Onv,NA,0,NA,2v,NA,NA,2140,2141,5.004,65.376,6.485,97.55,3.2,7.1,3.6,64.5,0.022967281,
TKN0040,3,2,34.1,37.5,D,NA,Mature,NA,1834,NA,12/12/15 2:19,4/10/15,No,Onv,NA,0,NA,2v,NA,NA,2142,2143,4.999,63.541,6.609,97.25,3.4,7,3.4,63.0,0.025537723,
TKN0040,3,2,37.5,40.6,D,NA,Mature,NA,1834,NA,12/12/15 2:21,4/10/15,No,Onv,NA,0,NA,2v,NA,NA,2144,2145,4.956,48.177,6.586,96.23,3.1,NA,NA,NA,NA,
TKN0040,3,3,40.6,42.8,D,NA,Mature,NA,1834,NA,12/12/15 2:36,4/10/15,No,Onv,NA,0,NA,2v,NA,NA,2146,2147,4.971,36.621,6.298,95.81,2.2,NA,NA,NA,NA,
TKN0040,3,3,42.8,45.8,D,NA,Mature,NA,1834,NA,12/12/15 2:38,4/10/15,No,Onv,NA,0,NA,1v,NA,NA,2148,2149,4.975,60.223,7.695,95.08,3,7.5,3.7,65.1,0.041754292,
TKN0040,3,3,45.8,49,D,NA,Mature,NA,1834,NA,12/12/15 2:41,4/10/15,No,Onv,NA,0,NA,1v,NA,NA,2150,2151,4.969,64.425,8.123,94.70,3.2,7.3,3.6,65.8,0.047934423,
TKN0040,3,3,49,52.3,M,NA,Mature,NA,1834,NA,12/12/15 2:43,4/10/15,No,Onv,NA,0,M271,NA,NA,NA,2152,2153,4.96,71.932,9.92,92.59,3.3,7.4,3.9,75.8,0.065396113,
TKN0040,3,3,52.3,55.6,M,NA,Mature,NA,1834,NA,12/12/15 2:44,4/10/15,No,Onv,NA,0,NA,NA,NA,NA,2154,2155,5.002,66.881,8.895,93.71,3.3,7.3,3.7,70.3,0.055405845,
TKN0040,3,3,55.6,58.9,M,NA,Mature,NA,1834,NA,12/12/15 2:45,4/10/15,No,Onv,NA,0,NA,NA,NA,NA,2156,2157,4.999,74.131,9.496,93.50,3.3,7.3,3.8,72.7,0.06188132,
TKN0040,3,3,58.9,61.9,M,NA,Mature,NA,1834,NA,12/12/15 2:47,4/10/15,No,Onv,NA,0,NA,NA,NA,NA,2158,2159,4.998,66.546,8.25,94.72,3,7.3,3.8,66.1,0.04922434,
TKN0040,3,3,61.9,65.5,M,NA,Mature,NA,1834,NA,12/12/15 2:49,4/10/15,No,Onv,NA,0,NA,NA,NA,NA,2160,2161,4.981,68.078,6.6,97.43,3.6,NA,NA,NA,NA,
TKN0040,3,4,65.5,67.3,M,NA,Mature,NA,1834,NA,12/12/15 2:50,4/10/15,No,Oie,NA,1.8,NA,NA,NA,NA,2162,2163,4.942,32.119,6.227,95.27,1.8,NA,NA,NA,NA,Very ice rich
TKN0040,3,4,67.3,70.2,M,I,Mature,NA,1834,Vertical,12/12/15 4:41,4/10/15,No,Oil,Mis,2.9,NA,NA,NA,NA,2164,2165,4.956,54.905,6.069,97.77,2.9,7.2,3.4,54.9,0.020286912,Very ice rich. Ice runs diagonally through core.
TKN0040,3,4,70.2,73.2,M,I,Mature,NA,1834,Vertical,12/12/15 4:48,4/10/15,No,Oil,Mis,2.8,NA,NA,NA,NA,2166,2167,4.971,53.144,6.465,96.90,3,7.2,3.4,56.8,0.026323772,Very ice rich. Ice runs diagonally through core.
TKN0040,3,4,73.2,76.3,M,NA,Mature,NA,1834,NA,12/12/15 4:50,4/10/15,No,Oil,NA,0.6,NA,NA,NA,NA,2168,2169,4.956,60.507,8.299,93.98,3.1,7.3,3.6,63.7,0.052445772,Very ice rich
TKN0040,3,4,76.3,79.7,M,NA,Mature,NA,1834,NA,12/12/15 4:52,4/10/15,No,Oil,NA,0.7,NA,NA,NA,NA,2170,2171,4.965,44.349,7.001,94.83,3.4,NA,NA,NA,NA,Break
TKN0040,3,4,79.7,82,M,NA,Mature,NA,1834,NA,12/12/15 4:54,4/10/15,No,Oil,NA,0.8,NA,NA,NA,NA,2172,2173,4.961,35.27,6.464,95.04,2.3,NA,NA,NA,NA,Break
TKN0040,3,4,82,85,M,NA,Mature,NA,1834,NA,12/12/15 4:55,4/10/15,No,Oic,NA,0.4,NA,NA,NA,NA,2174,2175,4.969,59.667,7.614,95.16,3,7.4,3.7,64.5,0.040999739,
TKN0040,3,4,85,88.1,M,NA,Mature,NA,1834,NA,12/12/15 4:58,4/10/15,No,Oim,NA,0.2,NA,NA,NA,NA,2176,2177,4.953,62.612,7.42,95.72,3.1,7.3,3.7,66.0,0.037375979,
TKN0040,3,4,88.1,91.1,M,NA,Mature,NA,1834,NA,12/12/15 4:59,4/10/15,No,Oim,NA,0.2,NA,NA,NA,NA,2178,2179,4.986,61.698,8.585,93.65,3,7.4,3.8,66.7,0.053931876,
TKN0040,3,4,91.1,94.1,M,NA,Mature,NA,1834,NA,12/12/15 5:02,4/10/15,No,Oim,NA,0.2,NA,NA,NA,NA,2180,2181,4.974,62.083,8.659,93.55,3,7.3,3.7,63.9,0.057690109,
TKN0040,3,4,94.1,97.1,M,NA,Mature,NA,1834,NA,12/12/15 5:03,4/10/15,No,Oil,NA,0.6,NA,NA,NA,NA,2182,2183,4.953,63.291,7.963,94.84,3,7.2,3.8,65.4,0.046031265,
TKN0040,3,4,97.1,100.1,M,NA,Mature,NA,1834,NA,12/12/15 5:05,4/10/15,No,Oie,NA,1.1,NA,NA,NA,NA,2184,2185,4.944,64.463,8.509,94.01,3,7.3,3.8,66.1,0.053962107,Cool larch cone in core
TKN0040,3,4,100.1,103.1,M,NA,Mature,NA,1834,Vertical,12/12/15 5:07,4/10/15,No,Oil,NA,0.6,NA,NA,NA,NA,2186,2187,4.978,55.295,7.668,94.65,3,7.4,3.5,60.1,0.044777534,Cool larch cone in core
TKN0040,3,4,103.1,106.2,M,I,Mature,NA,1834,Vertical,12/12/15 5:09,4/10/15,No,Oil,Mns,2.5,NA,NA,NA,NA,2188,2189,4.999,58.83,7.488,95.38,3.1,7.1,3.6,62.5,0.039844437,Ice runs diagonally.
TKN0040,3,4,106.2,110.2,M,I,Mature,NA,1834,Vertical,12/12/15 5:12,4/10/15,No,Oil,Mns,4,NA,NA,NA,NA,2190,2191,4.995,61.486,6.141,97.97,4,NA,NA,NA,NA,Ice runs diagonally
TKN0040,3,5,110.2,113.8,M,I,Mature,NA,1834,Vertical,1/14/16 15:38,4/10/15,No,Oie,Mic,3.6,M272,NA,NA,NA,2192,2193,4.959,69.171,5.809,98.68,3.6,NA,NA,NA,NA,Ice is 3.4cm wide
TKN0040,3,5,113.8,117.4,M,I,Mature,NA,1834,Vertical,1/14/16 15:43,4/10/15,No,Oie,Mic,3.6,NA,NA,NA,NA,2194,2195,4.988,75.376,6.507,97.84,3.6,7.4,3.8,80.1,0.018968815,Ice is 3.1cm wide
TKN0040,3,5,117.4,120.7,M,I,Mature,NA,1834,Vertical,1/14/16 15:44,4/10/15,No,Oie,Mic,3.3,NA,NA,NA,NA,2196,2197,4.988,64.847,6.214,97.95,3.3,NA,NA,NA,NA,Ice is 3.0cm wide
TKN0040,3,6,120.7,126.1,I,M,Mature,NA,1834,Vertical,1/14/16 15:45,4/10/15,No,Mic,Oie,5.4,NA,NA,NA,NA,2198,2199,5.001,101.227,6.278,98.67,5.4,NA,NA,NA,NA,Ice is 6.0cm wide
TKN0040,3,7,126.1,130.1,I,M,Mature,NA,1834,Vertical,1/14/16 15:48,4/10/15,No,Mic,Oie,4,NA,NA,NA,NA,2200,2201,5.04,53.805,5.46,99.14,4,NA,NA,NA,NA,Ice is 5.2cm wide
TKN0040,3,7,130.1,133.5,M,I,Mature,NA,1834,Vertical,1/14/16 15:53,4/10/15,No,Oie,Miw,3.4,NA,NA,NA,NA,2202,2203,4.967,67.584,5.683,98.86,3.4,7.3,3.7,72.4,0.009890522,Ice is 3.5cm wide
TKN0040,3,7,133.5,136.5,M,I,Mature,NA,1834,Vertical,1/14/16 15:54,4/10/15,No,Oie,Mii,3,NA,NA,NA,NA,2204,2205,4.975,57.81,5.477,99.05,3,7.3,3.7,63.9,0.007859005,"Ice is 3.8cm wide, Soil inclusions are sphagnum peat"
TKN0040,3,7,136.5,139.2,M,I,Mature,NA,1834,Vertical,1/14/16 15:55,4/10/15,No,Oie,Mii,2.1,NA,NA,NA,NA,2206,2207,4.984,53.681,5.716,98.50,2.7,7.4,3.6,56.1,0.013056603,"Ice is 2.1cm wide, Soil inclusions are sphagnum peat"
TKN0040,3,7,139.2,141.6,M,NA,Mature,NA,1834,NA,1/14/16 15:55,4/10/15,No,Oim,NA,0.3,NA,NA,NA,NA,2208,2209,4.997,48.159,6.731,95.98,2.4,7.3,3.6,49.3,0.035137726,
TKN0040,3,7,141.6,144.4,M,NA,Mature,NA,1834,NA,1/14/16 15:56,4/10/15,No,Oil,NA,0.7,NA,NA,NA,NA,2210,2211,4.983,54.984,6.775,96.42,2.8,7.4,3.7,60.2,0.029761626,
TKN0040,3,7,144.4,148.3,I,M,Mature,NA,1834,Vertical,1/14/16 15:57,4/10/15,No,Mis,Oie,3.9,NA,NA,NA,NA,2212,2213,4.976,74.591,5.719,98.93,3.9,7.4,3.6,81.0,0.009175021,Ice is 5.0cm wide. Soil inclusions are sphagnum peat
TKN0040,3,7,148.3,152.2,I,NA,Mature,NA,1834,NA,1/14/16 15:59,4/10/15,No,Mis,NA,3.9,NA,NA,NA,NA,2214,2215,5.003,75.52,5.176,99.75,3.9,7.3,3.7,83.0,0.002083371,Soil inclusions are sphagnum peat
TKN0040,3,7,152.2,154.6,I,NA,Mature,NA,1834,NA,1/14/16 15:59,4/10/15,No,Mis,NA,2.4,NA,NA,NA,NA,2216,2217,4.985,42.012,5.121,99.63,2.4,NA,NA,NA,NA,Soil inclusions are sphagnum peat
TKN0040,3,8,154.6,157.2,M,I,Mature,NA,1834,Vertical,1/14/16 16:58,4/10/15,No,Oil,Mii,2.1,NA,NA,NA,NA,2218,2219,5.012,46.476,5.755,98.21,2.6,NA,NA,NA,NA,Soil inclusions are sphagnum peat
TKN0040,3,8,157.2,159.6,M,NA,Mature,NA,1834,NA,1/14/16 17:04,4/10/15,No,Oil,NA,0.8,NA,NA,NA,NA,2220,2221,4.999,50.069,6.866,95.86,2.4,7.5,3.8,53.9,0.034629,
TKN0040,3,8,159.6,162.6,M,I,Mature,NA,1834,Vertical,1/14/16 17:05,4/10/15,No,Oil,Mii,3,NA,NA,NA,NA,2222,2223,4.953,60.209,7.571,95.26,3,7.4,3.8,66.7,0.039231356,Soil inclusions are sphagnum peat
TKN0040,3,8,162.6,165.6,I,NA,Mature,NA,1834,NA,1/14/16 17:05,4/10/15,No,Mii,NA,3,NA,NA,NA,NA,2224,2225,4.991,52.674,5.575,98.78,3,NA,NA,NA,NA,Soil inclusions are sphagnum peat
TKN0040,3,8,165.6,168.7,I,NA,Mature,NA,1834,NA,1/14/16 17:06,4/10/15,No,Mii,NA,3.1,NA,NA,NA,NA,2226,2227,5.005,57.034,5.203,99.62,3.1,7.3,3.4,59.2,0.003343441,
TKN0040,3,8,168.7,171.5,I,M,Mature,NA,1834,Horizontal,1/14/16 17:07,4/10/15,No,Mii,Oie,2.5,NA,NA,NA,NA,2228,2229,4.989,52.998,5.492,98.95,2.8,7.4,3.6,58.1,0.008651528,Soil inclusions are sphagnum peat
TKN0040,3,8,171.5,174.5,M,NA,Mature,NA,1834,NA,1/14/16 17:08,4/10/15,No,Oim,NA,0.2,NA,NA,NA,NA,2230,2231,4.97,59.117,7.312,95.67,3,7.4,3.8,66.7,0.03509543,
TKN0040,3,8,174.5,177.5,M,NA,Mature,NA,1834,NA,1/14/16 17:08,4/10/15,No,Oim,NA,0.2,NA,NA,NA,NA,2232,2233,4.962,58.861,7.341,95.59,3,7.4,3.7,64.5,0.036876514,
TKN0040,3,8,177.5,180.7,M,NA,Mature,NA,1834,NA,1/14/16 17:09,4/10/15,No,Oic,NA,0.4,NA,NA,NA,NA,2234,2235,4.953,61.387,7.981,94.63,3.2,7.4,3.6,66.4,0.045571022,
TKN0040,3,8,180.7,182.7,M,NA,Mature,NA,1834,NA,1/14/16 17:09,4/10/15,No,Oic,NA,0.4,NA,NA,NA,NA,2236,2237,4.92,36.532,6.595,94.70,2,NA,NA,NA,NA,
TKN0040,3,9,182.7,184.9,M,NA,Mature,NA,1834,NA,1/14/16 17:32,4/10/15,No,Oif,NA,0.1,NA,NA,NA,NA,2238,2239,4.918,41.682,6.875,94.68,2.2,NA,NA,NA,NA,
TKN0040,3,9,184.9,187.9,M,NA,Mature,NA,1834,NA,1/14/16 17:41,4/10/15,No,Oim,NA,0.3,NA,NA,NA,NA,2240,2241,4.862,57.751,7.535,94.95,3,7.3,3.7,63.9,0.041846855,
TKN0040,3,9,187.9,190.8,M,NA,Mature,NA,1834,NA,1/14/16 17:41,4/10/15,No,Oif,NA,0.1,NA,NA,NA,NA,2242,2243,4.909,57.403,8.514,93.13,2.9,7.4,3.6,60.2,0.059867366,
TKN0040,3,9,190.8,194.1,M,NA,Mature,NA,1834,NA,1/14/16 17:42,4/10/15,No,Oim,NA,0.3,NA,NA,NA,NA,2244,2245,4.906,63.872,8.571,93.78,3.3,7.4,3.6,68.5,0.053486344,
TKN0040,3,9,194.1,197.1,M,NA,Mature,NA,1834,NA,1/14/16 17:42,4/10/15,No,Oic,NA,0.5,NA,NA,NA,NA,2246,2247,4.927,63.68,8.703,93.57,3,7.4,3.6,62.3,0.060616884,Larch cone 
TKN0040,3,9,197.1,199.9,M,NA,Mature,NA,1834,NA,1/14/16 17:43,4/10/15,No,Oic,NA,0.5,NA,NA,NA,NA,2248,2249,4.948,56.288,8.439,93.20,2.8,7.4,3.8,62.3,0.056050146,Larch cone
TKN0040,3,9,199.9,203.1,M,NA,Mature,NA,1834,NA,1/14/16 17:43,4/10/15,No,Oim,NA,0.3,M273,NA,NA,NA,2250,2251,4.946,66.707,9.335,92.89,3.2,7.2,3.8,69.7,0.062925007,
TKN0040,3,9,203.1,205.6,M,NA,Mature,NA,1834,NA,1/14/16 17:44,4/10/15,No,Oim,NA,0.5,NA,NA,NA,NA,2252,2253,4.968,50.218,8.615,91.94,2.5,7.4,3.6,51.9,0.070255225,
TKN0040,3,9,205.6,208.4,M,NA,Mature,NA,1834,NA,1/14/16 17:44,4/10/15,No,Oil,NA,0.9,NA,NA,NA,NA,2254,2255,4.99,56.999,7.826,94.55,2.8,7.3,3.7,59.6,0.047570018,
TKN0040,3,9,208.4,210.6,I,M,Mature,NA,1834,Horizontal,1/14/16 17:45,4/10/15,No,Mis,Oil,2.2,NA,NA,NA,NA,2256,2257,4.957,33.741,5.581,97.83,2.2,NA,NA,NA,NA,
TKN0131,1,1,0,3.8,L,F,Mature,NA,1839,Horizontal,3/17/16 3:16,4/3/15,No,Onv,NA,0,M450,2v,NA,NA,3312,3313,4.925,22.697,7.926,83.11,3.8,NA,NA,NA,NA,
TKN0131,1,1,3.8,7.1,F,NA,Mature,NA,1839,NA,3/17/16 3:24,4/3/15,No,Onv,NA,0,NA,3v,NA,NA,3314,3315,4.934,24.028,7.965,84.13,3.3,NA,NA,NA,NA,
TKN0131,1,1,7.1,12.1,M,NA,Mature,NA,1839,NA,3/17/16 3:25,4/3/15,No,Onv,NA,0,M451,3v,NA,NA,3316,3317,4.991,22.761,9.069,77.05,5,NA,NA,NA,NA,
TKN0131,1,1,12.1,16.4,M,NA,Mature,NA,1839,NA,3/17/16 3:26,4/3/15,No,Onv,NA,0,NA,2v,NA,NA,3318,3319,4.977,34.9,11.329,78.77,4.3,NA,NA,NA,NA,
TKN0131,1,2,16.4,18.5,M,NA,Mature,NA,1839,NA,3/17/16 3:29,4/3/15,No,Onv,NA,0,NA,2v,NA,NA,3320,3321,4.959,28.089,9.081,82.18,2.1,NA,NA,NA,NA,
TKN0131,1,2,18.5,21.5,H,M,Mature,NA,1839,,3/17/16 3:30,4/3/15,Yes,Onv,NA,0,M452,2v,NA,NA,3322,3323,4.971,57.071,14.833,81.07,3,7.5,3.8,67.4,0.14633581,"Possibly not burned, check if it is actually charcoal. "
TKN0131,1,2,21.5,26.4,H,NA,Mature,NA,1839,NA,3/17/16 3:32,4/3/15,Yes,Onv,NA,0,M453,2v,NA,NA,3324,3325,4.966,68.925,19.951,76.57,4.9,NA,NA,NA,NA,"Possibly not burned, check if it is actually charcoal. "
TKN0131,1,3,26.4,30.1,H,NA,Mature,NA,1839,NA,3/17/16 3:33,4/3/15,No,Onv,NA,0,NA,2v,NA,NA,3326,3327,4.979,47.121,16.23,73.30,3.7,NA,NA,NA,NA,
TKN0131,1,3,30.1,33.2,H,A,Mature,NA,1839,Horizontal,3/17/16 3:46,4/3/15,Yes,Pnv,Vum,0.2,See notes,2v,2.5y 3/2,SiL,3328,3329,4.965,80.324,37.45,56.89,3.1,NA,NA,NA,NA,"Charcoal is in M463, A layer mineral is in M454"
TKN0131,1,3,33.2,36.3,B,H,Mature,NA,1839,Vertical,3/17/16 3:48,4/3/15,No,Pnv,Vum,0.2,M455,2v,2.5y 4/2,SiCL,3330,3331,4.968,110.687,76.174,32.65,3.1,7.4,3.8,69.0,1.032618331,Gold mottling
TKN0131,1,3,36.3,39.5,B,H,Mature,NA,1839,Vertical,3/17/16 3:49,4/3/15,No,Pnv,Vum,0.2,NA,1v,2.5y 4/2,SiC,3332,3333,5.006,128.059,96.593,25.57,3.2,7.4,3.8,71.2,1.286674784,Gold mottling
TKN0131,1,3,39.5,44.2,B,I,Mature,NA,1839,Horizontal,3/17/16 3:51,4/3/15,Yes,Pnv,Mvs,1.8,M464,1v,2.5y 4/2,SiCL,3334,3335,5.007,142.916,97.071,33.24,4.7,NA,NA,NA,NA,Humic thin layer running through. Gold mottling
TKN0131,1,4,44.2,46.4,I,NA,Mature,NA,1839,NA,3/17/16 5:01,4/3/15,No,Mvs,NA,2.2,NA,1v,2.5y 4/2,SiCL,3336,3337,4.971,34.513,6.86,93.61,2.2,NA,NA,NA,NA,Soil inclusions are mineral
TKN0131,1,4,46.4,49.3,I,NA,Mature,NA,1839,NA,3/17/16 5:08,4/3/15,No,Mvs,NA,2.9,NA,NA,2.5y 3/2,SiCL,3338,3339,4.97,60.378,8.447,93.72,2.9,7.1,3.6,58.4,0.059499209,Soil inclusions are mineral
TKN0131,1,4,49.3,52.4,I,NA,Mature,NA,1839,NA,3/17/16 5:09,4/3/15,No,Mvs,NA,3.1,NA,NA,2.5y 4/2,SiCL,3340,3341,4.968,66.875,15.347,83.23,3.1,7.2,3.6,63.1,0.164463277,Soil inclusions are mineral
TKN0131,1,4,52.4,57,I,NA,Mature,NA,1839,NA,3/17/16 5:10,4/3/15,No,Mvs,NA,4.6,NA,NA,2.5y 4/2,SiCL,3342,3343,4.965,76.358,9.843,93.17,4.6,NA,NA,NA,NA,Soil inclusions are mineral
TKN0131,1,5,57,60.5,B,I,Mature,NA,1839,Horizontal,3/17/16 5:13,4/3/15,No,Apf,Mvs,3.3,NA,NA,2.5y 4/2,SiCL,3344,3345,4.963,52.616,16.91,74.93,3.5,NA,NA,NA,NA,Soil inclusions are mineral. Gold mottling
TKN0131,1,5,60.5,63.6,B,NA,Mature,NA,1839,NA,3/17/16 5:15,4/3/15,No,Apm,Vum,0.2,NA,NA,2.5y 4/2,SiCL,3346,3347,4.99,92.93,43.887,55.77,3.1,7.4,3.8,69.0,0.564078241,Gold mottling
TKN0131,1,5,63.6,66.4,B,NA,Mature,NA,1839,NA,3/17/16 5:18,4/3/15,No,Lwf,Vum,0.2,NA,NA,2.5y 4/2,SiCL,3348,3349,4.989,85.949,41.459,54.95,2.8,7.3,3.8,61.7,0.591464052,Gold mottling 
TKN0131,1,5,66.4,69.3,B,NA,Mature,NA,1839,NA,3/17/16 5:20,4/3/15,No,Lwf,Vum,0.2,NA,NA,2.5y 3/2,SiCL,3350,3351,4.954,87.844,42.534,54.66,2.9,7.4,3.8,64.5,0.582564092,Thin layer of humic through the middle. Gold mottling. 
TKN0131,1,5,69.3,70.6,B,NA,Mature,NA,1839,NA,3/17/16 5:25,4/3/15,No,Lwf,NA,0.1,NA,NA,2.5y 4/2,SiCL,3352,3353,4.981,27.046,15.209,53.65,1.3,NA,NA,NA,NA,Thin layer of humic at the edge. Gold mottling 
TKN0131,1,6,70.6,72.4,B,NA,Mature,NA,1839,NA,3/17/16 5:26,4/3/15,No,Lwf,NA,0.1,NA,NA,2.5y 4/2,SiCL,3354,3355,5.044,36.434,18.502,57.13,1.8,NA,NA,NA,NA,Gold mottling
TKN0131,1,6,72.4,75.2,B,NA,Mature,NA,1839,NA,3/17/16 5:28,4/3/15,Yes,Apc,Lwf,1.8,M465,NA,2.5y 4/2,SiCL,3356,3357,5.003,81.323,30.402,66.72,2.8,7.3,4.1,67.8,0.374782017,Thin layer of humic in the middle. Gold mottling
TKN0131,1,6,75.2,78.3,B,NA,Mature,NA,1839,NA,3/17/16 5:30,4/3/15,Yes,Bhl,Lwf,0.8,M466,NA,2.5y 3/2,SiCL,3358,3359,4.995,84.471,31.777,66.30,3.1,7.2,3.9,69.8,0.383715213,2 bands of bedded ice same thickness. Thin layer of humic through the middle
TKN0131,1,6,78.3,81.3,B,NA,Mature,NA,1839,NA,3/17/16 5:31,4/3/15,Yes,Lwf,Abl,0.6,M467,NA,2.5y 4/2,SiCL,3360,3361,4.989,92.066,47.445,51.24,3,7.3,3.8,66.1,0.642641018,Thin layer of humic running through. Gold mottling
