Site,Core,Bag,Top_cm,Bottom_cm,Horizon1,Horizon2,SiteAge,BurnYear,AvgPithYear,Orientation,Date_processed,Date_sampled,Burned,Ice1,Ice2,Ice_cm,Macrofossil_bag,Roots,Color,Texture,BagID_A,BagID_B,Bag_mass_g,Wet_g,Dry_g,%SoilMoisture,Thickness_cm,Diameter_cm,Height_cm,Volume_cm3,BulkDensity_g/cm3,Comments
TKN0131,1,6,81.3,85.4,B,I,Mature,NA,1839,Horizontal,3/17/16 5:33,4/3/15,Yes,Lwf,Mns,1.4,M468,NA,2.5y 4/2,SiCL,3362,3363,4.94,104.086,49.239,55.32,4.1,NA,NA,NA,NA,Thin layer of humic running through
TKN0131,2,1,0,2.3,L,F,Mature,NA,1839,Horizontal,3/14/16 6:57,4/3/15,No,Onv,NA,0,M441,3v,NA,NA,3252,3253,4.984,32.848,10.373,80.66,2.3,NA,NA,NA,NA,"Core segment measurements in field, slightly off. Living moss layer smashed, not accurate thickness. ~0.5 - 1cm?"
TKN0131,2,1,2.3,5.7,M,NA,Mature,NA,1839,NA,3/14/16 8:38,4/3/15,No,Onv,NA,0,M442,2v,NA,NA,3254,3255,5.006,35.123,10.377,82.17,3.4,NA,NA,NA,NA,
TKN0131,2,1,5.7,9,M,NA,Mature,NA,1839,NA,3/14/16 8:39,4/3/15,No,Onv,NA,0,NA,2v,NA,NA,3256,3257,4.999,36.464,10.994,80.95,3.3,7.5,3.7,71.7,0.083662093,Carex roots
TKN0131,2,1,9,12.4,M,NA,Mature,NA,1839,NA,3/14/16 8:41,4/3/15,No,Onv,NA,0,NA,2v,NA,NA,3258,3259,4.967,32.385,10.693,79.12,3.4,6.9,3.7,69.4,0.082474364,Carex roots
TKN0131,2,1,12.4,15.4,M,NA,Mature,NA,1839,NA,3/14/16 8:42,4/3/15,No,Onv,NA,0,NA,2v,NA,NA,3260,3261,4.957,29.812,9.669,81.04,3,NA,NA,NA,NA,Carex roots
TKN0131,2,1,15.4,18,M,NA,Mature,NA,1839,NA,3/14/16 8:44,4/3/15,No,Onv,NA,0,NA,2v,NA,NA,3262,3263,4.951,21.651,9.151,74.85,2.6,NA,NA,NA,NA,Carex roots
TKN0131,2,2,18,23.4,M,NA,Mature,NA,1839,NA,3/14/16 8:48,4/3/15,No,Onv,NA,0,NA,1v,NA,NA,3264,3265,4.979,33.326,11.302,77.69,5.4,NA,NA,NA,NA,
TKN0131,2,2,23.4,28.7,H,NA,Mature,NA,1839,NA,3/14/16 8:49,4/3/15,Yes,Onv,NA,0,M443,2v,NA,NA,3266,3267,4.943,60.58,19.51,73.82,5.3,NA,NA,NA,NA,"Might not be burned, double check if it is actually charcoal"
TKN0131,2,3,28.7,33.3,H,NA,Mature,NA,1839,NA,3/14/16 8:53,4/3/15,Yes,Onv,NA,0,M444,1v,NA,NA,3268,3269,4.989,38.177,17.106,63.49,4.6,NA,NA,NA,NA,"Might not be burned, double check if it is actually charcoal"
TKN0131,2,3,33.3,36.5,H,NA,Mature,NA,1839,NA,3/14/16 8:54,4/3/15,No,Onv,NA,0,NA,1v,NA,NA,3270,3271,4.958,17.873,9.276,66.57,3.2,NA,NA,NA,NA,
TKN0131,2,4,36.5,39.4,H,NA,Mature,NA,1839,NA,3/14/16 8:58,4/3/15,Yes,Oic,NA,0.4,M445,1v,NA,NA,3272,3273,4.962,48.554,15.433,75.98,2.9,NA,NA,NA,NA,"Might not be burned, double check if it is actually charcoal"
TKN0131,2,4,39.4,42.6,H,NA,Mature,NA,1839,NA,3/14/16 9:05,4/3/15,No,Oil,NA,0.8,NA,1v,NA,NA,3274,3275,4.958,74.71,17.213,82.43,3.2,7.5,3.8,71.9,0.170478734,
TKN0131,2,4,42.6,45.8,H,NA,Mature,NA,1839,NA,3/14/16 9:07,4/3/15,No,Oie,NA,1.1,NA,1v,NA,NA,3276,3277,4.996,74.911,17.299,82.40,3.2,7.4,3.7,68.8,0.178787734,
TKN0131,2,4,45.8,49.4,H,NA,Mature,NA,1839,NA,3/14/16 9:08,4/3/15,No,Oil,NA,0.8,NA,1v,NA,NA,3278,3279,5.014,72.159,14.14,86.41,3.6,NA,NA,NA,NA,
TKN0131,2,5,49.4,51.2,H,NA,Mature,NA,1839,NA,3/14/16 9:09,4/3/15,No,Oie,NA,1.4,NA,NA,NA,NA,3280,3281,4.999,34.399,8.503,88.08,1.8,NA,NA,NA,NA,
TKN0131,2,5,51.2,54.3,H,NA,Mature,NA,1839,NA,3/14/16 9:15,4/3/15,Yes,Oif,NA,0.1,M446,NA,NA,NA,3282,3283,5.011,69.485,13.412,86.97,3.1,7.6,3.8,70.3,0.119476425,"Might not be burned, double check if it is actually charcoal"
TKN0131,2,5,54.3,57.4,H,NA,Mature,NA,1839,NA,3/14/16 9:17,4/3/15,Yes,Oif,NA,0.1,M447,NA,NA,NA,3284,3285,4.97,71.368,16.284,82.96,3.1,7.5,3.8,69.6,0.162465576,"Might not be burned, double check if it is actually charcoal"
TKN0131,2,5,57.4,61.2,H,NA,Mature,NA,1839,NA,3/14/16 9:19,4/3/15,No,Oil,NA,0.9,NA,NA,NA,NA,3286,3287,4.957,87.279,19.943,81.80,3.8,NA,NA,NA,NA,
TKN0131,2,6,61.2,63.1,H,NA,Mature,NA,1839,NA,3/14/16 9:25,4/3/15,No,Oil,NA,0.7,NA,NA,NA,NA,3288,3289,4.954,39.727,11.284,81.80,1.9,NA,NA,NA,NA,
TKN0131,2,6,63.1,66.2,H,NA,Mature,NA,1839,NA,3/14/16 9:26,4/3/15,No,Oil,NA,0.5,NA,NA,NA,NA,3290,3291,4.955,68.162,15.358,83.54,3.1,7.5,3.7,67.3,0.154543371,
TKN0131,2,6,66.2,69.3,H,NA,Mature,NA,1839,NA,3/14/16 9:28,4/3/15,No,Oim,NA,0.2,NA,NA,NA,NA,3292,3293,4.937,68.512,17.246,80.64,3.1,NA,NA,NA,NA,
TKN0131,2,7,69.3,71.1,H,NA,Mature,NA,1839,NA,3/16/16 11:59,4/3/15,Yes,Oim,NA,0.2,M448,NA,NA,NA,3294,3295,4.963,39.761,13.263,76.15,1.8,NA,NA,NA,NA,"Might not be burned, double check if it is actually charcoal"
TKN0131,2,7,71.1,74.1,H,NA,Mature,NA,1839,NA,3/16/16 12:11,4/3/15,No,Oim,NA,0.2,NA,NA,NA,NA,3296,3297,4.955,72.964,22.654,73.98,3,7.4,3.7,64.5,0.274349485,
TKN0131,2,7,74.1,77.1,H,A,Mature,NA,1839,Vertical,3/16/16 12:14,4/3/15,No,Oie,Lwf,1.4,NA,NA,2.5y 2.5/1,SiL,3298,3299,4.97,64.18,16.7,80.19,3,7.4,3.5,60.1,0.195256683,Too little mineral soil for subsample
TKN0131,2,7,77.1,80.3,H,A,Mature,NA,1839,Vertical,3/16/16 12:26,4/3/15,No,Oil,Lwf,0.8,M449,NA,2.5y 2.5/1,SiL,3300,3301,4.987,62.429,21.968,70.44,3.2,NA,NA,NA,NA,
TKN0131,2,8,80.3,82.5,H,A,Mature,NA,1839,Vertical,3/16/16 12:36,4/3/15,No,Oil,Lwf,0.5,NA,NA,2.5y 2.5/1,SiL,3302,3303,4.971,29.171,11.002,75.08,2.2,NA,NA,NA,NA,
TKN0131,2,8,82.5,85.4,H,A,Mature,NA,1839,Vertical,3/16/16 12:37,4/3/15,No,Oim,Lwf,0.2,NA,NA,2.5y 2.5/1,SiL,3304,3305,4.974,74.21,26.354,69.12,2.9,7.4,3.7,62.4,0.342835967,
TKN0131,2,8,85.4,88.5,H,A,Mature,NA,1839,Vertical,3/16/16 12:39,4/3/15,No,Oim,Lwf,0.3,NA,NA,2.5y 2.5/1,SiL,3306,3307,4.974,85.242,31.359,67.13,3.1,7.3,3.7,66.0,0.399742685,
TKN0131,2,8,88.5,91.6,H,A,Mature,NA,1839,Vertical,3/16/16 12:41,4/3/15,No,Oie,Lwf,1,NA,NA,2.5y 2.5/1,SiL,3308,3309,4.989,82.898,35.951,60.26,3.1,7.1,3.6,62.5,0.495646232,
TKN0131,2,8,91.6,94.8,A,H,Mature,NA,1839,Vertical,3/16/16 12:44,4/3/15,Yes,Vuc,Lwf,0.4,M462,NA,2.5y 3/2,SiCL,3310,3311,4.981,78.6,37.399,55.97,3.2,NA,NA,NA,NA,Not sure which layer the charcoal came from
TKN0131,3,1,0,3,LN,L,Mature,NA,1839,Horizontal,3/9/16 20:12,4/3/15,No,Onv,NA,0,NA,1v,NA,NA,3220,3219,4.995,14.08,6.324,85.37,3,NA,NA,NA,NA,Bright orange lichen
TKN0131,3,1,3,6,F,NA,Mature,NA,1839,NA,3/9/16 21:43,4/3/15,No,Onv,NA,0,M432,3v,NA,NA,3218,3221,5.007,23.348,6.217,93.40,3,NA,NA,NA,NA,
TKN0131,3,1,6,9.5,F,NA,Mature,NA,1839,NA,3/9/16 21:44,4/3/15,No,Onv,NA,0,NA,3v,NA,NA,3222,3223,4.982,13.066,6.175,85.24,3.5,NA,NA,NA,NA,
TKN0131,3,1,9.5,12.3,F,NA,Mature,NA,1839,NA,3/9/16 21:45,4/3/15,No,Onv,NA,0,NA,3v,NA,NA,3224,3225,4.965,14.119,6.318,85.22,2.8,NA,NA,NA,NA,
TKN0131,3,1,12.3,16.5,F,NA,Mature,NA,1839,NA,3/9/16 21:47,4/3/15,No,Onv,NA,0,NA,3v,NA,NA,3226,3227,4.992,22.219,9.106,76.12,4.2,NA,NA,NA,NA,
TKN0131,3,2,16.5,19.4,M,NA,Mature,NA,1839,NA,3/9/16 21:54,4/3/15,No,Onv,NA,0,M433,3v,NA,NA,3228,3229,4.961,31.33,9.643,82.24,2.9,NA,NA,NA,NA,
TKN0131,3,2,19.4,22.2,M,NA,Mature,NA,1839,NA,3/9/16 21:56,4/3/15,No,Onv,NA,0,NA,3v,NA,NA,3230,3231,4.994,44.852,11.505,83.66,2.8,7.6,3.8,63.5,0.102518583,
TKN0131,3,2,22.2,25.1,M,H,Mature,NA,1839,Horizontal,3/9/16 21:57,4/3/15,No,Onv,NA,0,M434,3v,NA,NA,3232,3233,4.96,67.036,16.434,81.52,2.9,7.7,3.9,68.6,0.167167992,
TKN0131,3,2,25.1,31.9,H,NA,Mature,NA,1839,NA,3/9/16 21:59,4/3/15,Yes,Onv,NA,0,M435,3v,NA,NA,3234,3235,4.958,109.131,34.123,72.00,6.8,NA,NA,NA,NA,
TKN0131,3,3,31.9,38,H,A,Mature,NA,1839,Horizontal,3/9/16 23:37,4/3/15,No,Onv,Pnv,0,M436,2v,2.5y 2.5/1,SiL,3236,3237,5.005,109.781,52.764,54.42,6.1,NA,NA,NA,NA,
TKN0131,3,3,38,41.3,H,A,Mature,NA,1839,Horizontal,3/9/16 23:38,4/3/15,No,Onv,Pnv,0,NA,2v,2.5y 3/2,SiL,3238,3239,4.957,110.18,74.04,34.35,3.3,7.5,3.7,71.7,0.96407479,
TKN0131,3,3,41.3,44.4,B,NA,Mature,NA,1839,NA,3/9/16 23:40,4/3/15,No,Pnv,NA,0,M437,1v,2.5y 4/2,SiC,3240,3241,4.947,120.345,90.658,25.73,3.1,7.5,3.6,65.0,1.318826917,
TKN0131,3,3,44.4,47.4,B,NA,Mature,NA,1839,NA,3/9/16 23:42,4/3/15,No,Pnv,NA,0,NA,1v,2.5y 4/2,SiC,3242,3243,4.953,128.016,96.088,25.94,3,7.4,3.9,69.0,1.321746421,Thin layer of humic running laterally through middle
TKN0131,3,3,47.4,50.4,B,NA,Mature,NA,1839,NA,3/9/16 23:44,4/3/15,No,Pnv,NA,0,NA,1v,2.5y 3/2,SiC,3244,3245,4.955,119.43,89.551,26.10,3,7.4,3.7,64.5,1.311309624,Thin layer of humic running laterally through middle
TKN0131,3,3,50.4,53.6,B,NA,Mature,NA,1839,NA,3/9/16 23:45,4/3/15,Yes,Pnv,NA,0,M438,1v,2.5y 4/2,SiC,3246,3247,4.995,127.732,101.277,21.55,3.2,7.5,3.8,71.9,1.339374412,
TKN0131,3,3,53.6,56.6,B,NA,Mature,NA,1839,NA,3/9/16 23:47,4/3/15,Yes,Pnv,NA,0,M439,1v,2.5y 4/3,SiC,3248,3249,4.989,122.713,101.453,18.06,3,7.6,3.7,65.8,1.466750273,
TKN0131,3,3,56.6,59.7,B,NA,Mature,NA,1839,NA,3/9/16 23:49,4/3/15,Yes,Pnv,NA,0,M440,1v,2.5y 4/2,SiC,3250,3251,4.959,95.408,83.725,12.92,3.1,NA,NA,NA,NA,
TKN0131L,1,1,0,7.5,F,NA,Mature,NA,1938,NA,3/8/16 3:43,4/3/15,No,Onv,NA,0,M421,2v,NA,NA,3174,3175,5.04,25.744,9.081,80.48,7.5,NA,NA,NA,NA,Top of eriophorum tussock. Found some eggs!
TKN0131L,1,1,7.5,10.6,F,NA,Mature,NA,1938,NA,3/8/16 4:59,4/3/15,No,Onv,NA,0,NA,2v,NA,NA,3176,3177,4.975,42.415,11.143,83.53,3.1,NA,NA,NA,NA,Lower tussock
TKN0131L,1,1,10.6,14.3,F,NA,Mature,NA,1938,NA,3/8/16 5:01,4/3/15,No,Onv,NA,0,NA,3v,NA,NA,3178,3179,5.016,48.353,11.281,85.54,3.7,NA,NA,NA,NA,"Lower tussock, with some live plants on the side. "
TKN0131L,1,1,14.3,17.6,F,NA,Mature,NA,1938,NA,3/8/16 5:02,4/3/15,No,Oif,NA,0.1,NA,3v,NA,NA,3180,3181,5.02,56.483,12.307,85.84,3.3,7.2,3.6,67.2,0.108470078,Tussock bottom
TKN0131L,1,1,17.6,20.9,F,NA,Mature,NA,1938,NA,3/8/16 5:04,4/3/15,No,Oif,NA,0.1,NA,3v,NA,NA,3182,3183,5.006,57.152,10.702,89.08,3.3,7.2,3.7,69.6,0.081891425,Tussock bottom
TKN0131L,1,1,20.9,24,M,NA,Mature,NA,1938,NA,3/8/16 5:05,4/3/15,No,Oil,NA,0.5,M422,3v,NA,NA,3184,3185,5.036,58.77,10.989,88.92,3.1,7.3,3.7,66.0,0.090190191,Huge mycorrhizae!!
TKN0131L,1,1,24,28.5,M,M,Mature,NA,1938,Vertical,3/8/16 5:07,4/3/15,No,Oil,NA,0.6,M423,3v,NA,NA,3186,3187,5.059,50.931,10.932,87.20,4.5,NA,NA,NA,NA,Half tussock half sedge peat. Huge mycorrhizae!!
TKN0131L,1,2,28.5,30.8,M,NA,Mature,NA,1938,NA,3/8/16 5:16,4/3/15,No,Oim,NA,0.2,NA,2v,NA,NA,3188,3189,5.052,29.759,8.304,86.84,2.3,NA,NA,NA,NA,
TKN0131L,1,2,30.8,33.9,M,NA,Mature,NA,1938,NA,3/8/16 5:18,4/3/15,No,Oim,NA,0.2,NA,1v,NA,NA,3190,3191,5.02,47.606,10.944,86.09,3.1,NA,NA,NA,NA,
TKN0131L,1,2,33.9,37.1,M,NA,Mature,NA,1938,NA,3/8/16 5:21,4/3/15,No,Cil,Oim,1,NA,1v,NA,NA,3192,3193,5.002,46.583,10.129,87.67,3.2,NA,NA,NA,NA,
TKN0131L,1,2,37.1,40.3,M,NA,Mature,NA,1938,NA,3/8/16 5:22,4/3/15,No,Oim,NA,0.2,NA,1v,NA,NA,3194,3195,5.029,69.925,15.036,84.58,3.2,7.4,3.7,68.8,0.145422162,
TKN0131L,1,2,40.3,43.4,M,NA,Mature,NA,1938,NA,3/8/16 5:23,4/3/15,Yes,Oim,NA,0.2,M424,1v,NA,NA,3196,3197,5.014,67.507,14.256,85.21,3.1,7.5,3.7,67.3,0.137295957,
TKN0131L,1,2,43.4,46.5,M,NA,Mature,NA,1938,NA,3/8/16 5:25,4/3/15,No,Oim,NA,0.3,NA,1v,NA,NA,3198,3199,4.997,65.566,14.12,84.94,3.1,7.6,3.8,70.3,0.129744486,
TKN0131L,1,2,46.5,49.6,H,NA,Mature,NA,1938,NA,3/8/16 5:26,4/3/15,No,Oic,NA,0.4,M425,1v,NA,NA,3200,3201,4.963,66.214,16.016,81.95,3.1,7.4,3.6,64.4,0.171712279,
TKN0131L,1,2,49.6,52.7,H,NA,Mature,NA,1938,NA,3/8/16 5:28,4/3/15,No,Oil,NA,0.5,NA,1v,NA,NA,3202,3203,4.991,68.02,16.408,81.89,3.1,7.4,3.7,66.7,0.171264355,
TKN0131L,1,2,52.7,55.2,M,B,Mature,NA,1938,Vertical,3/8/16 5:29,4/3/15,No,Oim,Apl,0.9,M426,1v,2.5y 3/2,SiCL,3204,3205,4.97,50.514,17.129,73.30,2.5,NA,NA,NA,NA,
TKN0131L,1,3,55.2,57.5,B,NA,Mature,NA,1938,NA,3/8/16 6:44,4/3/15,No,Apm,NA,0.4,NA,1v,2.5y 3/2,SiCL,3206,3207,4.95,48.405,21.123,62.78,2.3,NA,NA,NA,NA,
TKN0131L,1,3,57.5,60.6,B,NA,Mature,NA,1938,NA,3/8/16 6:48,4/3/15,No,Apm,NA,0.4,NA,1v,2.5y 3/2,SiCL,3208,3209,4.934,87.53,44.251,52.40,3.1,7.7,3.8,71.0,0.553883572,
TKN0131L,1,3,60.6,63.6,B,NA,Mature,NA,1938,NA,3/8/16 6:49,4/3/15,No,Apm,NA,0.3,NA,NA,2.5y 3/2,SiCL,3210,3211,4.945,84.622,42.629,52.70,3,7.5,3.7,65.1,0.578481158,
TKN0131L,1,3,63.6,66.4,B,NA,Mature,NA,1938,NA,3/8/16 6:50,4/3/15,No,Abl,NA,1.5,NA,NA,2.5y 3/2,SiCL,3212,3213,4.927,75.211,34.648,57.71,2.8,7.5,3.7,60.8,0.48883114,
TKN0131L,1,3,66.4,68,B,NA,Mature,NA,1938,NA,3/8/16 6:52,4/3/15,No,Abl,NA,1.1,NA,NA,2.5y 3/2,SiCL,3214,3215,4.978,32.426,17.578,54.10,1.6,NA,NA,NA,NA,
TKN0131L,1,4,68,84,B,NA,Mature,NA,1938,NA,3/8/16 6:54,4/3/15,No,NA,NA,-99,NA,NA,2.5y 3/2,SiCL,3216,3217,5.025,102.814,69.959,33.60,16,NA,NA,NA,NA,"Bag 4 completely melted/unconsolidated. Not able to segment. sampling bag in 2 parts. Unable to get enough material for mor samples. Possibly toss from dataset. Supposed to be 16cm. Doesn't seem to be enough material in the bag to be a solid mineral core, guessing mostly water/ice. Must've melted in the field"
TKN0131L,2,1,0,1.5,L,NA,Mature,NA,1938,NA,3/23/16 10:04,4/3/15,No,Onv,NA,0,NA,NA,NA,NA,3364,3365,5.053,30.139,6.142,95.66,1.5,NA,NA,NA,NA,Chunk of ice on surface. Measured depth where moss was exposed. 
TKN0131L,2,1,1.5,4.4,F,NA,Mature,NA,1938,NA,3/23/16 11:32,4/3/15,No,Onv,NA,0,M456,3v,NA,NA,3366,3367,5.004,42.215,6.763,95.27,2.9,NA,NA,NA,NA,Dead moss but abundant roots
TKN0131L,2,1,4.4,7.7,F,NA,Mature,NA,1938,NA,3/23/16 11:34,4/3/15,No,Onv,NA,0,NA,3v,NA,NA,3368,3369,4.967,41.515,8.13,91.35,3.3,NA,NA,NA,NA,
TKN0131L,2,1,7.7,10.4,F,NA,Mature,NA,1938,NA,3/23/16 11:36,4/3/15,No,Onv,NA,0,NA,3v,NA,NA,3370,3371,4.979,27.503,7.244,89.94,2.7,NA,NA,NA,NA,Sliced through some tussock
TKN0131L,2,1,10.4,13.1,F,NA,Mature,NA,1938,NA,3/23/16 11:37,4/3/15,No,Oil,NA,0.9,NA,3v,NA,NA,3372,3373,4.994,46.292,7.698,93.45,2.7,NA,NA,NA,NA,Mostly tussock
TKN0131L,2,1,13.1,18.8,M,F,Mature,NA,1938,Horizontal,3/23/16 11:39,4/3/15,No,Oie,NA,1,M457,2v,NA,NA,3374,3375,5.012,62.091,10.127,91.04,5.7,NA,NA,NA,NA,"Some tussock, mostly mesic though"
TKN0131L,2,2,18.8,21.3,M,NA,Mature,NA,1938,NA,3/23/16 11:46,4/3/15,No,Oic,NA,0.3,NA,1v,NA,NA,3376,3377,5.012,28.994,6.898,92.14,2.5,NA,NA,NA,NA,"Very black, possibly burnt but couldn't find charcoal pieces "
TKN0131L,2,2,21.3,24.2,M,NA,Mature,NA,1938,NA,3/23/16 11:47,4/3/15,Yes,Oie,NA,1,M458,1v,NA,NA,3378,3379,4.999,44.703,7.845,92.83,2.9,NA,NA,NA,NA,
TKN0131L,2,2,24.2,27.4,M,NA,Mature,NA,1938,NA,3/23/16 11:49,4/3/15,No,Oic,NA,0.3,NA,NA,NA,NA,3380,3381,5.002,65.169,10.782,90.39,3.2,7.3,3.8,70.5,0.082021646,
TKN0131L,2,2,27.4,30.3,M,H,Mature,NA,1938,Vertical,3/23/16 11:50,4/3/15,Yes,Oim,NA,0.2,M59,NA,NA,NA,3382,3383,4.962,69.32,13.669,86.47,2.9,7.4,3.8,64.5,0.134975667,Mesic sedge peat and burned humic. 
TKN0131L,2,2,30.3,33,M,H,Mature,NA,1938,Vertical,3/23/16 11:54,4/3/15,Yes,Oim,NA,0.2,M460,NA,NA,NA,3384,3385,4.97,63.162,11.355,89.03,2.7,7.4,3.8,60.1,0.106311947,"Possibly not burnt, double check sub sample"
TKN0131L,2,2,33,37.5,H,M,Mature,NA,1938,Vertical,3/23/16 11:56,4/3/15,No,Oim,NA,0.2,NA,NA,NA,NA,3386,3387,4.929,83.404,16.24,85.59,4.5,NA,NA,NA,NA,
TKN0131L,2,3,37.5,40,H,NA,Mature,NA,1938,NA,3/23/16 11:57,4/3/15,No,Oil,NA,0.7,NA,NA,NA,NA,3388,3389,4.933,29.804,7.15,91.09,2.5,NA,NA,NA,NA,
TKN0131L,2,3,40,43,H,NA,Mature,NA,1938,NA,3/23/16 13:43,4/3/15,No,Oif,NA,0.1,NA,NA,NA,NA,3390,3391,4.905,62.672,13.5,85.12,3,7.4,3.7,64.5,0.133229777,
TKN0131L,2,3,43,46.3,H,M,Mature,NA,1938,Vertical,3/23/16 13:44,4/3/15,No,Oim,NA,0.2,NA,NA,NA,NA,3392,3393,4.923,67.797,17.348,80.24,3.3,7.4,3.6,68.5,0.181328193,Very tiny corner of mineral
TKN0131L,2,3,46.3,49.5,H,B,Mature,NA,1938,Vertical,3/23/16 13:45,4/3/15,No,Oim,NA,0.2,NA,NA,NA,NA,3394,3395,4.914,84.479,33.566,63.99,3.2,7.4,3.7,68.8,0.416372117,"Tiny corner of mineral, only in the A-half"
TKN0131L,2,3,49.5,53.6,B,H,Mature,NA,1938,Vertical,3/23/16 13:49,4/3/15,No,Abm,Oim,1.6,M461,NA,2.5y 3/1,SiL,3396,3397,4.926,63.9,13.251,85.88,4.1,NA,NA,NA,NA,
TKN0131L,2,4,53.6,56.9,H,B,Mature,NA,1938,Vertical,3/23/16 13:52,4/3/15,No,Onv,Pnv,0,NA,NA,2.5y 3/1,SiL,3398,3399,4.951,52.476,25.971,55.77,3.3,NA,NA,NA,NA,
TKN0131L,2,4,56.9,59.9,B,H,Mature,NA,1938,Vertical,3/23/16 14:45,4/3/15,No,Apl,Onv,0.3,NA,NA,2.5y 4/1,SiL,3400,3401,4.944,90.441,47.116,50.67,3,7.5,3.8,67.4,0.625762907,
TKN0131L,2,4,59.9,62.8,B,NA,Mature,NA,1938,NA,3/23/16 14:47,4/3/15,No,Bhe,Apm,2.2,NA,NA,2.5y 3/2,SiL,3402,3403,4.967,64.363,16.005,81.42,2.9,7.4,3.7,62.4,0.176998288,
TKN0131L,2,4,62.8,66,B,NA,Mature,NA,1938,NA,3/23/16 14:49,4/3/15,No,Apm,NA,0.5,NA,NA,2.5y 3/2,SiCL,3404,3405,4.947,80.317,32.209,63.83,3.2,7.4,3.6,66.4,0.410289697,
TKN0131L,2,4,66,69.1,B,NA,Mature,NA,1938,Vertical,3/23/16 14:51,4/3/15,No,Apm,NA,0.3,NA,NA,2.5y 3/2,SiCL,3406,3407,4.958,78.686,33.045,61.90,3.1,7.5,3.5,62.7,0.448182189,Gold mottling
TKN0131L,2,4,69.1,72.1,B,NA,Mature,NA,1938,NA,3/23/16 14:53,4/3/15,No,Abc,NA,1,NA,NA,2.5y 3/2,SiCL,3408,3409,4.96,93.244,46.796,52.61,3,7.6,3.9,70.3,0.59488131,Gold mottling
TKN0131L,2,4,72.1,76.2,B,NA,Mature,NA,1938,NA,3/23/16 14:56,4/3/15,No,Abe,Lwf,0.9,NA,NA,2.5y 3/2,SiL,3410,3411,4.964,88.24,33.617,65.59,4.1,NA,NA,NA,NA,Gold mottling
TKN0131L,3,1,0,4.9,L,D,Mature,NA,1938,,2/19/16 21:21,4/3/15,No,Onv,NA,0,M394,3v,NA,NA,2940,2941,4.962,16.888,6.696,85.46,4.9,NA,NA,NA,NA,Organic layer mangled unsure where live and dead delineate.
TKN0131L,3,1,4.9,8.1,F,NA,Mature,NA,1938,NA,2/19/16 23:30,4/3/15,No,Onv,NA,0,M395,2v,NA,NA,2942,2943,4.938,18.907,6.279,90.40,3.2,NA,NA,NA,NA,
TKN0131L,3,1,8.1,12.5,F,NA,Mature,NA,1938,NA,2/19/16 23:32,4/3/15,No,Onv,NA,0,NA,2v,NA,NA,2944,2945,4.933,20.361,6.489,89.91,4.4,NA,NA,NA,NA,
TKN0131L,3,1,12.5,15.6,F,NA,Mature,NA,1938,NA,2/19/16 23:33,4/3/15,No,Onv,NA,0,NA,2v,NA,NA,2946,2947,4.951,28.436,7.079,90.94,3.1,NA,NA,NA,NA,
TKN0131L,3,1,15.6,20.9,M,NA,Mature,NA,1938,NA,2/19/16 23:34,4/3/15,No,Onv,NA,0,M396,2v,NA,NA,2948,2949,5.006,58.596,10.904,88.99,5.3,NA,NA,NA,NA,
TKN0131L,3,2,20.9,23.4,M,NA,Mature,NA,1938,NA,2/19/16 23:36,4/3/15,No,Oil,NA,0.6,NA,2v,NA,NA,2950,2951,4.996,32.822,8.073,88.94,2.5,NA,NA,NA,NA,
TKN0131L,3,2,23.4,26.4,M,NA,Mature,NA,1938,NA,2/19/16 23:41,4/3/15,No,Oif,NA,0.1,NA,2v,NA,NA,2952,2953,4.932,71.656,15.239,84.55,3,7.4,4,71.2,0.14483182,
TKN0131L,3,2,26.4,29.4,M,NA,Mature,NA,1938,NA,2/19/16 23:43,4/3/15,No,Onv,NA,0,NA,2v,NA,NA,2954,2955,4.921,70.13,15.954,83.08,3,7.5,3.8,67.4,0.163711518,
TKN0131L,3,2,29.4,32.4,M,B,Mature,NA,1938,Vertical,2/19/16 23:44,4/3/15,No,Onv,Pnv,0,M397,1v,2.5y 4/1,SiL,2956,2957,4.906,65.922,16.497,81.00,3,7.5,3.6,62.9,0.184294589,
TKN0131L,3,2,32.4,35.5,M,NA,Mature,NA,1938,NA,2/19/16 23:47,4/3/15,No,Oim,NA,0.3,NA,1v,NA,NA,2958,2959,4.897,96.481,54.228,46.14,3.1,7.5,3.8,69.6,0.708378055,
TKN0131L,3,2,35.5,38.4,M,I,Mature,NA,1938,Vertical,2/19/16 23:49,4/3/15,No,Onv,Mvc,2.9,NA,NA,NA,NA,2960,2961,4.929,57.78,15.112,80.73,2.9,NA,NA,NA,NA,
TKN0131L,3,3,38.4,42,H,I,Mature,NA,1938,Vertical,2/19/16 23:53,4/3/15,No,Oim,Mvc,1.2,M398,NA,NA,NA,2962,2963,4.985,69.411,16.981,81.38,3.6,NA,NA,NA,NA,
TKN0131L,3,3,42,46,M,I,Mature,NA,1938,Vertical,2/19/16 23:58,4/3/15,No,Oim,Mvc,3.4,NA,NA,NA,NA,2964,2965,4.994,70.137,12.381,88.66,4,NA,NA,NA,NA,
TKN0131L,3,4,46,48.5,M,B,Mature,NA,1938,Vertical,2/19/16 23:59,4/3/15,No,Onv,Pil,0.8,NA,NA,2.5y 3/1,SiL,2966,2967,4.999,43.433,15.514,72.64,2.5,NA,NA,NA,NA,
