,Site,Transect,Plot,FuelType,FuelLoad.kg.m2
1225,GSM1,A,3,SphagnumMoss,0
1226,GSM1,B,1,SphagnumMoss,0
1227,GSM1,B,2,SphagnumMoss,0
1228,GSM1,B,3,SphagnumMoss,0.091
1229,GSM3,A,1,SphagnumMoss,0.454666667
1230,GSM3,A,2,SphagnumMoss,0.679022222
1231,GSM3,A,3,SphagnumMoss,0.924888889
1232,GSM3,B,1,SphagnumMoss,1.107111111
1233,GSM3,B,2,SphagnumMoss,0.381777778
1234,GSM3,B,3,SphagnumMoss,0.526666667
1235,GSM4,A,1,SphagnumMoss,0
1236,GSM4,A,2,SphagnumMoss,0
1237,GSM4,A,3,SphagnumMoss,0
1238,GSM4,B,1,SphagnumMoss,0
1239,GSM4,B,2,SphagnumMoss,0
1240,GSM4,B,3,SphagnumMoss,0
1241,GSM5,A,1,SphagnumMoss,0.882666667
1242,GSM5,A,2,SphagnumMoss,1.010666667
1243,GSM5,A,3,SphagnumMoss,0.433777778
1244,GSM5,B,1,SphagnumMoss,0.753777778
1245,GSM5,B,2,SphagnumMoss,0.611777778
1246,GSM5,B,3,SphagnumMoss,0.483555556
1247,LGI2,A,1,SphagnumMoss,0
1248,LGI2,A,2,SphagnumMoss,0
1249,LGI2,A,3,SphagnumMoss,0
1250,LGI2,B,1,SphagnumMoss,0
1251,LGI2,B,2,SphagnumMoss,0
1252,LGI2,B,3,SphagnumMoss,0
1253,MDI4,A,1,SphagnumMoss,0
1254,MDI4,A,2,SphagnumMoss,0
1255,MDI4,A,3,SphagnumMoss,0
1256,MDI4,B,1,SphagnumMoss,0
1257,MDI4,B,2,SphagnumMoss,0
1258,MDI4,B,3,SphagnumMoss,0
1259,MDI5,A,1,SphagnumMoss,0
1260,MDI5,A,2,SphagnumMoss,0.227777778
1261,MDI5,A,3,SphagnumMoss,0
1262,MDI5,B,1,SphagnumMoss,0
1263,MDI5,B,2,SphagnumMoss,0.169444444
1264,MDI5,B,3,SphagnumMoss,0.387755102
1265,MDM1,A,1,SphagnumMoss,0
1266,MDM1,A,2,SphagnumMoss,0
1267,MDM1,A,3,SphagnumMoss,0
1268,MDM1,B,1,SphagnumMoss,0
1269,MDM1,B,2,SphagnumMoss,0
1270,MDM1,B,3,SphagnumMoss,0
1271,UP4D,A,1,SphagnumMoss,0
1272,UP4D,A,2,SphagnumMoss,0
1273,UP4D,A,3,SphagnumMoss,0
1274,UP4D,B,1,SphagnumMoss,0
1275,UP4D,B,2,SphagnumMoss,0
1276,UP4D,B,3,SphagnumMoss,0
1277,WCM2,A,1,SphagnumMoss,0
1278,WCM2,A,2,SphagnumMoss,0
1279,WCM2,A,3,SphagnumMoss,0
1280,WCM2,B,1,SphagnumMoss,0
1281,WCM2,B,2,SphagnumMoss,0
1282,WCM2,B,3,SphagnumMoss,0
1283,WCM3,A,1,SphagnumMoss,0.315873016
1284,WCM3,A,2,SphagnumMoss,0.414285714
1285,WCM3,A,3,SphagnumMoss,0.225
1286,WCM3,B,1,SphagnumMoss,0.63
1287,WCM3,B,2,SphagnumMoss,0.4375
1288,WCM3,B,3,SphagnumMoss,0
1289,BCEFM2,A,1,FeatherMoss,0
1290,BCEFM2,A,2,FeatherMoss,0
1291,BCEFM2,A,3,FeatherMoss,0
1292,BCEFM2,B,1,FeatherMoss,0.658888889
1293,BCEFM2,B,2,FeatherMoss,0.4744
1294,BCEFM2,B,3,FeatherMoss,0
1295,BDM1,A,1,FeatherMoss,0
1296,BDM1,A,2,FeatherMoss,0
1297,BDM1,A,3,FeatherMoss,0
1298,BDM1,B,1,FeatherMoss,0.185
1299,BDM1,B,2,FeatherMoss,0.205785124
1300,BDM1,B,3,FeatherMoss,0
1301,BFY10,A,1,FeatherMoss,0
1302,BFY10,A,2,FeatherMoss,0
1303,BFY10,A,3,FeatherMoss,0
1304,BFY10,B,1,FeatherMoss,0
1305,BFY10,B,2,FeatherMoss,0
1306,BFY10,B,3,FeatherMoss,0
1307,BFY7,A,1,FeatherMoss,0.887037037
1308,BFY7,A,2,FeatherMoss,0.24
1309,BFY7,A,3,FeatherMoss,0.266666667
1310,BFY7,B,1,FeatherMoss,0
1311,BFY7,B,2,FeatherMoss,0.688888889
1312,BFY7,B,3,FeatherMoss,0.708163265
1313,BFY8,A,1,FeatherMoss,0
1314,BFY8,A,2,FeatherMoss,0
1315,BFY8,A,3,FeatherMoss,0
1316,BFY8,B,1,FeatherMoss,0.047348485
1317,BFY8,B,2,FeatherMoss,0
1318,BFY8,B,3,FeatherMoss,0
1319,BFY9,A,1,FeatherMoss,0
1320,BFY9,A,2,FeatherMoss,0
1321,BFY9,A,3,FeatherMoss,0.526984127
1322,BFY9,B,1,FeatherMoss,0
1323,BFY9,B,2,FeatherMoss,0
1324,BFY9,B,3,FeatherMoss,0
1325,DCY14,A,1,FeatherMoss,0
1326,DCY14,A,2,FeatherMoss,0
1327,DCY14,A,3,FeatherMoss,0
1328,DCY14,B,1,FeatherMoss,0
1329,DCY14,B,2,FeatherMoss,0.40875
1330,DCY14,B,3,FeatherMoss,0
1331,DCY2,A,1,FeatherMoss,0.282222222
1332,DCY2,A,2,FeatherMoss,0.36984127
1333,DCY2,A,3,FeatherMoss,0.34875
1334,DCY2,B,1,FeatherMoss,0.45
1335,DCY2,B,2,FeatherMoss,0.416666667
1336,DCY2,B,3,FeatherMoss,0.306444444
1337,DCY3,A,1,FeatherMoss,0
1338,DCY3,A,2,FeatherMoss,0
1339,DCY3,A,3,FeatherMoss,0
1340,DCY3,B,1,FeatherMoss,0
1341,DCY3,B,2,FeatherMoss,0
1342,DCY3,B,3,FeatherMoss,0
1343,DCY4,A,1,FeatherMoss,0
1344,DCY4,A,2,FeatherMoss,0
1345,DCY4,A,3,FeatherMoss,0
1346,DCY4,B,1,FeatherMoss,0.09382716
1347,DCY4,B,2,FeatherMoss,0
1348,DCY4,B,3,FeatherMoss,0.344545455
1349,DCY9,A,1,FeatherMoss,0
1350,DCY9,A,2,FeatherMoss,0
1351,DCY9,A,3,FeatherMoss,0
1352,DCY9,B,1,FeatherMoss,0
1353,DCY9,B,2,FeatherMoss,0
1354,DCY9,B,3,FeatherMoss,0
1355,DDM2,A,1,FeatherMoss,0
1356,DDM2,A,2,FeatherMoss,0
1357,DDM2,A,3,FeatherMoss,0
1358,DDM2,B,3,FeatherMoss,0
1359,DDM2,B,2,FeatherMoss,0
1360,DDM2,B,1,FeatherMoss,1.192777778
1361,GRI1,A,1,FeatherMoss,0.277777778
1362,GRI1,A,2,FeatherMoss,0.401041667
1363,GRI1,A,3,FeatherMoss,0.074074074
1364,GRI1,B,1,FeatherMoss,0.290714286
1365,GRI1,B,2,FeatherMoss,0.160714286
1366,GRI1,B,3,FeatherMoss,0.22109375
1367,GRM3,A,1,FeatherMoss,0.842857143
1368,GRM3,A,2,FeatherMoss,0
1369,GRM3,A,3,FeatherMoss,0.208333333
1370,GRM3,B,1,FeatherMoss,0.801785714
1371,GRM3,B,2,FeatherMoss,0
1372,GRM3,B,3,FeatherMoss,0
1373,GRM4,A,1,FeatherMoss,0.25
1374,GRM4,A,2,FeatherMoss,0.33030303
1375,GRM4,A,3,FeatherMoss,0.530555556
1376,GRM4,B,1,FeatherMoss,0.345054945
1377,GRM4,B,2,FeatherMoss,0.222
1378,GRM4,B,3,FeatherMoss,0.49875
1379,GSI1,A,1,FeatherMoss,1.096581197
1380,GSI1,A,2,FeatherMoss,0.705714286
1381,GSI1,A,3,FeatherMoss,0.5506
1382,GSI1,B,1,FeatherMoss,0.596969697
1383,GSI1,B,2,FeatherMoss,0.388311688
1384,GSI1,B,3,FeatherMoss,0.233884298
1385,GSI2,A,1,FeatherMoss,0.758666667
1386,GSI2,A,2,FeatherMoss,0
1387,GSI2,A,3,FeatherMoss,0
1388,GSI2,B,1,FeatherMoss,0.492888889
1389,GSI2,B,2,FeatherMoss,1.019111111
1390,GSI2,B,3,FeatherMoss,0
1391,GSM1,A,1,FeatherMoss,0.592
1392,GSM1,A,2,FeatherMoss,0.494642857
1393,GSM1,A,3,FeatherMoss,0.252857143
1394,GSM1,B,1,FeatherMoss,0.36984127
1395,GSM1,B,2,FeatherMoss,0.36625
1396,GSM1,B,3,FeatherMoss,0.261
1397,GSM3,A,1,FeatherMoss,0
1398,GSM3,A,2,FeatherMoss,0
1399,GSM3,A,3,FeatherMoss,0
1400,GSM3,B,1,FeatherMoss,0
1401,GSM3,B,2,FeatherMoss,0
1402,GSM3,B,3,FeatherMoss,0
1403,GSM4,A,1,FeatherMoss,0.1575
1404,GSM4,A,2,FeatherMoss,0.2175
1405,GSM4,A,3,FeatherMoss,0.277777778
1406,GSM4,B,1,FeatherMoss,0.3921875
1407,GSM4,B,2,FeatherMoss,0.2921875
1408,GSM4,B,3,FeatherMoss,0.3425
1409,GSM5,A,1,FeatherMoss,0
1410,GSM5,A,2,FeatherMoss,0
1411,GSM5,A,3,FeatherMoss,0
1412,GSM5,B,1,FeatherMoss,0
1413,GSM5,B,2,FeatherMoss,0.611777778
1414,GSM5,B,3,FeatherMoss,0.483555556
1415,LGI2,A,1,FeatherMoss,0.310416667
1416,LGI2,A,2,FeatherMoss,0.244444444
1417,LGI2,A,3,FeatherMoss,0.585
1418,LGI2,B,1,FeatherMoss,0
1419,LGI2,B,2,FeatherMoss,0
1420,LGI2,B,3,FeatherMoss,0.153636364
1421,MDI4,A,1,FeatherMoss,0.04
1422,MDI4,A,2,FeatherMoss,0.121875
1423,MDI4,A,3,FeatherMoss,0.119444444
1424,MDI4,B,1,FeatherMoss,0.237
1425,MDI4,B,2,FeatherMoss,0.121428571
1426,MDI4,B,3,FeatherMoss,0.20625
1427,MDI5,A,1,FeatherMoss,0.195714286
1428,MDI5,A,2,FeatherMoss,0
1429,MDI5,A,3,FeatherMoss,0.201111111
1430,MDI5,B,1,FeatherMoss,0.198214286
1431,MDI5,B,2,FeatherMoss,0
1432,MDI5,B,3,FeatherMoss,0
1433,MDM1,A,1,FeatherMoss,0.379166667
1434,MDM1,A,2,FeatherMoss,0.460714286
1435,MDM1,A,3,FeatherMoss,0.1
1436,MDM1,B,1,FeatherMoss,0.416666667
1437,MDM1,B,2,FeatherMoss,0.07890625
1438,MDM1,B,3,FeatherMoss,0.440625
1439,UP4D,A,1,FeatherMoss,0.114141414
1440,UP4D,A,2,FeatherMoss,0.330555556
1441,UP4D,A,3,FeatherMoss,0.212037037
1442,UP4D,B,1,FeatherMoss,0.427777778
1443,UP4D,B,2,FeatherMoss,0.244444444
1444,UP4D,B,3,FeatherMoss,0.267777778
1445,WCM2,A,1,FeatherMoss,0.115625
1446,WCM2,A,2,FeatherMoss,0.359375
1447,WCM2,A,3,FeatherMoss,0.188888889
1448,WCM2,B,1,FeatherMoss,0.231944444
1449,WCM2,B,2,FeatherMoss,0
1450,WCM2,B,3,FeatherMoss,0.108641975
1451,WCM3,A,1,FeatherMoss,0
1452,WCM3,A,2,FeatherMoss,0
1453,WCM3,A,3,FeatherMoss,0
1454,WCM3,B,1,FeatherMoss,0
1455,WCM3,B,2,FeatherMoss,0
1456,WCM3,B,3,FeatherMoss,0.008252381
1457,BCEFM2,A,1,ColonizerMoss,0
1458,BCEFM2,A,2,ColonizerMoss,0
1459,BCEFM2,A,3,ColonizerMoss,0
1460,BCEFM2,B,1,ColonizerMoss,0
1461,BCEFM2,B,2,ColonizerMoss,0
1462,BCEFM2,B,3,ColonizerMoss,0
1463,BDM1,A,1,ColonizerMoss,0
1464,BDM1,A,2,ColonizerMoss,0
1465,BDM1,A,3,ColonizerMoss,0
1466,BDM1,B,1,ColonizerMoss,0
1467,BDM1,B,2,ColonizerMoss,0
1468,BDM1,B,3,ColonizerMoss,0
1469,BFY10,A,1,ColonizerMoss,0.570222222
1470,BFY10,A,2,ColonizerMoss,0.385333333
1471,BFY10,A,3,ColonizerMoss,0.031333333
1472,BFY10,B,1,ColonizerMoss,0.627111111
1473,BFY10,B,2,ColonizerMoss,0.159555556
1474,BFY10,B,3,ColonizerMoss,0.079111111
1475,BFY7,A,1,ColonizerMoss,0
1476,BFY7,A,2,ColonizerMoss,0
1477,BFY7,A,3,ColonizerMoss,0
1478,BFY7,B,1,ColonizerMoss,0
1479,BFY7,B,2,ColonizerMoss,0
1480,BFY7,B,3,ColonizerMoss,0
1481,BFY8,A,1,ColonizerMoss,0.16625
1482,BFY8,A,2,ColonizerMoss,0.031868132
1483,BFY8,A,3,ColonizerMoss,0.289285714
1484,BFY8,B,1,ColonizerMoss,0
1485,BFY8,B,2,ColonizerMoss,0.2175
1486,BFY8,B,3,ColonizerMoss,0.304444444
1487,BFY9,A,1,ColonizerMoss,0.439285714
1488,BFY9,A,2,ColonizerMoss,0.263888889
1489,BFY9,A,3,ColonizerMoss,0
1490,BFY9,B,1,ColonizerMoss,0.314814815
1491,BFY9,B,2,ColonizerMoss,0.6
1492,BFY9,B,3,ColonizerMoss,0.282692308
1493,DCY14,A,1,ColonizerMoss,0
1494,DCY14,A,2,ColonizerMoss,0
1495,DCY14,A,3,ColonizerMoss,0.179761905
1496,DCY14,B,1,ColonizerMoss,0.2
1497,DCY14,B,2,ColonizerMoss,0
1498,DCY14,B,3,ColonizerMoss,0
1499,DCY2,A,1,ColonizerMoss,0
1500,DCY2,A,2,ColonizerMoss,0
1501,DCY2,A,3,ColonizerMoss,0
1502,DCY2,B,1,ColonizerMoss,0
1503,DCY2,B,2,ColonizerMoss,0
1504,DCY2,B,3,ColonizerMoss,0
1505,DCY3,A,1,ColonizerMoss,0
1506,DCY3,A,2,ColonizerMoss,0.038058036
1507,DCY3,A,3,ColonizerMoss,0
1508,DCY3,B,1,ColonizerMoss,0.162345679
1509,DCY3,B,2,ColonizerMoss,0.076704545
1510,DCY3,B,3,ColonizerMoss,0
1511,DCY4,A,1,ColonizerMoss,0
1512,DCY4,A,2,ColonizerMoss,0.055
1513,DCY4,A,3,ColonizerMoss,0
1514,DCY4,B,1,ColonizerMoss,0
1515,DCY4,B,2,ColonizerMoss,0
1516,DCY4,B,3,ColonizerMoss,0
1517,DCY9,A,1,ColonizerMoss,0.151428571
1518,DCY9,A,2,ColonizerMoss,0.383333333
1519,DCY9,A,3,ColonizerMoss,0.24375
1520,DCY9,B,1,ColonizerMoss,0
1521,DCY9,B,2,ColonizerMoss,0.030864198
1522,DCY9,B,3,ColonizerMoss,0
1523,DDM2,A,1,ColonizerMoss,0
1524,DDM2,A,2,ColonizerMoss,0
1525,DDM2,A,3,ColonizerMoss,0
1526,DDM2,B,3,ColonizerMoss,0
1527,DDM2,B,2,ColonizerMoss,0
1528,DDM2,B,1,ColonizerMoss,0
1529,GRI1,A,1,ColonizerMoss,0
1530,GRI1,A,2,ColonizerMoss,0
1531,GRI1,A,3,ColonizerMoss,0
1532,GRI1,B,1,ColonizerMoss,0
1533,GRI1,B,2,ColonizerMoss,0
1534,GRI1,B,3,ColonizerMoss,0
1535,GRM3,A,1,ColonizerMoss,0
1536,GRM3,A,2,ColonizerMoss,0
1537,GRM3,A,3,ColonizerMoss,0
1538,GRM3,B,1,ColonizerMoss,0
1539,GRM3,B,2,ColonizerMoss,0
1540,GRM3,B,3,ColonizerMoss,0
1541,GRM4,A,1,ColonizerMoss,0
1542,GRM4,A,2,ColonizerMoss,0
1543,GRM4,A,3,ColonizerMoss,0
1544,GRM4,B,1,ColonizerMoss,0
1545,GRM4,B,2,ColonizerMoss,0
1546,GRM4,B,3,ColonizerMoss,0
1547,GSI1,A,1,ColonizerMoss,0
1548,GSI1,A,2,ColonizerMoss,0
1549,GSI1,A,3,ColonizerMoss,0
1550,GSI1,B,1,ColonizerMoss,0
1551,GSI1,B,2,ColonizerMoss,0
1552,GSI1,B,3,ColonizerMoss,0
1553,GSI2,A,1,ColonizerMoss,0
1554,GSI2,A,2,ColonizerMoss,0
1555,GSI2,A,3,ColonizerMoss,0
1556,GSI2,B,1,ColonizerMoss,0
1557,GSI2,B,2,ColonizerMoss,0
1558,GSI2,B,3,ColonizerMoss,0
1559,GSM1,A,1,ColonizerMoss,0
1560,GSM1,A,2,ColonizerMoss,0
1561,GSM1,A,3,ColonizerMoss,0
1562,GSM1,B,1,ColonizerMoss,0
1563,GSM1,B,2,ColonizerMoss,0
1564,GSM1,B,3,ColonizerMoss,0
1565,GSM3,A,1,ColonizerMoss,0
1566,GSM3,A,2,ColonizerMoss,0
1567,GSM3,A,3,ColonizerMoss,0
1568,GSM3,B,1,ColonizerMoss,0
1569,GSM3,B,2,ColonizerMoss,0
1570,GSM3,B,3,ColonizerMoss,0
1571,GSM4,A,1,ColonizerMoss,0
1572,GSM4,A,2,ColonizerMoss,0
1573,GSM4,A,3,ColonizerMoss,0
1574,GSM4,B,1,ColonizerMoss,0
1575,GSM4,B,2,ColonizerMoss,0
1576,GSM4,B,3,ColonizerMoss,0
1577,GSM5,A,1,ColonizerMoss,0
1578,GSM5,A,2,ColonizerMoss,0
1579,GSM5,A,3,ColonizerMoss,0
1580,GSM5,B,1,ColonizerMoss,0
1581,GSM5,B,2,ColonizerMoss,0
1582,GSM5,B,3,ColonizerMoss,0
1583,LGI2,A,1,ColonizerMoss,0
1584,LGI2,A,2,ColonizerMoss,0
1585,LGI2,A,3,ColonizerMoss,0
1586,LGI2,B,1,ColonizerMoss,0
1587,LGI2,B,2,ColonizerMoss,0
1588,LGI2,B,3,ColonizerMoss,0
1589,MDI4,A,1,ColonizerMoss,0
1590,MDI4,A,2,ColonizerMoss,0
1591,MDI4,A,3,ColonizerMoss,0
1592,MDI4,B,1,ColonizerMoss,0
1593,MDI4,B,2,ColonizerMoss,0
1594,MDI4,B,3,ColonizerMoss,0
1595,MDI5,A,1,ColonizerMoss,0
1596,MDI5,A,2,ColonizerMoss,0
1597,MDI5,A,3,ColonizerMoss,0
1598,MDI5,B,1,ColonizerMoss,0
1599,MDI5,B,2,ColonizerMoss,0
1600,MDI5,B,3,ColonizerMoss,0
1601,MDM1,A,1,ColonizerMoss,0
1602,MDM1,A,2,ColonizerMoss,0
1603,MDM1,A,3,ColonizerMoss,0
1604,MDM1,B,1,ColonizerMoss,0
1605,MDM1,B,2,ColonizerMoss,0
1606,MDM1,B,3,ColonizerMoss,0
1607,UP4D,A,1,ColonizerMoss,0
1608,UP4D,A,2,ColonizerMoss,0
1609,UP4D,A,3,ColonizerMoss,0
1610,UP4D,B,1,ColonizerMoss,0
1611,UP4D,B,2,ColonizerMoss,0
1612,UP4D,B,3,ColonizerMoss,0
1613,WCM2,A,1,ColonizerMoss,0
1614,WCM2,A,2,ColonizerMoss,0
1615,WCM2,A,3,ColonizerMoss,0
1616,WCM2,B,1,ColonizerMoss,0
1617,WCM2,B,2,ColonizerMoss,0
1618,WCM2,B,3,ColonizerMoss,0
1619,WCM3,A,1,ColonizerMoss,0
1620,WCM3,A,2,ColonizerMoss,0
1621,WCM3,A,3,ColonizerMoss,0
1622,WCM3,B,1,ColonizerMoss,0
1623,WCM3,B,2,ColonizerMoss,0
1624,WCM3,B,3,ColonizerMoss,0
1625,BCEFM2,A,1,Lichen,0
1626,BCEFM2,A,2,Lichen,0
1627,BCEFM2,A,3,Lichen,0
1628,BCEFM2,B,1,Lichen,0.021111111
1629,BCEFM2,B,2,Lichen,0
1630,BCEFM2,B,3,Lichen,0.034444444
1631,BDM1,A,1,Lichen,0
1632,BDM1,A,2,Lichen,0.0041
1633,BDM1,A,3,Lichen,0
1634,BDM1,B,1,Lichen,0
1635,BDM1,B,2,Lichen,0.011983471
1636,BDM1,B,3,Lichen,0
1637,BFY10,A,1,Lichen,0
1638,BFY10,A,2,Lichen,0
1639,BFY10,A,3,Lichen,0.025555556
1640,BFY10,B,1,Lichen,0
1641,BFY10,B,2,Lichen,0.021777778
1642,BFY10,B,3,Lichen,0.062666667
1643,BFY7,A,1,Lichen,0
1644,BFY7,A,2,Lichen,0
1645,BFY7,A,3,Lichen,0
1646,BFY7,B,1,Lichen,0
1647,BFY7,B,2,Lichen,0
1648,BFY7,B,3,Lichen,0
1649,BFY8,A,1,Lichen,0.02625
1650,BFY8,A,2,Lichen,0.025274725
1651,BFY8,A,3,Lichen,0
1652,BFY8,B,1,Lichen,0
1653,BFY8,B,2,Lichen,0
1654,BFY8,B,3,Lichen,0
1655,BFY9,A,1,Lichen,0
1656,BFY9,A,2,Lichen,0
1657,BFY9,A,3,Lichen,0
1658,BFY9,B,1,Lichen,0
1659,BFY9,B,2,Lichen,0.040816327
1660,BFY9,B,3,Lichen,0
1661,DCY14,A,1,Lichen,0
1662,DCY14,A,2,Lichen,0
1663,DCY14,A,3,Lichen,0
1664,DCY14,B,1,Lichen,0
1665,DCY14,B,2,Lichen,0
1666,DCY14,B,3,Lichen,0
1667,DCY2,A,1,Lichen,0
1668,DCY2,A,2,Lichen,0
1669,DCY2,A,3,Lichen,0
1670,DCY2,B,1,Lichen,0
1671,DCY2,B,2,Lichen,0
1672,DCY2,B,3,Lichen,0
1673,DCY3,A,1,Lichen,0.415
1674,DCY3,A,2,Lichen,0
1675,DCY3,A,3,Lichen,0
1676,DCY3,B,1,Lichen,0.036407407
1677,DCY3,B,2,Lichen,0
1678,DCY3,B,3,Lichen,0
1679,DCY4,A,1,Lichen,0
1680,DCY4,A,2,Lichen,0.0524625
1681,DCY4,A,3,Lichen,0.4
1682,DCY4,B,1,Lichen,0
1683,DCY4,B,2,Lichen,0.036111111
1684,DCY4,B,3,Lichen,0
1685,DCY9,A,1,Lichen,0
1686,DCY9,A,2,Lichen,0
1687,DCY9,A,3,Lichen,0
1688,DCY9,B,1,Lichen,0
1689,DCY9,B,2,Lichen,0
1690,DCY9,B,3,Lichen,0
1691,DDM2,A,1,Lichen,1.426666667
1692,DDM2,A,2,Lichen,0.268888889
1693,DDM2,A,3,Lichen,3.068444444
1694,DDM2,B,3,Lichen,1.042666667
1695,DDM2,B,2,Lichen,0.481333333
1696,DDM2,B,1,Lichen,0.072222222
1697,GRI1,A,1,Lichen,0
1698,GRI1,A,2,Lichen,0
1699,GRI1,A,3,Lichen,0
1700,GRI1,B,1,Lichen,0
1701,GRI1,B,2,Lichen,0.714285714
1702,GRI1,B,3,Lichen,0
1703,GRM3,A,1,Lichen,0.13968254
1704,GRM3,A,2,Lichen,0
1705,GRM3,A,3,Lichen,0.206944444
1706,GRM3,B,1,Lichen,0.233928571
1707,GRM3,B,2,Lichen,0
1708,GRM3,B,3,Lichen,0
1709,GRM4,A,1,Lichen,0.048611111
1710,GRM4,A,2,Lichen,0
1711,GRM4,A,3,Lichen,0
1712,GRM4,B,1,Lichen,0.049450549
1713,GRM4,B,2,Lichen,0
1714,GRM4,B,3,Lichen,0.05125
1715,GSI1,A,1,Lichen,0
1716,GSI1,A,2,Lichen,0
1717,GSI1,A,3,Lichen,0
1718,GSI1,B,1,Lichen,0
1719,GSI1,B,2,Lichen,0
1720,GSI1,B,3,Lichen,0
1721,GSI2,A,1,Lichen,0.02
1722,GSI2,A,2,Lichen,0
1723,GSI2,A,3,Lichen,0
1724,GSI2,B,1,Lichen,0.126222222
1725,GSI2,B,2,Lichen,0.012444444
1726,GSI2,B,3,Lichen,0
1727,GSM1,A,1,Lichen,0
1728,GSM1,A,2,Lichen,0
1729,GSM1,A,3,Lichen,0
1730,GSM1,B,1,Lichen,0
1731,GSM1,B,2,Lichen,0
1732,GSM1,B,3,Lichen,0.088
1733,GSM3,A,1,Lichen,0.074222222
1734,GSM3,A,2,Lichen,0
1735,GSM3,A,3,Lichen,0
1736,GSM3,B,1,Lichen,0
1737,GSM3,B,2,Lichen,0
1738,GSM3,B,3,Lichen,0
1739,GSM4,A,1,Lichen,0.0175
1740,GSM4,A,2,Lichen,0.06
1741,GSM4,A,3,Lichen,0
1742,GSM4,B,1,Lichen,0
1743,GSM4,B,2,Lichen,0
1744,GSM4,B,3,Lichen,0
1745,GSM5,A,1,Lichen,0
1746,GSM5,A,2,Lichen,0
1747,GSM5,A,3,Lichen,0
1748,GSM5,B,1,Lichen,0
1749,GSM5,B,2,Lichen,0
1750,GSM5,B,3,Lichen,0.598222222
1751,LGI2,A,1,Lichen,0
1752,LGI2,A,2,Lichen,0
1753,LGI2,A,3,Lichen,0.086807143
1754,LGI2,B,1,Lichen,0
1755,LGI2,B,2,Lichen,0
1756,LGI2,B,3,Lichen,0.525454545
1757,MDI4,A,1,Lichen,0
1758,MDI4,A,2,Lichen,0
1759,MDI4,A,3,Lichen,0
1760,MDI4,B,1,Lichen,0
1761,MDI4,B,2,Lichen,0
1762,MDI4,B,3,Lichen,0
1763,MDI5,A,1,Lichen,0
1764,MDI5,A,2,Lichen,0
1765,MDI5,A,3,Lichen,0
1766,MDI5,B,1,Lichen,0.022339286
1767,MDI5,B,2,Lichen,0
1768,MDI5,B,3,Lichen,0
1769,MDM1,A,1,Lichen,0
1770,MDM1,A,2,Lichen,0.093178571
1771,MDM1,A,3,Lichen,0.548214286
1772,MDM1,B,1,Lichen,0
1773,MDM1,B,2,Lichen,0.240625
1774,MDM1,B,3,Lichen,0
1775,UP4D,A,1,Lichen,0.326262626
1776,UP4D,A,2,Lichen,0.126388889
1777,UP4D,A,3,Lichen,0
1778,UP4D,B,1,Lichen,0
1779,UP4D,B,2,Lichen,0.111111111
1780,UP4D,B,3,Lichen,0.036666667
1781,WCM2,A,1,Lichen,0.3453125
1782,WCM2,A,2,Lichen,0.1890625
1783,WCM2,A,3,Lichen,0
1784,WCM2,B,1,Lichen,0.026388889
1785,WCM2,B,2,Lichen,0.341964286
1786,WCM2,B,3,Lichen,0.227160494
1787,WCM3,A,1,Lichen,0
1788,WCM3,A,2,Lichen,0
1789,WCM3,A,3,Lichen,0
1790,WCM3,B,1,Lichen,0
1791,WCM3,B,2,Lichen,0
1792,WCM3,B,3,Lichen,0.322380952
1793,BCEFM2,NA,1,EvergreenTree,1.078281597
1794,BDM1,NA,1,EvergreenTree,2.851620556
1795,BFY10,NA,1,EvergreenTree,0
1796,BFY7,NA,1,EvergreenTree,0.033398986
1797,BFY8,NA,1,EvergreenTree,0
1798,BFY9,NA,1,EvergreenTree,0.03964064
1799,DCY14,NA,1,EvergreenTree,0
1800,DCY2,NA,1,EvergreenTree,0
1801,DCY3,NA,1,EvergreenTree,0
1802,DCY4,NA,1,EvergreenTree,0
1803,DCY9,NA,1,EvergreenTree,0
1804,DDM2,NA,1,EvergreenTree,3.078722376
1805,GRI1,NA,1,EvergreenTree,0.586043134
1806,GRM3,NA,1,EvergreenTree,1.612761759
1807,GRM4,NA,1,EvergreenTree,2.015424455
1808,GSI1,NA,1,EvergreenTree,4.728035308
1809,GSI2,NA,1,EvergreenTree,0.350377745
1810,GSM1,NA,1,EvergreenTree,1.434123191
1811,GSM3,NA,1,EvergreenTree,0.811880084
1812,GSM4,NA,1,EvergreenTree,1.018290438
1813,GSM5,NA,1,EvergreenTree,1.105340734
1814,LGI2,NA,1,EvergreenTree,1.879923134
1815,MDI4,NA,1,EvergreenTree,4.786254521
1816,MDI5,NA,1,EvergreenTree,18.35280608
1817,MDM1,NA,1,EvergreenTree,3.047929118
1818,UP4D,NA,1,EvergreenTree,3.818613195
1819,WCM2,NA,1,EvergreenTree,NA
1820,WCM3,NA,1,EvergreenTree,NA
1821,BCEFM2,NA,2,EvergreenTree,0.882306203
1822,BDM1,NA,2,EvergreenTree,2.893825953
1823,BFY10,NA,2,EvergreenTree,0
1824,BFY7,NA,2,EvergreenTree,0.053972127
1825,BFY8,NA,2,EvergreenTree,0
1826,BFY9,NA,2,EvergreenTree,0.237800889
1827,DCY14,NA,2,EvergreenTree,0
1828,DCY2,NA,2,EvergreenTree,0
1829,DCY3,NA,2,EvergreenTree,0
1830,DCY4,NA,2,EvergreenTree,0
1831,DCY9,NA,2,EvergreenTree,0
