Site,Crew,Core_number,Bag_number,Top_depth,Bottom_depth,Notes,Date,Creation_timestamp,Device::Device_name
UP4C,"ko, sf",6,2,3,15,,04/28/2015,04/28/2015 12:39:01,Shalane's iPad
UP4C,"ko, sf",6,3,15,39,,04/28/2015,04/28/2015 12:39:11,Shalane's iPad
UP4C,"ko, sf",6,4,39,68,,04/28/2015,04/28/2015 12:39:21,Shalane's iPad
UP4C,"ko, sf",6,5,68,88,,04/28/2015,04/28/2015 12:39:33,Shalane's iPad
UP4C,"ko, sf",7,1,0,3,,04/28/2015,04/28/2015 13:05:29,Shalane's iPad
UP4C,"ko, sf",7,2,3,13,,04/28/2015,04/28/2015 13:05:34,Shalane's iPad
UP4C,"ko, sf",7,3,13,22,,04/28/2015,04/28/2015 13:05:39,Shalane's iPad
UP4C,"ko, sf",7,4,22,53,,04/28/2015,04/28/2015 13:05:45,Shalane's iPad
UP4C,"ko, sf",7,5,53,81,,04/28/2015,04/28/2015 13:05:56,Shalane's iPad
UP4C,"ko, sf",7,6,81,113,,04/28/2015,04/28/2015 13:06:04,Shalane's iPad
UP4C,"ko, sf",7,7,113,146,,04/28/2015,04/28/2015 13:06:11,Shalane's iPad
Washington Creek 1,sf ko,1,1,0,25,,04/23/2015,04/23/2015 11:30:20,Shalane's iPad
Washington Creek 1,sf ko,1,2,25,72,,04/23/2015,04/23/2015 11:32:16,Shalane's iPad
Washington Creek 1,sf ko,2,1,0,26,,04/23/2015,04/23/2015 11:40:59,Shalane's iPad
Washington Creek 1,sf ko,2,2,26,28,crumble chunks on mineral transition,04/23/2015,04/23/2015 11:41:18,Shalane's iPad
Washington Creek 1,sf ko,2,3,28,70,,04/23/2015,04/23/2015 11:41:53,Shalane's iPad
Washington Creek 1,sf ko,3,1,0,12,,04/23/2015,04/23/2015 12:04:47,Shalane's iPad
Washington Creek 1,sf ko,3,2,12,37,,04/23/2015,04/23/2015 12:07:36,Shalane's iPad
Washington Creek 1,sf ko,3,3,37,57,,04/23/2015,04/23/2015 12:08:05,Shalane's iPad
Washington Creek 1,sf ko,3,4,57,83,,04/23/2015,04/23/2015 12:08:45,Shalane's iPad
Washington Creek 1,sf ko,4,1,0,13,,04/23/2015,04/23/2015 12:30:54,Shalane's iPad
Washington Creek 1,sf ko,4,2,13,45,,04/23/2015,04/23/2015 12:31:59,Shalane's iPad
Washington Creek 1,sf ko,4,3,45,84,,04/23/2015,04/23/2015 12:32:12,Shalane's iPad
Washington Creek 3,jh qd,1,1,0,20,,04/23/2015,04/23/2015 11:34:45,Jamie's iPad 
Washington Creek 3,jh qd,1,2,20,26,,04/23/2015,04/23/2015 11:36:08,Jamie's iPad 
Washington Creek 3,jh qd,1,3,26,40,,04/23/2015,04/23/2015 11:36:25,Jamie's iPad 
Washington Creek 3,jh qd,1,4,40,69,,04/23/2015,04/23/2015 11:36:38,Jamie's iPad 
Washington Creek 3,jh qd,1,5,69,88,,04/23/2015,04/23/2015 11:36:51,Jamie's iPad 
Washington Creek 3,jh qd,2,1,0,21,,04/23/2015,04/23/2015 12:08:55,Jamie's iPad 
Washington Creek 3,jh qd,2,2,21,41,,04/23/2015,04/23/2015 12:09:32,Jamie's iPad 
Washington Creek 3,jh qd,2,3,41,72,,04/23/2015,04/23/2015 12:09:49,Jamie's iPad 
Washington Creek 3,jh qd,2,4,72,94,,04/23/2015,04/23/2015 12:10:34,Jamie's iPad 
Washington Creek 3,jh qd,3,1,0,18,,04/23/2015,04/23/2015 12:29:37,Jamie's iPad 
Washington Creek 3,jh qd,3,2,18,30,,04/23/2015,04/23/2015 12:29:50,Jamie's iPad 
Washington Creek 3,jh qd,3,3,30,61,,04/23/2015,04/23/2015 12:30:03,Jamie's iPad 
Washington Creek 3,jh qd,3,4,61,113,,04/23/2015,04/23/2015 12:30:17,Jamie's iPad 
Washington Creek 3,jh qd,4,1,0,11,,04/23/2015,04/23/2015 12:54:04,Jamie's iPad 
Washington Creek 3,jh qd,4,2,11,18,,04/23/2015,04/23/2015 12:54:44,Jamie's iPad 
Washington Creek 3,jh qd,4,3,18,31,,04/23/2015,04/23/2015 12:54:59,Jamie's iPad 
Washington Creek 3,jh qd,4,4,31,78,,04/23/2015,04/23/2015 12:55:15,Jamie's iPad 
